date,opposition,shirt,player,started,minutes
12/11/2016,Australia,11,Tim Visser,y,80
12/11/2016,Australia,6,John Barclay,y,80
12/11/2016,Australia,20,John Hardie,n,75
12/11/2016,Australia,22,Pete Horne,n,10
12/11/2016,Australia,17,Gordon Reid,n,28
12/11/2016,Australia,18,Moray Low,n,12
12/11/2016,Australia,16,Fraser Brown,n,24
12/11/2016,Australia,23,Rory Hughes,n,0
12/11/2016,Australia,19,Grant Gilchrist,n,6
12/11/2016,Australia,14,Sean Maitland,y,80
12/11/2016,Australia,7,Hamish Watson,y,80
12/11/2016,Australia,2,Ross Ford,y,56
12/11/2016,Australia,13,Huw Jones,y,80
12/11/2016,Australia,9,Greig Laidlaw,y,80
12/11/2016,Australia,12,Alex Dunbar,y,70
12/11/2016,Australia,10,Finn Russell,y,80
12/11/2016,Australia,4,Richie Gray,y,74
12/11/2016,Australia,3,Zander Fagerson,y,68
12/11/2016,Australia,21,Ali Price,n,0
12/11/2016,Australia,8,Ryan Wilson,y,5
12/11/2016,Australia,15,Stuart Hogg,y,80
12/11/2016,Australia,1,Allan Dell,y,52
12/11/2016,Australia,5,Jonny Gray,y,80
19/11/2016,Argentina,6,Magnus Bradbury,y,51
19/11/2016,Argentina,10,Finn Russell,y,80
19/11/2016,Argentina,3,Zander Fagerson,y,51
19/11/2016,Argentina,21,Ali Price,n,0
19/11/2016,Argentina,19,Tim Swinson,n,9
19/11/2016,Argentina,20,Ryan Wilson,n,29
19/11/2016,Argentina,17,Alex Allan,n,6
19/11/2016,Argentina,15,Stuart Hogg,y,80
19/11/2016,Argentina,1,Allan Dell,y,74
19/11/2016,Argentina,5,Jonny Gray,y,80
19/11/2016,Argentina,23,Tim Visser,n,1
19/11/2016,Argentina,8,John Barclay,y,80
19/11/2016,Argentina,22,Pete Horne,n,21
19/11/2016,Argentina,18,Moray Low,n,29
19/11/2016,Argentina,2,Fraser Brown,y,68
19/11/2016,Argentina,4,Grant Gilchrist,y,71
19/11/2016,Argentina,14,Sean Maitland,y,80
19/11/2016,Argentina,7,Hamish Watson,y,80
19/11/2016,Argentina,16,Ross Ford,n,12
19/11/2016,Argentina,11,Tommy Seymour,y,80
19/11/2016,Argentina,13,Huw Jones,y,58
19/11/2016,Argentina,9,Greig Laidlaw,y,80
19/11/2016,Argentina,12,Alex Dunbar,y,80
26/11/2016,Georgia,20,John Barclay,n,32
26/11/2016,Georgia,22,Pete Horne,n,17
26/11/2016,Georgia,13,Mark Bennett,y,63
26/11/2016,Georgia,18,Moray Low,n,41
26/11/2016,Georgia,16,Fraser Brown,n,28
26/11/2016,Georgia,23,Rory Hughes,n,28
26/11/2016,Georgia,19,Grant Gilchrist,n,6
26/11/2016,Georgia,14,Sean Maitland,y,52
26/11/2016,Georgia,7,Hamish Watson,y,80
26/11/2016,Georgia,2,Ross Ford,y,52
26/11/2016,Georgia,11,Tommy Seymour,y,80
26/11/2016,Georgia,9,Greig Laidlaw,y,74
26/11/2016,Georgia,12,Alex Dunbar,y,80
26/11/2016,Georgia,10,Finn Russell,y,80
26/11/2016,Georgia,4,Richie Gray,y,80
26/11/2016,Georgia,3,Zander Fagerson,y,39
26/11/2016,Georgia,6,Rob Harley,y,48
26/11/2016,Georgia,21,Ali Price,n,6
26/11/2016,Georgia,8,Ryan Wilson,y,80
26/11/2016,Georgia,17,Alex Allan,n,24
26/11/2016,Georgia,15,Stuart Hogg,y,80
26/11/2016,Georgia,1,Allan Dell,y,56
26/11/2016,Georgia,5,Jonny Gray,y,74
04/02/2017,Ireland,18,Simon Berghan,n,0
04/02/2017,Ireland,20,John Barclay,n,31
