team,date,opposition,competition,starting_xv_avg_age,bench_avg_age,full_squad_avg_age,players_with_dob,players_total
scotland,02/07/2022,Argentina,Men's Internationals 2022,27.47,25.3,26.72,23,23
scotland,09/07/2022,Argentina,Men's Internationals 2022,27.28,26.52,27.02,23,23
scotland,16/07/2022,Argentina,Men's Internationals 2022,26.05,27.27,26.47,23,23
scotland,29/10/2022,Australia,Autumn Nations Series 2022,27.62,29.01,28.1,23,23
scotland,05/11/2022,Fiji,Autumn Nations Series 2022,28.39,26.13,27.6,23,23
scotland,13/11/2022,New Zealand,Autumn Nations Series 2022,29.09,28.34,28.83,23,23
scotland,19/11/2022,Argentina,Autumn Nations Series 2022,28.64,25.91,27.69,23,23
scotland,04/02/2023,England,Six Nations 2023,29.07,29.85,29.34,23,23
scotland,11/02/2023,Wales,Six Nations 2023,28.44,30.45,29.14,23,23
scotland,26/02/2023,France,Six Nations 2023,28.85,30.22,29.33,23,23
scotland,12/03/2023,Ireland,Six Nations 2023,28.48,30.17,29.07,23,23
scotland,18/03/2023,Italy,Six Nations 2023,27.76,27.27,27.59,23,23
scotland,29/07/2023,Italy,Summer Nations Series 2023,27.08,26.68,26.94,23,23
scotland,05/08/2023,France,Summer Nations Series 2023,28.42,28.09,28.3,23,23
scotland,12/08/2023,France,Summer Nations Series 2023,29.71,28.16,29.17,23,23
scotland,26/08/2023,Georgia,Summer Nations Series 2023,28.98,27.54,28.48,23,23
scotland,10/09/2023,South Africa,Men's Rugby World Cup 2023,28.58,28.64,28.6,23,23
scotland,24/09/2023,Tonga,Men's Rugby World Cup 2023,28.74,28.56,28.68,23,23
scotland,30/09/2023,Romania,Men's Rugby World Cup 2023,27.89,29.26,28.36,23,23
scotland,07/10/2023,Ireland,Men's Rugby World Cup 2023,28.99,27.77,28.57,23,23
scotland,03/02/2024,Wales,Six Nations 2024,28.62,27.82,28.34,23,23
scotland,10/02/2024,France,Six Nations 2024,28.05,27.22,27.76,23,23
scotland,24/02/2024,England,Six Nations 2024,28.78,27.26,28.25,23,23
scotland,09/03/2024,Italy,Six Nations 2024,28.66,28.22,28.51,23,23
scotland,16/03/2024,Ireland,Six Nations 2024,28.6,27.38,28.17,23,23
scotland,06/07/2024,Canada,Men's Internationals 2024,25.92,26.25,26.03,23,23
scotland,12/07/2024,USA,Men's Internationals 2024,27.54,26.32,27.12,23,23
scotland,20/07/2024,Chile,Men's Internationals 2024,25.95,25.77,25.88,23,23
scotland,27/07/2024,Uruguay,Men's Internationals 2024,26.59,26.44,26.54,23,23
scotland,02/11/2024,Fiji,Autumn Nations Series 2024,28.62,26.21,27.78,23,23
scotland,10/11/2024,South Africa,Autumn Nations Series 2024,28.56,27.27,28.11,23,23
scotland,16/11/2024,Portugal,Autumn Nations Series 2024,26.56,26.85,26.66,23,23
scotland,24/11/2024,Australia,Autumn Nations Series 2024,28.52,27.6,28.2,23,23
scotland,01/02/2025,Italy,Six Nations 2025,29.44,27.54,28.78,23,23
scotland,09/02/2025,Ireland,Six Nations 2025,29.7,26.75,28.67,23,23
scotland,22/02/2025,England,Six Nations 2025,29.7,26.63,28.63,23,23
scotland,08/03/2025,Wales,Six Nations 2025,29.78,27.18,28.88,23,23
scotland,15/03/2025,France,Six Nations 2025,29.03,26.05,27.99,23,23
scotland,05/07/2025,Maori All Blacks,Men's Internationals 2025,26.42,26.47,26.44,23,23
scotland,12/07/2025,Fiji,Men's Internationals 2025,28.14,28.21,28.17,23,23
scotland,18/07/2025,Samoa,Men's Internationals 2025,28.05,27.57,27.88,23,23
scotland,01/11/2025,USA,Autumn Nations Series 2025,27.65,26.42,27.23,23,23
scotland,08/11/2025,New Zealand,Autumn Nations Series 2025,29.57,28.86,29.32,23,23
scotland,16/11/2025,Argentina,Autumn Nations Series 2025,29.62,29.11,29.42,23,23
scotland,23/11/2025,Tonga,Autumn Nations Series 2025,28.12,27.96,28.07,23,23
scotland,07/02/2026,Italy,Six Nations 2026,29.6,28.93,29.37,23,23
scotland,14/02/2026,England,Six Nations 2026,29.24,30.05,29.52,23,23
scotland,21/02/2026,Wales,Six Nations 2026,29.21,31.2,29.9,23,23
scotland,07/03/2026,France,Six Nations 2026,29.89,29.09,29.62,23,23
scotland,14/03/2026,Ireland,Six Nations 2026,30.19,29.57,29.98,23,23
scotland,04/07/2026,Argentina,Nations Championship 2026,29.5,28.03,28.99,23,23
scotland,11/07/2026,South Africa,Nations Championship 2026,29.19,28.14,28.83,23,23
scotland,18/07/2026,Fiji,Nations Championship 2026,28.11,27.59,27.93,23,23
south_africa,18/07/2015,Australia,The Rugby Championship 2015,28.47,26.38,27.74,23,23
south_africa,25/07/2015,New Zealand,The Rugby Championship 2015,27.65,27.07,27.45,23,23
south_africa,08/08/2015,Argentina,The Rugby Championship 2015,27.28,25.92,26.81,23,23
south_africa,15/08/2015,Argentina,The Rugby Championship 2015,28.64,26.4,27.86,23,23
south_africa,19/09/2015,Japan,Men's Rugby World Cup 2015,29.78,26.88,28.77,23,23
south_africa,26/09/2015,Samoa,Men's Rugby World Cup 2015,29.88,26.31,28.64,23,23
south_africa,03/10/2015,Scotland,Men's Rugby World Cup 2015,28.09,26.8,27.64,23,23
south_africa,07/10/2015,USA,Men's Rugby World Cup 2015,27.56,27.73,27.62,23,23
south_africa,17/10/2015,Wales,Men's Rugby World Cup 2015,27.58,27.87,27.68,23,23
south_africa,24/10/2015,New Zealand,Men's Rugby World Cup 2015,27.6,29.8,28.36,23,23
south_africa,30/10/2015,Argentina,Men's Rugby World Cup 2015,28.52,27.19,28.06,23,23
south_africa,11/06/2016,Ireland,Tour 2016,27.35,25.86,26.83,23,23
south_africa,18/06/2016,Ireland,Tour 2016,27.4,27.32,27.37,23,23
south_africa,25/06/2016,Ireland,Tour 2016,27.08,27.25,27.14,23,23
south_africa,20/08/2016,Argentina,The Rugby Championship 2016,27.38,25.69,26.79,23,23
south_africa,27/08/2016,Argentina,The Rugby Championship 2016,27.36,26.44,27.04,23,23
south_africa,10/09/2016,Australia,The Rugby Championship 2016,27.55,26.86,27.31,23,23
south_africa,17/09/2016,New Zealand,The Rugby Championship 2016,27.45,27.2,27.36,23,23
south_africa,01/10/2016,Australia,The Rugby Championship 2016,28.16,27.01,27.76,23,23
south_africa,08/10/2016,New Zealand,The Rugby Championship 2016,28.18,27.03,27.78,23,23
south_africa,05/11/2016,Barbarians,Tour 2016,25.12,25.62,25.29,23,23
south_africa,12/11/2016,England,Tour 2016,27.45,26.08,26.97,23,23
south_africa,19/11/2016,Italy,Tour 2016,27.71,25.77,27.04,23,23
south_africa,26/11/2016,Wales,Tour 2016,26.53,25.46,26.16,23,23
south_africa,10/06/2017,France,Tour 2017,26.38,26.33,26.36,23,23
south_africa,17/06/2017,France,Tour 2017,26.77,26.35,26.62,23,23
south_africa,24/06/2017,France,Tour 2017,26.07,26.53,26.23,23,23
south_africa,19/08/2017,Argentina,The Rugby Championship 2017,26.6,25.34,26.16,23,23
south_africa,26/08/2017,Argentina,The Rugby Championship 2017,26.71,25.19,26.18,23,23
south_africa,09/09/2017,Australia,The Rugby Championship 2017,26.54,25.77,26.27,23,23
south_africa,16/09/2017,New Zealand,The Rugby Championship 2017,26.27,25.99,26.17,23,23
south_africa,30/09/2017,Australia,The Rugby Championship 2017,26.9,26.24,26.67,23,23
south_africa,07/10/2017,New Zealand,The Rugby Championship 2017,26.19,26.17,26.18,23,23
south_africa,11/11/2017,Ireland,Tour 2017,26.91,26.13,26.64,23,23
south_africa,18/11/2017,France,Tour 2017,26.79,26.5,26.69,23,23
south_africa,25/11/2017,Italy,Tour 2017,26.96,26.63,26.84,23,23
south_africa,02/12/2017,Wales,Tour 2017,25.05,27.09,25.76,23,23
south_africa,02/06/2018,Wales,Men's Internationals 2018,25.09,24.45,24.87,23,23
south_africa,09/06/2018,England,Tour 2018,26.25,25.14,25.86,23,23
south_africa,16/06/2018,England,Tour 2018,26.69,24.34,25.87,23,23
south_africa,23/06/2018,England,Tour 2018,26.68,26.11,26.48,23,23
south_africa,18/08/2018,Argentina,The Rugby Championship 2018,27.34,24.7,26.42,23,23
south_africa,25/08/2018,Argentina,The Rugby Championship 2018,27.47,24.95,26.59,23,23
south_africa,08/09/2018,Australia,The Rugby Championship 2018,27.21,26.12,26.83,23,23
south_africa,15/09/2018,New Zealand,The Rugby Championship 2018,26.54,28.0,27.04,23,23
south_africa,29/09/2018,Australia,The Rugby Championship 2018,26.48,24.41,25.76,23,23
south_africa,06/10/2018,New Zealand,The Rugby Championship 2018,26.75,26.07,26.51,23,23
south_africa,03/11/2018,England,Tour 2018,25.99,24.96,25.63,23,23
south_africa,10/11/2018,France,Tour 2018,26.9,26.51,26.76,23,23
south_africa,17/11/2018,Scotland,Tour 2018,26.06,27.02,26.39,23,23
south_africa,24/11/2018,Wales,Tour 2018,26.31,26.44,26.36,23,23
south_africa,20/07/2019,Australia,The Rugby Championship 2019,27.81,29.99,28.57,23,23
south_africa,27/07/2019,New Zealand,The Rugby Championship 2019,27.64,29.03,28.12,23,23
south_africa,10/08/2019,Argentina,The Rugby Championship 2019,28.47,27.59,28.16,23,23
south_africa,17/08/2019,Argentina,Men's Internationals 2019,27.56,27.46,27.53,23,23
south_africa,06/09/2019,Japan,Men's Internationals 2019,27.88,29.15,28.32,23,23
south_africa,21/09/2019,New Zealand,Men's Rugby World Cup 2019,27.92,29.19,28.36,23,23
south_africa,28/09/2019,Namibia,Men's Rugby World Cup 2019,28.72,27.56,28.32,23,23
south_africa,04/10/2019,Italy,Men's Rugby World Cup 2019,28.49,28.26,28.41,23,23
south_africa,08/10/2019,Canada,Men's Rugby World Cup 2019,28.24,26.96,27.79,23,23
south_africa,20/10/2019,Japan,Men's Rugby World Cup 2019,28.54,28.31,28.46,23,23
south_africa,27/10/2019,Wales,Men's Rugby World Cup 2019,28.4,28.33,28.38,23,23
south_africa,02/11/2019,England,Men's Rugby World Cup 2019,28.57,28.34,28.49,23,23
south_africa,02/07/2021,Georgia,Men's Internationals 2021,29.57,27.5,28.85,23,23
south_africa,24/07/2021,British & Irish Lions,Tour 2021,29.43,28.31,29.04,23,23
south_africa,31/07/2021,British & Irish Lions,Tour 2021,29.4,27.73,28.82,23,23
south_africa,07/08/2021,British & Irish Lions,Tour 2021,29.51,28.81,29.26,23,23
south_africa,14/08/2021,Argentina,The Rugby Championship 2021,27.88,28.72,28.17,23,23
south_africa,21/08/2021,Argentina,The Rugby Championship 2021,29.13,27.1,28.43,23,23
south_africa,12/09/2021,Australia,The Rugby Championship 2021,29.96,26.72,28.84,23,23
south_africa,18/09/2021,Australia,The Rugby Championship 2021,30.16,27.17,29.12,23,23
south_africa,25/09/2021,New Zealand,The Rugby Championship 2021,30.01,29.53,29.85,23,23
south_africa,02/10/2021,New Zealand,The Rugby Championship 2021,29.74,29.53,29.67,23,23
south_africa,06/11/2021,Wales,Autumn Nations Series 2021,29.09,30.4,29.54,23,23
south_africa,13/11/2021,Scotland,Autumn Nations Series 2021,30.06,29.71,29.94,23,23
south_africa,20/11/2021,England,Autumn Nations Series 2021,30.12,29.66,29.96,23,23
south_africa,02/07/2022,Wales,Men's Internationals 2022,29.72,28.23,29.21,23,23
south_africa,09/07/2022,Wales,Men's Internationals 2022,27.71,28.25,27.9,23,23
south_africa,16/07/2022,Wales,Men's Internationals 2022,29.26,29.75,29.43,23,23
south_africa,06/08/2022,New Zealand,The Rugby Championship 2022,29.47,29.38,29.44,23,23
south_africa,13/08/2022,New Zealand,The Rugby Championship 2022,29.2,29.75,29.39,23,23
south_africa,27/08/2022,Australia,The Rugby Championship 2022,29.72,30.23,29.9,23,23
south_africa,03/09/2022,Australia,The Rugby Championship 2022,28.78,32.12,29.94,23,23
south_africa,17/09/2022,Argentina,The Rugby Championship 2022,28.82,30.44,29.38,23,23
south_africa,24/09/2022,Argentina,The Rugby Championship 2022,29.45,30.75,29.9,23,23
south_africa,05/11/2022,Ireland,Autumn Nations Series 2022,28.98,31.69,29.92,23,23
south_africa,12/11/2022,France,Autumn Nations Series 2022,29.92,31.0,30.3,23,23
south_africa,19/11/2022,Italy,Tour 2022,29.32,29.16,29.27,23,23
south_africa,26/11/2022,England,Autumn Nations Series 2022,29.71,26.44,28.57,23,23
south_africa,08/07/2023,Australia,The Rugby Championship 2023,30.14,28.75,29.66,23,23
south_africa,15/07/2023,New Zealand,The Rugby Championship 2023,30.92,29.99,30.6,23,23
south_africa,29/07/2023,Argentina,The Rugby Championship 2023,30.4,30.69,30.5,23,23
south_africa,05/08/2023,Argentina,Men's Internationals 2023,30.03,27.87,29.28,23,23
south_africa,19/08/2023,Wales,Summer Nations Series 2023,29.2,30.54,29.66,23,23
south_africa,25/08/2023,New Zealand,Men's Internationals 2023,30.12,30.67,30.31,23,23
south_africa,10/09/2023,Scotland,Men's Rugby World Cup 2023,30.06,31.27,30.48,23,23
south_africa,17/09/2023,Romania,Men's Rugby World Cup 2023,30.05,30.78,30.34,23,23
south_africa,23/09/2023,Ireland,Men's Rugby World Cup 2023,30.33,31.28,30.66,23,23
south_africa,01/10/2023,Tonga,Men's Rugby World Cup 2023,31.13,29.58,30.59,23,23
south_africa,15/10/2023,France,Men's Rugby World Cup 2023,31.12,31.71,31.33,23,23
south_africa,21/10/2023,England,Men's Rugby World Cup 2023,31.14,31.73,31.34,23,23
south_africa,28/10/2023,New Zealand,Men's Rugby World Cup 2023,31.27,31.42,31.32,23,23
south_africa,22/06/2024,Wales,Men's Internationals 2024,30.09,28.41,29.51,23,23
south_africa,06/07/2024,Ireland,Men's Internationals 2024,31.85,28.32,30.62,23,23
south_africa,13/07/2024,Ireland,Men's Internationals 2024,31.87,28.33,30.64,23,23
south_africa,20/07/2024,Portugal,Men's Internationals 2024,28.11,25.25,27.12,23,23
south_africa,10/08/2024,Australia,The Rugby Championship 2024,30.61,29.61,30.26,23,23
south_africa,17/08/2024,Australia,The Rugby Championship 2024,27.97,30.4,28.81,23,23
south_africa,31/08/2024,New Zealand,The Rugby Championship 2024,29.92,29.95,29.93,23,23
south_africa,07/09/2024,New Zealand,The Rugby Championship 2024,30.61,28.26,29.79,23,23
south_africa,21/09/2024,Argentina,The Rugby Championship 2024,29.43,28.28,29.03,23,23
south_africa,28/09/2024,Argentina,The Rugby Championship 2024,30.06,30.57,30.24,23,23
south_africa,10/11/2024,Scotland,Autumn Nations Series 2024,30.26,30.67,30.4,23,23
south_africa,16/11/2024,England,Autumn Nations Series 2024,30.45,30.71,30.54,23,23
south_africa,23/11/2024,Wales,Autumn Nations Series 2024,29.32,29.98,29.55,23,23
south_africa,28/06/2025,Barbarians,Men's Internationals 2025,29.47,30.77,29.93,23,23
south_africa,05/07/2025,Italy,Men's Internationals 2025,30.43,32.58,31.18,23,23
south_africa,12/07/2025,Italy,Men's Internationals 2025,30.0,26.91,28.93,23,23
south_africa,19/07/2025,Georgia,Men's Internationals 2025,29.31,31.87,30.2,23,23
south_africa,16/08/2025,Australia,The Rugby Championship 2025,30.8,30.22,30.6,23,23
south_africa,23/08/2025,Australia,The Rugby Championship 2025,30.27,30.61,30.39,23,23
south_africa,06/09/2025,New Zealand,The Rugby Championship 2025,31.11,28.82,30.31,23,23
south_africa,13/09/2025,New Zealand,The Rugby Championship 2025,29.35,29.46,29.39,23,23
south_africa,27/09/2025,Argentina,The Rugby Championship 2025,29.76,29.53,29.68,23,23
south_africa,04/10/2025,Argentina,The Rugby Championship 2025,29.9,30.3,30.04,23,23
south_africa,01/11/2025,Japan,Men's Internationals 2025,30.36,29.57,30.08,23,23
south_africa,08/11/2025,France,Autumn Nations Series 2025,31.27,29.38,30.61,23,23
south_africa,15/11/2025,Italy,Autumn Nations Series 2025,28.64,29.97,29.1,23,23
south_africa,22/11/2025,Ireland,Autumn Nations Series 2025,30.51,30.06,30.35,23,23
south_africa,29/11/2025,Wales,Autumn Nations Series 2025,29.21,30.43,29.63,23,23
south_africa,20/06/2026,Barbarians,Men's Internationals 2026,30.07,25.96,28.64,23,23
south_africa,04/07/2026,England,Nations Championship 2026,30.49,28.02,29.52,23,23
south_africa,11/07/2026,Scotland,Nations Championship 2026,29.0,26.57,28.15,23,23
south_africa,18/07/2026,Wales,Nations Championship 2026,29.3,28.58,29.05,23,23
south_africa,08/08/2026,Argentina,Men's Internationals 2026,29.56,28.32,29.13,23,23
south_africa,22/08/2026,New Zealand,Rugby’s Greatest Rivalry 2026,30.65,29.41,30.22,23,23
south_africa,29/08/2026,New Zealand,Rugby’s Greatest Rivalry 2026,31.79,30.47,31.33,23,23
wales,06/02/2015,England,Six Nations 2015,26.58,28.73,27.32,23,23
wales,15/02/2015,Scotland,Six Nations 2015,27.1,28.41,27.56,23,23
wales,28/02/2015,France,Six Nations 2015,26.82,28.94,27.55,23,23
wales,14/03/2015,Ireland,Six Nations 2015,26.85,27.18,26.97,23,23
wales,21/03/2015,Italy,Six Nations 2015,26.55,26.1,26.39,23,23
wales,08/08/2015,Ireland,Men's Internationals 2015,25.6,24.8,25.32,23,23
wales,29/08/2015,Ireland,Men's Internationals 2015,27.04,27.73,27.28,23,23
wales,05/09/2015,Italy,Men's Internationals 2015,26.24,27.46,26.66,23,23
wales,20/09/2015,Uruguay,Men's Rugby World Cup 2015,26.04,26.24,26.11,23,23
wales,26/09/2015,England,Men's Rugby World Cup 2015,26.51,27.45,26.84,23,23
wales,01/10/2015,Fiji,Men's Rugby World Cup 2015,26.43,28.06,26.99,23,23
wales,10/10/2015,Australia,Men's Rugby World Cup 2015,26.81,26.54,26.72,23,23
wales,17/10/2015,South Africa,Men's Rugby World Cup 2015,26.75,28.2,27.25,23,23
wales,07/02/2016,Ireland,Six Nations 2016,26.89,28.3,27.38,23,23
wales,13/02/2016,Scotland,Six Nations 2016,26.9,28.18,27.35,23,23
wales,26/02/2016,France,Six Nations 2016,26.59,27.46,26.89,23,23
wales,12/03/2016,England,Six Nations 2016,26.63,28.47,27.27,23,23
wales,19/03/2016,Italy,Six Nations 2016,26.58,27.59,26.93,23,23
wales,29/05/2016,England,Men's Internationals 2016,25.83,27.73,26.49,23,23
wales,11/06/2016,New Zealand,Tour 2016,27.14,25.11,26.43,23,23
wales,14/06/2016,Chiefs,Tour 2016,26.37,26.63,26.46,23,23
wales,18/06/2016,New Zealand,Tour 2016,27.34,26.22,26.95,23,23
wales,25/06/2016,New Zealand,Tour 2016,26.64,26.35,26.54,23,23
wales,05/11/2016,Australia,Tour 2016,28.13,24.73,26.95,23,23
wales,12/11/2016,Argentina,Tour 2016,27.95,26.05,27.29,23,23
wales,19/11/2016,Japan,Tour 2016,27.04,25.11,26.37,23,23
wales,26/11/2016,South Africa,Tour 2016,28.04,25.75,27.25,23,23
wales,05/02/2017,Italy,Six Nations 2017,26.81,26.22,26.6,23,23
wales,11/02/2017,England,Six Nations 2017,27.13,25.88,26.7,23,23
wales,25/02/2017,Scotland,Six Nations 2017,27.04,27.03,27.03,23,23
wales,10/03/2017,Ireland,Six Nations 2017,27.07,27.06,27.07,23,23
wales,18/03/2017,France,Six Nations 2017,27.09,27.09,27.09,23,23
wales,16/06/2017,Tonga,Tour 2017,25.86,23.76,25.13,23,23
wales,23/06/2017,Samoa,Tour 2017,24.36,25.1,24.62,23,23
wales,11/11/2017,Australia,Tour 2017,27.6,24.18,26.41,23,23
wales,18/11/2017,Georgia,Men's Internationals 2017,25.51,26.01,25.68,23,23
wales,25/11/2017,New Zealand,Tour 2017,27.35,27.31,27.33,23,23
wales,02/12/2017,South Africa,Tour 2017,27.39,25.2,26.63,23,23
wales,03/02/2018,Scotland,Six Nations 2018,27.13,26.1,26.77,23,23
wales,10/02/2018,England,Six Nations 2018,26.99,26.0,26.65,23,23
wales,24/02/2018,Ireland,Six Nations 2018,27.7,26.72,27.36,23,23
wales,11/03/2018,Italy,Six Nations 2018,26.46,26.21,26.38,23,23
wales,17/03/2018,France,Six Nations 2018,28.05,26.39,27.47,23,23
wales,02/06/2018,South Africa,Men's Internationals 2018,24.78,25.09,24.89,23,23
wales,09/06/2018,Argentina,Tour 2018,25.31,24.91,25.17,23,23
wales,16/06/2018,Argentina,Tour 2018,24.99,26.19,25.41,23,23
wales,03/11/2018,Scotland,Doddie Weir Cup 2018,28.27,23.43,26.59,23,23
wales,10/11/2018,Australia,Tour 2018,28.08,25.86,27.31,23,23
wales,17/11/2018,Tonga,Men's Internationals 2018,24.62,25.47,24.92,23,23
wales,24/11/2018,South Africa,Tour 2018,27.6,24.66,26.58,23,23
wales,01/02/2019,France,Six Nations 2019,27.79,25.8,27.1,23,23
wales,09/02/2019,Italy,Six Nations 2019,26.01,26.62,26.22,23,23
wales,23/02/2019,England,Six Nations 2019,28.4,24.48,27.04,23,23
wales,09/03/2019,Scotland,Six Nations 2019,28.18,25.09,27.1,23,23
wales,16/03/2019,Ireland,Six Nations 2019,28.2,25.11,27.12,23,23
wales,11/08/2019,England,Men's Internationals 2019,28.02,27.04,27.68,23,23
wales,17/08/2019,England,Men's Internationals 2019,28.52,26.27,27.74,23,23
wales,31/08/2019,Ireland,Men's Internationals 2019,26.16,25.48,25.93,23,23
wales,07/09/2019,Ireland,Men's Internationals 2019,27.79,27.69,27.75,23,23
wales,23/09/2019,Georgia,Men's Rugby World Cup 2019,28.91,26.77,28.16,23,23
wales,29/09/2019,Australia,Men's Rugby World Cup 2019,28.92,25.8,27.84,23,23
wales,09/10/2019,Fiji,Men's Rugby World Cup 2019,29.1,24.92,27.65,23,23
wales,13/10/2019,Uruguay,Men's Rugby World Cup 2019,26.93,26.45,26.77,23,23
wales,20/10/2019,France,Men's Rugby World Cup 2019,28.41,25.31,27.33,23,23
wales,27/10/2019,South Africa,Men's Rugby World Cup 2019,28.93,25.19,27.63,23,23
wales,01/11/2019,New Zealand,Men's Rugby World Cup 2019,26.82,28.37,27.36,23,23
wales,30/11/2019,Barbarians,Men's Internationals 2019,27.33,25.26,26.61,23,23
wales,01/02/2020,Italy,Six Nations 2020,28.73,26.19,27.84,23,23
wales,08/02/2020,Ireland,Six Nations 2020,28.45,25.34,27.37,23,23
wales,22/02/2020,France,Six Nations 2020,29.01,25.66,27.85,23,23
wales,07/03/2020,England,Six Nations 2020,29.01,27.1,28.35,23,23
wales,24/10/2020,France,Men's Internationals 2020,28.76,26.5,27.98,23,23
wales,31/10/2020,Scotland,Six Nations 2020,28.61,27.29,28.15,23,23
wales,13/11/2020,Ireland,Autumn Nations Cup 2020,28.73,27.56,28.32,23,23
wales,21/11/2020,Georgia,Autumn Nations Cup 2020,26.27,27.3,26.63,23,23
wales,28/11/2020,England,Autumn Nations Cup 2020,27.51,26.46,27.15,23,23
wales,05/12/2020,Italy,Autumn Nations Cup 2020,27.96,26.25,27.37,23,23
wales,07/02/2021,Ireland,Six Nations 2021,29.08,27.7,28.6,23,23
wales,13/02/2021,Scotland,Six Nations 2021,28.78,26.74,28.07,23,23
wales,27/02/2021,England,Six Nations 2021,29.25,27.39,28.6,23,23
wales,13/03/2021,Italy,Six Nations 2021,29.91,26.88,28.85,23,23
wales,20/03/2021,France,Six Nations 2021,29.66,26.61,28.6,23,23
wales,03/07/2021,Canada,Men's Internationals 2021,27.0,26.08,26.68,23,23
wales,10/07/2021,Argentina,Men's Internationals 2021,26.64,26.51,26.6,23,23
wales,17/07/2021,Argentina,Men's Internationals 2021,26.57,27.19,26.78,23,23
wales,30/10/2021,New Zealand,Autumn Nations Series 2021,27.93,27.97,27.94,23,23
wales,06/11/2021,South Africa,Autumn Nations Series 2021,27.22,27.88,27.45,23,23
wales,14/11/2021,Fiji,Autumn Nations Series 2021,27.23,26.2,26.88,23,23
wales,20/11/2021,Australia,Autumn Nations Series 2021,27.16,27.48,27.27,23,23
wales,05/02/2022,Ireland,Six Nations 2022,27.67,26.16,27.14,23,23
wales,12/02/2022,Scotland,Six Nations 2022,27.4,27.39,27.4,23,23
wales,26/02/2022,England,Six Nations 2022,28.44,26.94,27.92,23,23
wales,11/03/2022,France,Six Nations 2022,29.29,25.91,28.11,23,23
wales,19/03/2022,Italy,Six Nations 2022,28.63,27.48,28.23,23,23
wales,02/07/2022,South Africa,Men's Internationals 2022,28.42,28.8,28.55,23,23
wales,09/07/2022,South Africa,Men's Internationals 2022,28.77,28.99,28.85,23,23
wales,16/07/2022,South Africa,Men's Internationals 2022,28.45,27.47,28.11,23,23
wales,05/11/2022,New Zealand,Autumn Nations Series 2022,29.36,27.0,28.54,23,23
wales,12/11/2022,Argentina,Autumn Nations Series 2022,29.68,27.09,28.78,23,23
wales,19/11/2022,Georgia,Autumn Nations Series 2022,28.36,26.81,27.82,23,23
wales,26/11/2022,Australia,Autumn Nations Series 2022,29.2,27.76,28.7,23,23
wales,04/02/2023,Ireland,Six Nations 2023,29.67,28.57,29.29,23,23
wales,11/02/2023,Scotland,Six Nations 2023,27.0,29.89,28.01,23,23
wales,25/02/2023,England,Six Nations 2023,28.86,26.5,28.04,23,23
wales,11/03/2023,Italy,Six Nations 2023,28.3,27.61,28.06,23,23
wales,18/03/2023,France,Six Nations 2023,30.28,27.71,29.39,23,23
wales,05/08/2023,England,Summer Nations Series 2023,26.48,27.52,26.84,23,23
wales,12/08/2023,England,Summer Nations Series 2023,27.89,27.64,27.81,23,23
wales,19/08/2023,South Africa,Summer Nations Series 2023,26.21,26.91,26.45,23,23
wales,10/09/2023,Fiji,Men's Rugby World Cup 2023,29.5,25.55,28.13,23,23
wales,16/09/2023,Portugal,Men's Rugby World Cup 2023,27.11,27.85,27.37,23,23
wales,24/09/2023,Australia,Men's Rugby World Cup 2023,29.54,27.25,28.75,23,23
wales,07/10/2023,Georgia,Men's Rugby World Cup 2023,27.53,28.17,27.75,23,23
wales,14/10/2023,Argentina,Men's Rugby World Cup 2023,29.03,24.65,27.51,23,23
wales,04/11/2023,Barbarians,,27.28,25.36,26.58,22,23
wales,03/02/2024,Scotland,Six Nations 2024,26.45,25.02,25.95,23,23
wales,10/02/2024,England,Six Nations 2024,26.43,26.3,26.38,23,23
wales,24/02/2024,Ireland,Six Nations 2024,26.48,26.31,26.42,23,23
wales,10/03/2024,France,Six Nations 2024,26.56,24.85,25.97,23,23
wales,16/03/2024,Italy,Six Nations 2024,26.64,24.54,25.91,23,23
wales,22/06/2024,South Africa,Men's Internationals 2024,26.15,24.66,25.63,23,23
wales,06/07/2024,Australia,Men's Internationals 2024,25.19,26.43,25.62,23,23
wales,13/07/2024,Australia,Men's Internationals 2024,25.23,25.74,25.41,23,23
wales,19/07/2024,Queensland Reds,,25.66,25.02,25.43,23,23
wales,10/11/2024,Fiji,Autumn Nations Series 2024,26.81,26.34,26.64,23,23
wales,17/11/2024,Australia,Autumn Nations Series 2024,26.79,26.74,26.77,23,23
wales,23/11/2024,South Africa,Autumn Nations Series 2024,25.43,26.65,25.85,23,23
wales,31/01/2025,France,Six Nations 2025,28.46,26.89,27.92,23,23
wales,08/02/2025,Italy,Six Nations 2025,27.93,26.99,27.6,23,23
wales,22/02/2025,Ireland,Six Nations 2025,28.14,28.12,28.14,23,23
wales,08/03/2025,Scotland,Six Nations 2025,28.18,27.78,28.04,23,23
wales,15/03/2025,England,Six Nations 2025,28.21,28.25,28.23,23,23
wales,05/07/2025,Japan,Men's Internationals 2025,27.42,28.01,27.62,23,23
wales,12/07/2025,Japan,Men's Internationals 2025,26.5,27.77,26.94,23,23
wales,09/11/2025,Argentina,Autumn Nations Series 2025,26.79,28.11,27.25,23,23
wales,15/11/2025,Japan,Autumn Nations Series 2025,27.02,28.18,27.43,23,23
wales,22/11/2025,New Zealand,Autumn Nations Series 2025,25.94,27.07,26.33,23,23
wales,29/11/2025,South Africa,Autumn Nations Series 2025,26.05,26.58,26.24,23,23
wales,07/02/2026,England,Six Nations 2026,26.72,27.65,27.05,23,23
