team,date,opposition,competition,starting_xv_avg_age,bench_avg_age,full_squad_avg_age,players_with_dob,players_total
italy,25/11/2017,South Africa,Tour 2017,26.45,26.91,26.61,23,23
italy,04/02/2018,England,Six Nations 2018,27.02,27.35,27.14,23,23
italy,10/02/2018,Ireland,Six Nations 2018,26.7,27.25,26.89,23,23
italy,23/02/2018,France,Six Nations 2018,27.2,27.23,27.21,23,23
italy,11/03/2018,Wales,Six Nations 2018,27.3,25.82,26.78,23,23
italy,17/03/2018,Scotland,Six Nations 2018,27.14,26.11,26.79,23,23
italy,09/06/2018,Japan,Tour 2018,26.63,27.78,27.03,23,23
italy,16/06/2018,Japan,Tour 2018,27.2,25.86,26.73,23,23
italy,03/11/2018,Ireland,Men's Internationals 2018,26.72,26.21,26.54,23,23
italy,10/11/2018,Georgia,Men's Internationals 2018,27.58,26.42,27.18,23,23
italy,17/11/2018,Australia,Tour 2018,28.2,26.44,27.59,23,23
italy,24/11/2018,New Zealand,Tour 2018,28.09,26.37,27.49,23,23
italy,02/02/2019,Scotland,Six Nations 2019,28.41,26.97,27.91,23,23
italy,09/02/2019,Wales,Six Nations 2019,28.21,27.04,27.8,23,23
italy,24/02/2019,Ireland,Six Nations 2019,28.29,27.89,28.15,23,23
italy,09/03/2019,England,Six Nations 2019,28.11,27.24,27.81,23,23
italy,16/03/2019,France,Six Nations 2019,27.7,27.25,27.54,23,23
italy,10/08/2019,Ireland,Men's Internationals 2019,28.0,26.41,27.38,23,23
italy,17/08/2019,Russia,Men's Internationals 2019,27.76,27.11,27.53,23,23
italy,30/08/2019,France,Men's Internationals 2019,27.87,28.5,28.09,23,23
italy,06/09/2019,England,Men's Internationals 2019,28.01,28.03,28.02,23,23
italy,22/09/2019,Namibia,Men's Rugby World Cup 2019,28.88,26.56,28.07,23,23
italy,26/09/2019,Canada,Men's Rugby World Cup 2019,27.41,26.72,27.17,23,23
italy,04/10/2019,South Africa,Men's Rugby World Cup 2019,28.65,27.47,28.24,23,23
italy,01/02/2020,Wales,Six Nations 2020,26.96,27.26,27.06,23,23
italy,09/02/2020,France,Six Nations 2020,27.14,26.56,26.94,23,23
italy,22/02/2020,Scotland,Six Nations 2020,27.34,26.67,27.11,23,23
italy,24/10/2020,Ireland,Six Nations 2020,26.46,25.62,26.17,23,23
italy,31/10/2020,England,Six Nations 2020,25.86,26.0,25.91,23,23
italy,14/11/2020,Scotland,Autumn Nations Cup 2020,24.98,26.72,25.58,23,23
italy,28/11/2020,France,Autumn Nations Cup 2020,25.15,25.26,25.19,23,23
italy,05/12/2020,Wales,Autumn Nations Cup 2020,24.77,26.54,25.38,23,23
italy,06/02/2021,France,Six Nations 2021,24.81,25.36,25.0,23,23
italy,13/02/2021,England,Six Nations 2021,25.7,24.35,25.23,23,23
italy,27/02/2021,Ireland,Six Nations 2021,26.21,24.93,25.77,23,23
italy,13/03/2021,Wales,Six Nations 2021,25.19,26.89,25.78,23,23
italy,20/03/2021,Scotland,Six Nations 2021,24.99,25.4,25.13,23,23
italy,06/11/2021,New Zealand,Autumn Nations Series 2021,24.99,27.61,25.9,23,23
italy,13/11/2021,Argentina,Autumn Nations Series 2021,25.32,26.36,25.68,23,23
italy,20/11/2021,Uruguay,Autumn Nations Series 2021,27.12,27.11,27.12,22,23
italy,06/02/2022,France,Six Nations 2022,25.05,25.38,25.17,23,23
italy,13/02/2022,England,Six Nations 2022,25.5,25.06,25.35,23,23
italy,27/02/2022,Ireland,Six Nations 2022,25.27,25.84,25.47,23,23
italy,12/03/2022,Scotland,Six Nations 2022,26.06,26.39,26.17,23,23
italy,19/03/2022,Wales,Six Nations 2022,26.37,26.3,26.35,23,23
italy,25/06/2022,Portugal,Men's Internationals 2022,25.34,24.8,25.15,23,23
italy,01/07/2022,Romania,Men's Internationals 2022,25.38,24.94,25.22,23,23
italy,10/07/2022,Georgia,Men's Internationals 2022,25.82,24.95,25.52,23,23
italy,05/11/2022,Samoa,Autumn Nations Series 2022,26.43,24.99,25.93,23,23
italy,12/11/2022,Australia,Autumn Nations Series 2022,26.27,26.34,26.3,23,23
italy,19/11/2022,South Africa,Tour 2022,26.71,24.77,26.04,23,23
italy,05/02/2023,France,Six Nations 2023,26.27,28.0,26.87,23,23
italy,12/02/2023,England,Six Nations 2023,26.26,27.41,26.66,23,23
italy,25/02/2023,Ireland,Six Nations 2023,25.71,28.5,26.68,23,23
italy,11/03/2023,Wales,Six Nations 2023,26.14,27.66,26.67,23,23
italy,18/03/2023,Scotland,Six Nations 2023,26.26,26.45,26.33,23,23
italy,29/07/2023,Scotland,Summer Nations Series 2023,27.69,23.84,26.35,23,23
italy,05/08/2023,Ireland,Summer Nations Series 2023,26.05,26.6,26.24,23,23
italy,19/08/2023,Romania,Summer Nations Series 2023,28.04,26.1,27.5,25,25
italy,26/08/2023,Japan,Summer Nations Series 2023,27.07,27.09,27.08,23,23
italy,09/09/2023,Namibia,Men's Rugby World Cup 2023,27.13,26.62,26.95,23,23
italy,20/09/2023,Uruguay,Men's Rugby World Cup 2023,26.1,27.29,26.51,23,23
italy,29/09/2023,New Zealand,Men's Rugby World Cup 2023,26.94,26.79,26.89,23,23
italy,06/10/2023,France,Men's Rugby World Cup 2023,27.38,27.3,27.35,23,23
italy,03/02/2024,England,Six Nations 2024,26.35,24.35,25.66,23,23
italy,11/02/2024,Ireland,Six Nations 2024,25.7,25.27,25.55,23,23
italy,25/02/2024,France,Six Nations 2024,25.71,24.26,25.21,23,23
italy,09/03/2024,Scotland,Six Nations 2024,26.41,23.59,25.43,23,23
italy,16/03/2024,Wales,Six Nations 2024,26.15,23.65,25.28,23,23
italy,05/07/2024,Samoa,Men's Internationals 2024,26.09,24.52,25.55,23,23
italy,12/07/2024,Tonga,Men's Internationals 2024,26.25,24.3,25.57,23,23
italy,21/07/2024,Japan,Men's Internationals 2024,25.32,25.43,25.36,23,23
italy,09/11/2024,Argentina,Autumn Nations Series 2024,26.46,27.26,26.74,23,23
italy,17/11/2024,Georgia,Autumn Nations Series 2024,26.84,25.03,26.21,23,23
italy,23/11/2024,New Zealand,Autumn Nations Series 2024,26.52,25.83,26.28,23,23
italy,01/02/2025,Scotland,Six Nations 2025,27.92,24.38,26.69,23,23
italy,08/02/2025,Wales,Six Nations 2025,27.93,24.52,26.75,23,23
italy,23/02/2025,France,Six Nations 2025,27.26,24.91,26.44,23,23
italy,09/03/2025,England,Six Nations 2025,27.29,26.25,26.93,23,23
italy,15/03/2025,Ireland,Six Nations 2025,27.63,25.54,26.9,23,23
italy,27/06/2025,Namibia,Men's Internationals 2025,25.97,23.97,25.28,23,23
italy,05/07/2025,South Africa,Men's Internationals 2025,25.76,24.32,25.26,23,23
italy,12/07/2025,South Africa,Men's Internationals 2025,25.7,24.73,25.36,23,23
italy,08/11/2025,Australia,Autumn Nations Series 2025,26.95,27.22,27.05,23,23
italy,15/11/2025,South Africa,Autumn Nations Series 2025,26.74,27.37,26.96,23,23
italy,22/11/2025,Chile,Autumn Nations Series 2025,26.26,25.99,26.17,23,23
italy,07/02/2026,Scotland,Six Nations 2026,27.39,25.59,26.76,23,23
italy,14/02/2026,Ireland,Six Nations 2026,26.73,25.8,26.41,23,23
italy,22/02/2026,France,Six Nations 2026,26.96,26.59,26.84,23,23
italy,07/03/2026,England,Six Nations 2026,27.27,26.76,27.09,23,23
italy,14/03/2026,Wales,Six Nations 2026,27.37,26.11,26.93,23,23
italy,04/07/2026,Japan,Nations Championship 2026,26.61,26.14,26.44,23,23
italy,11/07/2026,New Zealand,Nations Championship 2026,26.85,25.74,26.47,23,23
italy,18/07/2026,Australia,Nations Championship 2026,27.22,26.13,26.84,23,23
new_zealand,08/07/2015,Samoa,Men's Internationals 2015,29.85,26.76,28.78,23,23
new_zealand,17/07/2015,Argentina,The Rugby Championship 2015,29.56,28.5,29.19,23,23
new_zealand,25/07/2015,South Africa,The Rugby Championship 2015,29.08,26.77,28.28,23,23
new_zealand,08/08/2015,Australia,The Rugby Championship 2015,29.6,25.11,28.04,23,23
new_zealand,15/08/2015,Australia,The Rugby Championship 2015,29.39,27.92,28.88,23,23
new_zealand,20/09/2015,Argentina,Men's Rugby World Cup 2015,29.75,28.52,29.33,23,23
new_zealand,24/09/2015,Namibia,Men's Rugby World Cup 2015,27.02,32.03,28.76,23,23
new_zealand,02/10/2015,Georgia,Men's Rugby World Cup 2015,29.48,27.93,28.94,23,23
new_zealand,09/10/2015,Tonga,Men's Rugby World Cup 2015,29.37,29.55,29.44,23,23
new_zealand,17/10/2015,France,Men's Rugby World Cup 2015,29.7,28.07,29.13,23,23
new_zealand,24/10/2015,South Africa,Men's Rugby World Cup 2015,29.34,28.65,29.1,23,23
new_zealand,31/10/2015,Australia,Men's Rugby World Cup 2015,29.36,28.67,29.12,23,23
new_zealand,11/06/2016,Wales,Tour 2016,27.8,25.87,27.13,23,23
new_zealand,18/06/2016,Wales,Tour 2016,27.79,25.89,27.13,23,23
new_zealand,25/06/2016,Wales,Tour 2016,27.44,26.86,27.24,23,23
new_zealand,20/08/2016,Australia,The Rugby Championship 2016,27.89,26.73,27.49,23,23
new_zealand,27/08/2016,Australia,The Rugby Championship 2016,27.43,27.27,27.38,23,23
new_zealand,10/09/2016,Argentina,The Rugby Championship 2016,27.91,27.0,27.59,23,23
new_zealand,17/09/2016,South Africa,The Rugby Championship 2016,27.81,27.45,27.69,23,23
new_zealand,01/10/2016,Argentina,The Rugby Championship 2016,26.63,26.49,26.58,23,23
new_zealand,08/10/2016,South Africa,The Rugby Championship 2016,27.78,26.92,27.48,23,23
new_zealand,22/10/2016,Australia,Bledisloe Cup 2016,27.87,27.02,27.58,23,23
new_zealand,05/11/2016,Ireland,Tour 2016,27.7,25.39,26.9,23,23
new_zealand,12/11/2016,Italy,Tour 2016,25.96,25.88,25.93,23,23
new_zealand,19/11/2016,Ireland,Tour 2016,27.13,26.71,26.99,23,23
new_zealand,26/11/2016,France,Tour 2016,27.64,26.39,27.21,23,23
new_zealand,16/06/2017,Samoa,Men's Internationals 2017,27.87,26.35,27.34,23,23
new_zealand,24/06/2017,British & Irish Lions,Tour 2017,28.42,26.7,27.82,23,23
new_zealand,01/07/2017,British & Irish Lions,Tour 2017,27.67,26.96,27.43,23,23
new_zealand,08/07/2017,British & Irish Lions,Tour 2017,27.23,27.1,27.19,23,23
new_zealand,19/08/2017,Australia,The Rugby Championship 2017,27.58,26.9,27.34,23,23
new_zealand,26/08/2017,Australia,The Rugby Championship 2017,27.63,25.36,26.84,23,23
new_zealand,09/09/2017,Argentina,The Rugby Championship 2017,27.28,26.75,27.1,23,23
new_zealand,16/09/2017,South Africa,The Rugby Championship 2017,27.39,26.12,26.95,23,23
new_zealand,30/09/2017,Argentina,The Rugby Championship 2017,27.15,26.02,26.76,23,23
new_zealand,07/10/2017,South Africa,The Rugby Championship 2017,27.28,27.19,27.25,23,23
new_zealand,21/10/2017,Australia,Bledisloe Cup 2017,27.32,25.83,26.8,23,23
new_zealand,04/11/2017,Barbarians,,26.3,26.06,26.22,23,23
new_zealand,11/11/2017,France,Tour 2017,27.79,26.97,27.5,23,23
new_zealand,14/11/2017,France XV,Tour 2017,25.86,23.11,24.9,23,23
new_zealand,18/11/2017,Scotland,Tour 2017,27.52,27.2,27.41,23,23
new_zealand,25/11/2017,Wales,Tour 2017,26.81,26.89,26.84,23,23
new_zealand,09/06/2018,France,Tour 2018,27.11,25.37,26.5,23,23
new_zealand,16/06/2018,France,Tour 2018,27.12,25.39,26.52,23,23
new_zealand,23/06/2018,France,Tour 2018,27.16,25.83,26.7,23,23
new_zealand,18/08/2018,Australia,The Rugby Championship 2018,28.19,25.6,27.29,23,23
new_zealand,25/08/2018,Australia,The Rugby Championship 2018,27.91,25.16,26.95,23,23
new_zealand,08/09/2018,Argentina,The Rugby Championship 2018,27.0,26.34,26.77,23,23
new_zealand,15/09/2018,South Africa,The Rugby Championship 2018,27.43,26.13,26.98,23,23
new_zealand,29/09/2018,Argentina,The Rugby Championship 2018,27.28,26.68,27.07,23,23
new_zealand,06/10/2018,South Africa,The Rugby Championship 2018,28.32,26.06,27.54,23,23
new_zealand,27/10/2018,Australia,Bledisloe Cup 2018,28.28,26.9,27.8,23,23
new_zealand,03/11/2018,Japan,Tour 2018,25.98,25.37,25.77,23,23
new_zealand,10/11/2018,England,Tour 2018,27.95,27.81,27.9,23,23
new_zealand,17/11/2018,Ireland,Tour 2018,27.76,27.01,27.5,23,23
new_zealand,24/11/2018,Italy,Tour 2018,26.5,24.95,25.96,23,23
new_zealand,20/07/2019,Argentina,The Rugby Championship 2019,27.43,25.47,26.75,23,23
new_zealand,27/07/2019,South Africa,The Rugby Championship 2019,28.98,27.18,28.35,23,23
new_zealand,10/08/2019,Australia,The Rugby Championship 2019,28.48,27.25,28.05,23,23
new_zealand,17/08/2019,Australia,Bledisloe Cup 2019,28.37,27.33,28.01,23,23
new_zealand,07/09/2019,Tonga,Men's Internationals 2019,28.5,26.52,27.81,23,23
new_zealand,21/09/2019,South Africa,Men's Rugby World Cup 2019,28.2,29.1,28.51,23,23
new_zealand,02/10/2019,Canada,Men's Rugby World Cup 2019,27.48,29.23,28.09,23,23
new_zealand,06/10/2019,Namibia,Men's Rugby World Cup 2019,27.27,28.38,27.65,23,23
new_zealand,19/10/2019,Ireland,Men's Rugby World Cup 2019,27.7,29.0,28.16,23,23
new_zealand,26/10/2019,England,Men's Rugby World Cup 2019,27.6,28.65,27.97,23,23
new_zealand,01/11/2019,Wales,Men's Rugby World Cup 2019,29.34,27.27,28.62,23,23
new_zealand,11/10/2020,Australia,Bledisloe Cup 2020,27.6,25.59,26.9,23,23
new_zealand,18/10/2020,Australia,Bledisloe Cup 2020,27.28,26.5,27.01,23,23
new_zealand,31/10/2020,Australia,The Rugby Championship 2020,27.45,26.43,27.1,23,23
new_zealand,07/11/2020,Australia,The Rugby Championship 2020,27.24,24.4,26.25,23,23
new_zealand,14/11/2020,Argentina,The Rugby Championship 2020,27.84,26.02,27.21,23,23
new_zealand,28/11/2020,Argentina,The Rugby Championship 2020,28.03,25.96,27.31,23,23
new_zealand,03/07/2021,Tonga,Men's Internationals 2021,27.22,26.69,27.04,23,23
new_zealand,10/07/2021,Fiji,Men's Internationals 2021,27.54,26.9,27.32,23,23
new_zealand,17/07/2021,Fiji,Men's Internationals 2021,27.62,27.6,27.61,23,23
new_zealand,07/08/2021,Australia,Bledisloe Cup 2021,27.87,27.74,27.83,23,23
new_zealand,14/08/2021,Australia,The Rugby Championship 2021,27.7,27.53,27.64,23,23
new_zealand,05/09/2021,Australia,The Rugby Championship 2021,27.48,26.82,27.25,23,23
new_zealand,12/09/2021,Argentina,The Rugby Championship 2021,26.81,26.26,26.62,23,23
new_zealand,18/09/2021,Argentina,The Rugby Championship 2021,25.87,27.74,26.52,23,23
new_zealand,25/09/2021,South Africa,The Rugby Championship 2021,27.88,26.69,27.47,23,23
new_zealand,02/10/2021,South Africa,The Rugby Championship 2021,27.9,27.74,27.84,23,23
new_zealand,23/10/2021,USA,Men's Internationals 2021,25.52,28.39,26.52,23,23
new_zealand,30/10/2021,Wales,Autumn Nations Series 2021,28.16,26.2,27.48,23,23
new_zealand,06/11/2021,Italy,Autumn Nations Series 2021,26.21,26.98,26.48,23,23
new_zealand,13/11/2021,Ireland,Autumn Nations Series 2021,28.06,27.25,27.78,23,23
new_zealand,20/11/2021,France,Autumn Nations Series 2021,28.6,27.16,28.1,23,23
new_zealand,02/07/2022,Ireland,Men's Internationals 2022,28.72,27.35,28.24,23,23
new_zealand,09/07/2022,Ireland,Men's Internationals 2022,28.14,27.02,27.75,23,23
new_zealand,16/07/2022,Ireland,Men's Internationals 2022,29.08,27.79,28.63,23,23
new_zealand,06/08/2022,South Africa,The Rugby Championship 2022,28.52,26.93,27.97,23,23
new_zealand,13/08/2022,South Africa,The Rugby Championship 2022,27.62,26.89,27.36,23,23
new_zealand,27/08/2022,Argentina,The Rugby Championship 2022,27.66,26.2,27.15,23,23
new_zealand,03/09/2022,Argentina,The Rugby Championship 2022,27.68,28.28,27.89,23,23
new_zealand,15/09/2022,Australia,The Rugby Championship 2022,27.57,27.8,27.65,23,23
new_zealand,24/09/2022,Australia,The Rugby Championship 2022,28.09,26.9,27.68,23,23
new_zealand,29/10/2022,Japan,Men's Internationals 2022,27.32,29.11,27.94,23,23
new_zealand,05/11/2022,Wales,Autumn Nations Series 2022,28.2,26.98,27.77,23,23
new_zealand,13/11/2022,Scotland,Autumn Nations Series 2022,27.64,27.31,27.53,23,23
new_zealand,19/11/2022,England,Autumn Nations Series 2022,28.43,28.28,28.38,23,23
new_zealand,08/07/2023,Argentina,The Rugby Championship 2023,28.5,28.41,28.47,23,23
new_zealand,15/07/2023,South Africa,The Rugby Championship 2023,29.18,25.99,28.07,23,23
new_zealand,29/07/2023,Australia,The Rugby Championship 2023,28.83,28.17,28.6,23,23
new_zealand,05/08/2023,Australia,Bledisloe Cup 2023,27.99,28.67,28.23,23,23
new_zealand,25/08/2023,South Africa,Men's Internationals 2023,29.54,24.47,27.78,23,23
new_zealand,08/09/2023,France,Men's Rugby World Cup 2023,29.14,27.53,28.58,23,23
new_zealand,15/09/2023,Namibia,Men's Rugby World Cup 2023,28.53,28.69,28.58,23,23
new_zealand,29/09/2023,Italy,Men's Rugby World Cup 2023,29.71,29.24,29.55,23,23
new_zealand,05/10/2023,Uruguay,Men's Rugby World Cup 2023,28.23,27.03,27.81,23,23
new_zealand,14/10/2023,Ireland,Men's Rugby World Cup 2023,29.24,28.71,29.06,23,23
new_zealand,20/10/2023,Argentina,Men's Rugby World Cup 2023,29.62,27.07,28.73,23,23
new_zealand,28/10/2023,South Africa,Men's Rugby World Cup 2023,29.47,28.46,29.12,23,23
new_zealand,06/07/2024,England,Men's Internationals 2024,28.73,28.32,28.58,23,23
new_zealand,13/07/2024,England,Men's Internationals 2024,28.5,27.65,28.2,23,23
new_zealand,19/07/2024,Fiji,Men's Internationals 2024,27.39,24.25,26.3,23,23
new_zealand,10/08/2024,Argentina,The Rugby Championship 2024,28.7,25.84,27.71,23,23
new_zealand,17/08/2024,Argentina,The Rugby Championship 2024,28.23,27.59,28.01,23,23
new_zealand,31/08/2024,South Africa,The Rugby Championship 2024,29.1,26.77,28.29,23,23
new_zealand,07/09/2024,South Africa,The Rugby Championship 2024,27.78,28.89,28.16,23,23
new_zealand,21/09/2024,Australia,The Rugby Championship 2024,27.8,27.21,27.59,23,23
new_zealand,28/09/2024,Australia,The Rugby Championship 2024,28.81,27.45,28.34,23,23
new_zealand,26/10/2024,Japan,Men's Internationals 2024,27.07,26.43,26.85,23,23
new_zealand,02/11/2024,England,Autumn Nations Series 2024,28.05,28.33,28.15,23,23
new_zealand,08/11/2024,Ireland,Autumn Nations Series 2024,27.4,27.52,27.44,23,23
new_zealand,16/11/2024,France,Autumn Nations Series 2024,27.61,27.85,27.7,23,23
new_zealand,23/11/2024,Italy,Autumn Nations Series 2024,28.86,27.97,28.55,23,23
new_zealand,05/07/2025,France,Men's Internationals 2025,28.15,26.95,27.73,23,23
new_zealand,12/07/2025,France,Men's Internationals 2025,28.07,27.12,27.74,23,23
new_zealand,19/07/2025,France,Men's Internationals 2025,27.8,27.41,27.66,23,23
new_zealand,16/08/2025,Argentina,The Rugby Championship 2025,28.34,28.77,28.49,23,23
new_zealand,23/08/2025,Argentina,The Rugby Championship 2025,28.15,26.79,27.67,23,23
new_zealand,06/09/2025,South Africa,The Rugby Championship 2025,28.4,27.09,27.95,23,23
new_zealand,13/09/2025,South Africa,The Rugby Championship 2025,27.9,26.38,27.37,23,23
new_zealand,27/09/2025,Australia,Bledisloe Cup 2025,27.67,26.93,27.41,23,23
new_zealand,04/10/2025,Australia,The Rugby Championship 2025,27.38,27.75,27.51,23,23
new_zealand,01/11/2025,Ireland,Autumn Nations Series 2025,27.89,26.24,27.31,23,23
new_zealand,08/11/2025,Scotland,Autumn Nations Series 2025,27.1,27.06,27.09,23,23
new_zealand,15/11/2025,England,Autumn Nations Series 2025,28.07,26.67,27.52,23,23
new_zealand,22/11/2025,Wales,Autumn Nations Series 2025,27.14,27.52,27.27,23,23
new_zealand,04/07/2026,France,Nations Championship 2026,28.03,26.35,27.45,23,23
new_zealand,11/07/2026,Italy,Nations Championship 2026,28.41,28.23,28.35,23,23
new_zealand,18/07/2026,Ireland,Nations Championship 2026,29.08,26.91,28.33,23,23
new_zealand,07/08/2026,Stormers,Rugby’s Greatest Rivalry 2026,28.48,26.99,27.96,23,23
new_zealand,11/08/2026,Sharks,Rugby’s Greatest Rivalry 2026,27.12,27.21,27.15,23,23
new_zealand,15/08/2026,Bulls,Rugby’s Greatest Rivalry 2026,28.51,27.31,28.09,23,23
new_zealand,22/08/2026,South Africa,Rugby’s Greatest Rivalry 2026,28.53,28.19,28.41,23,23
new_zealand,25/08/2026,Lions,Rugby’s Greatest Rivalry 2026,27.87,26.59,27.43,23,23
new_zealand,29/08/2026,South Africa,Rugby’s Greatest Rivalry 2026,28.96,28.39,28.76,23,23
scotland,07/02/2015,France,Six Nations 2015,26.75,27.66,27.06,23,23
scotland,15/02/2015,Wales,Six Nations 2015,27.11,27.23,27.15,23,23
scotland,28/02/2015,Italy,Six Nations 2015,27.59,25.67,26.92,23,23
scotland,14/03/2015,England,Six Nations 2015,26.77,26.73,26.76,23,23
scotland,21/03/2015,Ireland,Six Nations 2015,26.44,27.21,26.71,23,23
scotland,15/08/2015,Ireland,Men's Internationals 2015,27.8,26.98,27.51,23,23
scotland,22/08/2015,Italy,Men's Internationals 2015,27.16,27.12,27.15,23,23
scotland,29/08/2015,Italy,Men's Internationals 2015,27.15,26.95,27.08,23,23
scotland,05/09/2015,France,Men's Internationals 2015,26.8,28.22,27.29,23,23
scotland,23/09/2015,Japan,Men's Rugby World Cup 2015,26.96,27.42,27.12,23,23
scotland,27/09/2015,USA,Men's Rugby World Cup 2015,27.06,27.84,27.33,23,23
scotland,03/10/2015,South Africa,Men's Rugby World Cup 2015,26.84,28.79,27.52,23,23
scotland,10/10/2015,Samoa,Men's Rugby World Cup 2015,26.56,28.56,27.25,23,23
scotland,18/10/2015,Australia,Men's Rugby World Cup 2015,26.85,28.87,27.55,23,23
scotland,06/02/2016,England,Six Nations 2016,27.06,25.87,26.64,23,23
scotland,13/02/2016,Wales,Six Nations 2016,27.66,26.08,27.11,23,23
scotland,27/02/2016,Italy,Six Nations 2016,27.32,27.85,27.51,23,23
scotland,13/03/2016,France,Six Nations 2016,27.72,27.57,27.67,23,23
scotland,19/03/2016,Ireland,Six Nations 2016,28.13,28.0,28.08,23,23
scotland,18/06/2016,Japan,Tour 2016,27.23,27.43,27.3,23,23
scotland,25/06/2016,Japan,Tour 2016,26.97,29.05,27.69,23,23
scotland,12/11/2016,Australia,Tour 2016,26.49,27.24,26.75,23,23
scotland,19/11/2016,Argentina,Tour 2016,25.61,28.34,26.56,23,23
scotland,26/11/2016,Georgia,Tour 2016,26.27,26.88,26.48,23,23
scotland,04/02/2017,Ireland,Six Nations 2017,26.3,27.84,26.83,23,23
scotland,12/02/2017,France,Six Nations 2017,26.49,27.63,26.89,23,23
scotland,25/02/2017,Wales,Six Nations 2017,26.49,27.11,26.71,23,23
scotland,11/03/2017,England,Six Nations 2017,26.31,27.22,26.63,23,23
scotland,18/03/2017,Italy,Six Nations 2017,26.61,26.89,26.71,23,23
scotland,10/06/2017,Italy,Tour 2017,27.88,26.04,27.24,23,23
scotland,17/06/2017,Australia,Tour 2017,26.52,29.31,27.49,23,23
scotland,24/06/2017,Fiji,Tour 2017,28.31,26.37,27.64,23,23
scotland,11/11/2017,Samoa,Tour 2017,27.07,26.47,26.86,23,23
scotland,18/11/2017,New Zealand,Tour 2017,26.31,26.77,26.47,23,23
scotland,25/11/2017,Australia,Tour 2017,27.12,27.01,27.08,23,23
scotland,03/02/2018,Wales,Six Nations 2018,27.27,28.61,27.73,23,23
scotland,11/02/2018,France,Six Nations 2018,27.89,27.37,27.71,23,23
scotland,24/02/2018,England,Six Nations 2018,27.93,27.89,27.91,23,23
scotland,10/03/2018,Ireland,Six Nations 2018,27.4,28.03,27.62,23,23
scotland,17/03/2018,Italy,Six Nations 2018,28.4,25.68,27.46,23,23
scotland,09/06/2018,Canada,Tour 2018,26.37,24.29,25.65,23,23
scotland,16/06/2018,USA,Tour 2018,25.02,26.47,25.53,23,23
scotland,23/06/2018,Argentina,Tour 2018,26.38,24.57,25.75,23,23
scotland,03/11/2018,Wales,Doddie Weir Cup 2018,26.72,25.8,26.4,23,23
scotland,10/11/2018,Fiji,Tour 2018,27.76,26.63,27.37,23,23
scotland,17/11/2018,South Africa,Tour 2018,28.3,26.73,27.75,23,23
scotland,24/11/2018,Argentina,Tour 2018,26.89,27.79,27.2,23,23
scotland,02/02/2019,Italy,Six Nations 2019,27.29,26.41,26.98,23,23
scotland,09/02/2019,Ireland,Six Nations 2019,27.98,26.49,27.46,23,23
scotland,23/02/2019,France,Six Nations 2019,27.57,25.38,26.81,23,23
scotland,09/03/2019,Wales,Six Nations 2019,26.88,28.71,27.52,23,23
scotland,16/03/2019,England,Six Nations 2019,27.03,28.94,27.7,23,23
scotland,17/08/2019,France,Men's Internationals 2019,27.52,24.64,26.52,23,23
scotland,24/08/2019,France,Men's Internationals 2019,29.03,26.63,28.19,23,23
scotland,31/08/2019,Georgia,Men's Internationals 2019,27.64,25.57,26.92,23,23
scotland,06/09/2019,Georgia,Men's Internationals 2019,26.33,26.89,26.52,23,23
scotland,22/09/2019,Ireland,Men's Rugby World Cup 2019,29.51,27.57,28.84,23,23
scotland,30/09/2019,Samoa,Men's Rugby World Cup 2019,27.83,27.15,27.59,23,23
scotland,09/10/2019,Russia,Men's Rugby World Cup 2019,27.42,28.37,27.75,23,23
scotland,13/10/2019,Japan,Men's Rugby World Cup 2019,27.95,26.99,27.62,23,23
scotland,01/02/2020,Ireland,Six Nations 2020,26.48,28.21,27.08,23,23
scotland,08/02/2020,England,Six Nations 2020,26.16,27.72,26.71,23,23
scotland,22/02/2020,Italy,Six Nations 2020,26.45,27.87,26.95,23,23
scotland,08/03/2020,France,Six Nations 2020,27.01,27.6,27.22,23,23
scotland,23/10/2020,Georgia,Men's Internationals 2020,26.1,29.01,27.12,23,23
scotland,31/10/2020,Wales,Six Nations 2020,26.97,27.93,27.3,23,23
scotland,14/11/2020,Italy,Autumn Nations Cup 2020,27.25,27.97,27.5,23,23
scotland,22/11/2020,France,Autumn Nations Cup 2020,27.22,28.33,27.61,23,23
scotland,05/12/2020,Ireland,Autumn Nations Cup 2020,27.0,29.78,27.97,23,23
scotland,06/02/2021,England,Six Nations 2021,26.89,29.39,27.76,23,23
scotland,13/02/2021,Wales,Six Nations 2021,27.02,29.41,27.85,23,23
scotland,14/03/2021,Ireland,Six Nations 2021,28.07,28.46,28.21,23,23
scotland,20/03/2021,Italy,Six Nations 2021,27.39,28.24,27.69,23,23
scotland,26/03/2021,France,Six Nations 2021,27.76,28.06,27.86,23,23
scotland,30/10/2021,Tonga,Autumn Nations Series 2021,26.4,26.15,26.31,23,23
scotland,07/11/2021,Australia,Autumn Nations Series 2021,27.74,25.79,27.06,23,23
scotland,13/11/2021,South Africa,Autumn Nations Series 2021,27.97,26.17,27.35,23,23
scotland,20/11/2021,Japan,Autumn Nations Series 2021,27.75,26.3,27.25,23,23
scotland,05/02/2022,England,Six Nations 2022,28.16,27.78,28.02,23,23
scotland,12/02/2022,Wales,Six Nations 2022,28.71,25.53,27.61,23,23
scotland,26/02/2022,France,Six Nations 2022,27.97,27.46,27.8,23,23
scotland,12/03/2022,Italy,Six Nations 2022,27.93,28.18,28.02,23,23
scotland,19/03/2022,Ireland,Six Nations 2022,27.72,29.09,28.2,23,23
