date,opposition,shirt,player,started,minutes
01/11/2019,New Zealand,1,Nicky Smith,y,80
01/11/2019,New Zealand,2,Ken Owens,y,80
01/11/2019,New Zealand,21,Gareth Davies,n,0
01/11/2019,New Zealand,4,Adam Beard,y,80
01/11/2019,New Zealand,7,James Davies,y,80
01/11/2019,New Zealand,14,Owen Lane,y,80
01/11/2019,New Zealand,22,Dan Biggar,n,0
01/11/2019,New Zealand,10,Rhys Patchell,y,80
01/11/2019,New Zealand,8,Ross Moriarty,y,80
01/11/2019,New Zealand,15,Hallam Amos,y,80
01/11/2019,New Zealand,5,Alun Wyn Jones,y,80
01/11/2019,New Zealand,13,Jonathan Davies,y,80
01/11/2019,New Zealand,6,Justin Tipuric,y,80
01/11/2019,New Zealand,16,Elliot Dee,n,0
01/11/2019,New Zealand,12,Owen Watkin,y,80
01/11/2019,New Zealand,18,Wyn Jones,n,0
01/11/2019,New Zealand,9,Tomos Williams,y,80
01/11/2019,New Zealand,17,Rhys Carre,n,0
01/11/2019,New Zealand,23,Hadleigh Parkes,n,0
01/11/2019,New Zealand,19,Jake Ball,n,0
01/11/2019,New Zealand,11,Josh Adams,y,80
01/11/2019,New Zealand,20,Aaron Shingler,n,0
01/02/2020,Italy,3,Dillon Lewis,y,62
01/02/2020,Italy,8,Taulupe Faletau,y,53
01/02/2020,Italy,16,Ryan Elias,n,14
01/02/2020,Italy,17,Rob Evans,n,24
01/02/2020,Italy,14,Johnny McNicholl,y,69
01/02/2020,Italy,6,Aaron Wainwright,y,80
01/02/2020,Italy,2,Ken Owens,y,66
01/02/2020,Italy,18,Leon Brown,n,18
01/02/2020,Italy,15,Leigh Halfpenny,y,80
01/02/2020,Italy,22,Jarrod Evans,n,11
01/02/2020,Italy,10,Dan Biggar,y,69
01/02/2020,Italy,20,Ross Moriarty,n,27
01/02/2020,Italy,13,George North,y,80
01/02/2020,Italy,5,Alun Wyn Jones,y,80
01/02/2020,Italy,19,Cory Hill,n,24
01/02/2020,Italy,7,Justin Tipuric,y,80
01/02/2020,Italy,21,Rhys Webb,n,18
01/02/2020,Italy,1,Wyn Jones,y,56
01/02/2020,Italy,9,Tomos Williams,y,62
01/02/2020,Italy,23,Nick Tompkins,n,38
01/02/2020,Italy,12,Hadleigh Parkes,y,53
01/02/2020,Italy,4,Jake Ball,y,56
01/02/2020,Italy,11,Josh Adams,y,80
08/02/2020,Ireland,3,Dillon Lewis,y,66
08/02/2020,Ireland,8,Taulupe Faletau,y,80
08/02/2020,Ireland,16,Ryan Elias,n,6
08/02/2020,Ireland,23,Johnny McNicholl,n,54
08/02/2020,Ireland,6,Aaron Wainwright,y,50
08/02/2020,Ireland,2,Ken Owens,y,74
08/02/2020,Ireland,18,Leon Brown,n,14
08/02/2020,Ireland,21,Gareth Davies,n,35
08/02/2020,Ireland,15,Leigh Halfpenny,y,80
08/02/2020,Ireland,19,Adam Beard,n,9
08/02/2020,Ireland,22,Jarrod Evans,n,36
08/02/2020,Ireland,10,Dan Biggar,y,44
08/02/2020,Ireland,20,Ross Moriarty,n,30
08/02/2020,Ireland,14,George North,y,80
08/02/2020,Ireland,5,Alun Wyn Jones,y,80
08/02/2020,Ireland,7,Justin Tipuric,y,80
08/02/2020,Ireland,1,Wyn Jones,y,64
08/02/2020,Ireland,9,Tomos Williams,y,45
08/02/2020,Ireland,17,Rhys Carre,n,16
08/02/2020,Ireland,13,Nick Tompkins,y,80
08/02/2020,Ireland,12,Hadleigh Parkes,y,80
08/02/2020,Ireland,4,Jake Ball,y,71
08/02/2020,Ireland,11,Josh Adams,y,26
22/02/2020,France,3,Dillon Lewis,y,73
22/02/2020,France,8,Taulupe Faletau,y,64
22/02/2020,France,16,Ryan Elias,n,7
22/02/2020,France,17,Rob Evans,n,21
22/02/2020,France,23,Johnny McNicholl,n,69
22/02/2020,France,20,Aaron Wainwright,n,16
22/02/2020,France,2,Ken Owens,y,73
22/02/2020,France,18,Leon Brown,n,7
22/02/2020,France,9,Gareth Davies,y,57
22/02/2020,France,15,Leigh Halfpenny,y,80
22/02/2020,France,22,Jarrod Evans,n,12
22/02/2020,France,10,Dan Biggar,y,80
22/02/2020,France,19,Will Rowlands,n,14
22/02/2020,France,6,Ross Moriarty,y,80
22/02/2020,France,14,George North,y,11
22/02/2020,France,5,Alun Wyn Jones,y,80
22/02/2020,France,7,Justin Tipuric,y,80
22/02/2020,France,1,Wyn Jones,y,59
22/02/2020,France,21,Tomos Williams,n,23
22/02/2020,France,13,Nick Tompkins,y,80
22/02/2020,France,12,Hadleigh Parkes,y,80
22/02/2020,France,4,Jake Ball,y,66
22/02/2020,France,11,Josh Adams,y,68
07/03/2020,England,3,Dillon Lewis,y,40
07/03/2020,England,20,Taulupe Faletau,n,22
07/03/2020,England,16,Ryan Elias,n,6
07/03/2020,England,1,Rob Evans,y,58
07/03/2020,England,23,Johnny McNicholl,n,14
07/03/2020,England,11,Liam Williams,y,66
07/03/2020,England,2,Ken Owens,y,74
07/03/2020,England,18,Leon Brown,n,40
07/03/2020,England,15,Leigh Halfpenny,y,80
07/03/2020,England,22,Jarrod Evans,n,0
07/03/2020,England,10,Dan Biggar,y,80
07/03/2020,England,6,Ross Moriarty,y,58
07/03/2020,England,14,George North,y,80
07/03/2020,England,5,Alun Wyn Jones,y,80
07/03/2020,England,7,Justin Tipuric,y,80
07/03/2020,England,21,Rhys Webb,n,34
07/03/2020,England,9,Tomos Williams,y,46
07/03/2020,England,17,Rhys Carre,n,22
07/03/2020,England,13,Nick Tompkins,y,80
07/03/2020,England,12,Hadleigh Parkes,y,80
07/03/2020,England,4,Jake Ball,y,58
07/03/2020,England,19,Aaron Shingler,n,22
07/03/2020,England,8,Josh Navidi,y,80
24/10/2020,France,18,Dillon Lewis,n,46
24/10/2020,France,8,Taulupe Faletau,y,80
24/10/2020,France,17,Nicky Smith,n,16
24/10/2020,France,2,Ryan Elias,y,57
24/10/2020,France,6,Aaron Wainwright,y,53
24/10/2020,France,3,Samson Lee,y,34
24/10/2020,France,21,Gareth Davies,n,24
24/10/2020,France,16,Sam Parry,n,23
24/10/2020,France,15,Leigh Halfpenny,y,62
24/10/2020,France,20,James Davies,n,27
24/10/2020,France,23,Louis Rees-Zammit,n,18
24/10/2020,France,10,Dan Biggar,y,76
24/10/2020,France,22,Rhys Patchell,n,4
24/10/2020,France,14,George North,y,80
24/10/2020,France,5,Alun Wyn Jones,y,80
24/10/2020,France,4,Cory Hill,y,65
24/10/2020,France,13,Jonathan Davies,y,80
24/10/2020,France,7,Justin Tipuric,y,80
24/10/2020,France,9,Rhys Webb,y,56
24/10/2020,France,1,Rhys Carre,y,64
24/10/2020,France,19,Seb Davies,n,15
24/10/2020,France,12,Nick Tompkins,y,80
24/10/2020,France,11,Josh Adams,y,80
31/10/2020,Scotland,22,Rhys Patchell,n,37
31/10/2020,Scotland,5,Alun Wyn Jones,y,80
31/10/2020,Scotland,19,Cory Hill,n,24
31/10/2020,Scotland,13,Jonathan Davies,y,80
31/10/2020,Scotland,6,Shane Lewis-Hughes,y,80
31/10/2020,Scotland,12,Owen Watkin,y,74
31/10/2020,Scotland,17,Wyn Jones,n,31
31/10/2020,Scotland,1,Rhys Carre,y,49
31/10/2020,Scotland,23,Nick Tompkins,n,6
31/10/2020,Scotland,11,Josh Adams,y,80
31/10/2020,Scotland,18,Dillon Lewis,n,17
31/10/2020,Scotland,8,Taulupe Faletau,y,69
31/10/2020,Scotland,2,Ryan Elias,y,69
31/10/2020,Scotland,20,Aaron Wainwright,n,11
31/10/2020,Scotland,14,Liam Williams,y,80
31/10/2020,Scotland,21,Lloyd Williams,n,9
31/10/2020,Scotland,9,Gareth Davies,y,71
