date,opposition,shirt,player,started,minutes
22/11/2020,Scotland,7,Charles Ollivon,y,80
22/11/2020,Scotland,19,Paul Willemse,n,17
28/11/2020,Italy,4,Killian Geraci,y,59
28/11/2020,Italy,2,Peato Mauvaka,y,52
28/11/2020,Italy,23,Yoram Moefana,n,11
28/11/2020,Italy,16,Teddy Baubigny,n,28
28/11/2020,Italy,11,Gabin Villiere,y,80
28/11/2020,Italy,14,Teddy Thomas,y,80
28/11/2020,Italy,7,Sekou Macalou,y,80
28/11/2020,Italy,10,Matthieu Jalibert,y,70
28/11/2020,Italy,21,Baptiste Couilloud,n,10
28/11/2020,Italy,1,Rodrigue Neti,y,52
28/11/2020,Italy,19,Cyril Cazeaux,n,21
28/11/2020,Italy,17,Hassane Kolingar,n,28
28/11/2020,Italy,3,Dorian Aldegheri,y,52
28/11/2020,Italy,9,Baptiste Serin,y,70
28/11/2020,Italy,15,Brice Dulin,y,80
28/11/2020,Italy,8,Anthony Jelonch,y,80
28/11/2020,Italy,18,Uini Atonio,n,28
28/11/2020,Italy,5,Baptiste Pesenti-Compagnoni,y,75
28/11/2020,Italy,6,Cameron Woki,y,80
28/11/2020,Italy,22,Louis Carbonel,n,10
28/11/2020,Italy,13,Jean Pascal Barraque,y,69
28/11/2020,Italy,12,Jonathan Danty,y,80
28/11/2020,Italy,20,Swan Rebbadj,n,5
06/12/2020,England,4,Killian Geraci,y,80
06/12/2020,England,16,Peato Mauvaka,n,27
06/12/2020,England,13,Yoram Moefana,y,80
06/12/2020,England,11,Gabin Villiere,y,80
06/12/2020,England,20,Sekou Macalou,n,24
06/12/2020,England,10,Matthieu Jalibert,y,62
06/12/2020,England,9,Baptiste Couilloud,y,80
06/12/2020,England,17,Rodrigue Neti,n,28
06/12/2020,England,23,Pierre-Louis Barassi,n,32
06/12/2020,England,1,Hassane Kolingar,y,52
06/12/2020,England,3,Dorian Aldegheri,y,40
06/12/2020,England,15,Brice Dulin,y,80
06/12/2020,England,8,Selevasio Tolofua,y,80
06/12/2020,England,7,Anthony Jelonch,y,80
06/12/2020,England,2,Pierre Bourgarit,y,53
06/12/2020,England,21,Sebastien Bezy,n,0
06/12/2020,England,18,Uini Atonio,n,40
06/12/2020,England,5,Baptiste Pesenti-Compagnoni,y,56
06/12/2020,England,6,Cameron Woki,y,56
06/12/2020,England,22,Louis Carbonel,n,18
06/12/2020,England,14,Alivereti Raka,y,80
06/12/2020,England,19,Guillaume Ducat,n,24
06/12/2020,England,12,Jonathan Danty,y,48
06/02/2021,Italy,23,Damian Penaud,n,20
06/02/2021,Italy,11,Gabin Villiere,y,80
06/02/2021,Italy,14,Teddy Thomas,y,80
06/02/2021,Italy,2,Julien Marchand,y,45
06/02/2021,Italy,17,Jean-Baptiste Gros,n,28
06/02/2021,Italy,9,Antoine Dupont,y,59
06/02/2021,Italy,10,Matthieu Jalibert,y,60
06/02/2021,Italy,12,Gael Fickou,y,60
06/02/2021,Italy,4,Bernard Le Roux,y,80
06/02/2021,Italy,13,Arthur Vincent,y,80
06/02/2021,Italy,18,Dorian Aldegheri,n,28
06/02/2021,Italy,21,Baptiste Serin,n,21
06/02/2021,Italy,15,Brice Dulin,y,80
06/02/2021,Italy,20,Anthony Jelonch,n,22
06/02/2021,Italy,16,Pierre Bourgarit,n,35
06/02/2021,Italy,8,Gregory Alldritt,y,58
06/02/2021,Italy,22,Louis Carbonel,n,20
06/02/2021,Italy,1,Cyril Baille,y,52
06/02/2021,Italy,19,Romain Taofifenua,n,22
06/02/2021,Italy,6,Dylan Cretin,y,80
06/02/2021,Italy,3,Mohamed Haouas,y,52
06/02/2021,Italy,7,Charles Ollivon,y,80
06/02/2021,Italy,5,Paul Willemse,y,58
14/02/2021,Ireland,14,Damian Penaud,y,67
14/02/2021,Ireland,11,Gabin Villiere,y,80
14/02/2021,Ireland,23,Teddy Thomas,n,13
14/02/2021,Ireland,2,Julien Marchand,y,75
14/02/2021,Ireland,9,Antoine Dupont,y,80
14/02/2021,Ireland,10,Matthieu Jalibert,y,80
14/02/2021,Ireland,12,Gael Fickou,y,80
14/02/2021,Ireland,4,Bernard Le Roux,y,80
14/02/2021,Ireland,13,Arthur Vincent,y,80
14/02/2021,Ireland,17,Hassane Kolingar,n,5
14/02/2021,Ireland,21,Baptiste Serin,n,0
14/02/2021,Ireland,15,Brice Dulin,y,80
14/02/2021,Ireland,6,Anthony Jelonch,y,67
14/02/2021,Ireland,22,Anthony Bouthier,n,0
14/02/2021,Ireland,16,Pierre Bourgarit,n,5
14/02/2021,Ireland,18,Uini Atonio,n,22
14/02/2021,Ireland,8,Gregory Alldritt,y,80
14/02/2021,Ireland,1,Cyril Baille,y,75
14/02/2021,Ireland,19,Romain Taofifenua,n,10
14/02/2021,Ireland,20,Dylan Cretin,n,13
14/02/2021,Ireland,3,Mohamed Haouas,y,58
14/02/2021,Ireland,7,Charles Ollivon,y,80
