date,team,opposition,temp_c,precip_mm,wind_kmh
12/11/2016,wales,argentina,11.7,0.0,14.0
12/11/2016,argentina,wales,11.7,0.0,14.0
24/02/2024,ireland,wales,7.8,0.1,9.4
24/02/2024,wales,ireland,7.8,0.1,9.4
26/10/2019,england,new_zealand,19.5,0.0,6.7
26/10/2019,new_zealand,england,19.5,0.0,6.7
23/06/2018,new_zealand,france,3.2,0.0,12.2
23/06/2018,france,new_zealand,3.2,0.0,12.2
15/02/2026,wales,france,9.7,0.3,30.5
15/02/2026,france,wales,9.7,0.3,30.5
28/10/2017,australia,barbarians,23.6,0.0,17.7
28/10/2017,barbarians,australia,23.6,0.0,17.7
20/03/2021,scotland,italy,11.5,0.0,26.4
20/03/2021,italy,scotland,11.5,0.0,26.4
02/02/2020,france,england,15.1,0.0,21.4
02/02/2020,england,france,15.1,0.0,21.4
11/11/2017,france,new_zealand,12.7,0.0,19.5
11/11/2017,new_zealand,france,12.7,0.0,19.5
11/11/2017,wales,australia,10.5,0.1,1.9
11/11/2017,australia,wales,10.5,0.1,1.9
01/11/2025,scotland,usa,8.1,0.0,23.0
01/11/2025,usa,scotland,8.1,0.0,23.0
20/06/2015,argentina,french barbarians,15.4,0.0,11.5
20/06/2015,french barbarians,argentina,15.4,0.0,11.5
22/10/2016,new_zealand,australia,13.3,0.0,28.5
22/10/2016,australia,new_zealand,13.3,0.0,28.5
21/11/2015,barbarians,argentina,3.8,0.0,31.6
21/11/2015,argentina,barbarians,3.8,0.0,31.6
21/03/2015,england,france,7.5,0.0,23.7
21/03/2015,france,england,7.5,0.0,23.7
17/11/2018,france,argentina,5.7,0.0,15.5
17/11/2018,argentina,france,5.7,0.0,15.5
24/06/2017,new_zealand,british & irish lions,12.8,0.0,31.1
24/06/2017,british & irish lions,new_zealand,12.8,0.0,31.1
07/10/2023,wales,georgia,24.3,0.0,7.3
07/10/2023,georgia,wales,24.3,0.0,7.3
03/02/2024,wales,scotland,9.5,0.1,21.7
03/02/2024,scotland,wales,9.5,0.1,21.7
28/10/2023,new_zealand,south_africa,14.1,0.1,30.7
28/10/2023,south_africa,new_zealand,14.1,0.1,30.7
17/07/2015,new_zealand,argentina,6.1,0.0,9.6
17/07/2015,argentina,new_zealand,6.1,0.0,9.6
14/06/2016,chiefs,wales,11.9,0.0,11.2
14/06/2016,wales,chiefs,11.9,0.0,11.2
11/06/2016,new_zealand,wales,14.0,0.0,13.0
11/06/2016,wales,new_zealand,14.0,0.0,13.0
01/10/2015,wales,fiji,15.8,0.0,18.2
01/10/2015,fiji,wales,15.8,0.0,18.2
25/08/2018,new_zealand,australia,12.9,0.0,24.6
25/08/2018,australia,new_zealand,12.9,0.0,24.6
02/07/2022,argentina,scotland,12.9,0.1,2.4
02/07/2022,scotland,argentina,12.9,0.1,2.4
27/10/2023,argentina,england,10.9,0.1,16.1
27/10/2023,england,argentina,10.9,0.1,16.1
12/09/2021,new_zealand,argentina,20.8,0.0,15.5
12/09/2021,argentina,new_zealand,20.8,0.0,15.5
20/11/2021,scotland,japan,10.8,0.1,24.1
20/11/2021,japan,scotland,10.8,0.1,24.1
10/03/2017,wales,ireland,8.6,0.0,13.6
10/03/2017,ireland,wales,8.6,0.0,13.6
12/03/2016,england,wales,9.8,0.0,1.6
12/03/2016,wales,england,9.8,0.0,1.6
02/10/2021,south_africa,new_zealand,17.6,0.0,11.8
02/10/2021,new_zealand,south_africa,17.6,0.0,11.8
17/09/2023,south_africa,romania,24.3,0.0,13.5
17/09/2023,romania,south_africa,24.3,0.0,13.5
07/02/2026,italy,scotland,12.2,0.0,6.0
07/02/2026,scotland,italy,12.2,0.0,6.0
05/07/2025,maori all blacks,scotland,16.9,0.0,16.6
05/07/2025,scotland,maori all blacks,16.9,0.0,16.6
30/10/2015,south_africa,argentina,13.1,0.0,12.5
30/10/2015,argentina,south_africa,13.1,0.0,12.5
15/08/2015,ireland,scotland,15.6,0.0,10.9
15/08/2015,scotland,ireland,15.6,0.0,10.9
30/09/2023,argentina,chile,22.1,0.0,1.9
30/09/2023,chile,argentina,22.1,0.0,1.9
04/02/2023,england,scotland,9.2,0.0,9.4
04/02/2023,scotland,england,9.2,0.0,9.4
18/03/2023,france,wales,15.2,0.5,24.4
18/03/2023,wales,france,15.2,0.5,24.4
19/03/2022,france,england,10.5,0.0,20.9
19/03/2022,england,france,10.5,0.0,20.9
17/08/2019,france,scotland,23.5,0.0,2.9
17/08/2019,scotland,france,23.5,0.0,2.9
23/10/2020,scotland,georgia,6.7,0.0,15.0
23/10/2020,georgia,scotland,6.7,0.0,15.0
12/07/2025,argentina,england,17.0,0.0,6.5
12/07/2025,england,argentina,17.0,0.0,6.5
21/09/2024,australia,new_zealand,23.0,0.0,10.8
21/09/2024,new_zealand,australia,23.0,0.0,10.8
24/07/2021,south_africa,british & irish lions,11.4,0.0,4.6
24/07/2021,british & irish lions,south_africa,11.4,0.0,4.6
27/08/2016,argentina,south_africa,22.1,0.0,10.5
27/08/2016,south_africa,argentina,22.1,0.0,10.5
02/12/2017,wales,south_africa,8.0,0.0,8.8
02/12/2017,south_africa,wales,8.0,0.0,8.8
22/11/2025,italy,chile,6.4,0.0,11.4
22/11/2025,chile,italy,6.4,0.0,11.4
10/06/2017,argentina,england,25.9,0.0,8.8
10/06/2017,england,argentina,25.9,0.0,8.8
29/07/2023,south_africa,argentina,19.8,0.0,27.9
29/07/2023,argentina,south_africa,19.8,0.0,27.9
28/09/2019,argentina,tonga,27.7,0.0,14.7
28/09/2019,tonga,argentina,27.7,0.0,14.7
19/08/2023,france,fiji,20.8,0.0,9.4
19/08/2023,fiji,france,20.8,0.0,9.4
09/11/2025,wales,argentina,13.8,0.1,19.3
09/11/2025,argentina,wales,13.8,0.1,19.3
09/06/2018,australia,ireland,16.0,0.0,6.3
09/06/2018,ireland,australia,16.0,0.0,6.3
12/10/2019,ireland,samoa,18.9,0.1,28.8
12/10/2019,samoa,ireland,18.9,0.1,28.8
06/09/2025,new_zealand,south_africa,11.3,0.0,21.4
06/09/2025,south_africa,new_zealand,11.3,0.0,21.4
05/07/2025,argentina,england,11.1,0.0,13.6
05/07/2025,england,argentina,11.1,0.0,13.6
13/02/2021,england,italy,-0.8,0.0,19.9
13/02/2021,italy,england,-0.8,0.0,19.9
05/11/2016,barbarians,south_africa,8.4,0.0,23.2
05/11/2016,south_africa,barbarians,8.4,0.0,23.2
11/03/2018,wales,italy,10.0,0.8,20.3
11/03/2018,italy,wales,10.0,0.8,20.3
10/09/2023,south_africa,scotland,27.1,0.0,8.2
10/09/2023,scotland,south_africa,27.1,0.0,8.2
14/02/2026,scotland,england,2.2,0.0,6.5
14/02/2026,england,scotland,2.2,0.0,6.5
11/02/2017,italy,ireland,7.7,0.0,3.7
11/02/2017,ireland,italy,7.7,0.0,3.7
16/03/2024,france,england,10.9,0.0,6.9
16/03/2024,england,france,10.9,0.0,6.9
03/11/2018,ireland,italy,8.4,0.0,13.3
03/11/2018,italy,ireland,8.4,0.0,13.3
25/11/2017,scotland,australia,3.3,0.0,21.6
25/11/2017,australia,scotland,3.3,0.0,21.6
02/10/2021,argentina,australia,22.3,0.0,9.8
02/10/2021,australia,argentina,22.3,0.0,9.8
25/06/2016,new_zealand,wales,7.4,0.0,16.4
25/06/2016,wales,new_zealand,7.4,0.0,16.4
30/09/2019,scotland,samoa,25.1,0.0,10.9
30/09/2019,samoa,scotland,25.1,0.0,10.9
08/08/2026,argentina,south_africa,12.4,0.0,17.0
08/08/2026,south_africa,argentina,12.4,0.0,17.0
06/02/2016,scotland,england,5.1,0.4,18.1
06/02/2016,england,scotland,5.1,0.4,18.1
03/07/2021,wales,canada,19.6,0.2,14.2
03/07/2021,canada,wales,19.6,0.2,14.2
02/10/2019,france,usa,27.3,0.1,15.6
02/10/2019,usa,france,27.3,0.1,15.6
27/05/2018,england,barbarians,24.2,0.2,5.4
27/05/2018,barbarians,england,24.2,0.2,5.4
05/02/2017,italy,wales,6.5,0.9,20.0
05/02/2017,wales,italy,6.5,0.9,20.0
07/08/2021,new_zealand,australia,13.1,0.0,25.9
07/08/2021,australia,new_zealand,13.1,0.0,25.9
27/02/2021,wales,england,9.6,0.0,5.0
27/02/2021,england,wales,9.6,0.0,5.0
06/07/2024,canada,scotland,22.8,1.1,13.9
06/07/2024,scotland,canada,22.8,1.1,13.9
15/02/2015,scotland,wales,9.1,0.0,22.4
15/02/2015,wales,scotland,9.1,0.0,22.4
23/08/2025,argentina,new_zealand,12.6,0.0,13.5
23/08/2025,new_zealand,argentina,12.6,0.0,13.5
14/02/2016,italy,england,7.3,0.2,4.7
14/02/2016,england,italy,7.3,0.2,4.7
25/06/2016,argentina,france,8.1,0.6,4.7
25/06/2016,france,argentina,8.1,0.6,4.7
22/09/2023,argentina,samoa,17.7,0.0,19.3
22/09/2023,samoa,argentina,17.7,0.0,19.3
14/03/2015,england,scotland,7.3,0.0,21.5
14/03/2015,scotland,england,7.3,0.0,21.5
22/09/2019,ireland,scotland,24.6,0.0,23.2
22/09/2019,scotland,ireland,24.6,0.0,23.2
08/03/2025,scotland,wales,13.6,0.0,11.4
08/03/2025,wales,scotland,13.6,0.0,11.4
06/02/2021,italy,france,9.0,0.0,4.5
06/02/2021,france,italy,9.0,0.0,4.5
02/02/2024,france,ireland,9.2,0.0,7.2
02/02/2024,ireland,france,9.2,0.0,7.2
06/11/2021,ireland,japan,12.4,0.1,19.6
06/11/2021,japan,ireland,12.4,0.1,19.6
08/10/2016,south_africa,new_zealand,21.5,0.0,24.2
08/10/2016,new_zealand,south_africa,21.5,0.0,24.2
21/03/2015,italy,wales,12.7,0.0,9.2
21/03/2015,wales,italy,12.7,0.0,9.2
29/06/2022,maori all blacks,ireland,10.4,0.4,12.8
29/06/2022,ireland,maori all blacks,10.4,0.4,12.8
28/11/2020,wales,england,10.4,0.0,15.5
28/11/2020,england,wales,10.4,0.0,15.5
26/09/2015,england,wales,13.2,0.0,8.0
26/09/2015,wales,england,13.2,0.0,8.0
15/03/2025,france,scotland,5.3,0.0,17.2
15/03/2025,scotland,france,5.3,0.0,17.2
19/07/2025,argentina,uruguay,21.5,0.0,6.5
19/07/2025,uruguay,argentina,21.5,0.0,6.5
09/06/2018,argentina,wales,15.2,0.0,5.0
09/06/2018,wales,argentina,15.2,0.0,5.0
19/07/2024,new_zealand,fiji,22.5,0.0,12.5
19/07/2024,fiji,new_zealand,22.5,0.0,12.5
25/11/2017,italy,south_africa,14.0,0.0,21.1
25/11/2017,south_africa,italy,14.0,0.0,21.1
09/02/2019,scotland,ireland,8.0,0.0,36.3
09/02/2019,ireland,scotland,8.0,0.0,36.3
19/07/2025,usa,england,28.7,0.0,0.7
19/07/2025,england,usa,28.7,0.0,0.7
30/10/2021,wales,new_zealand,11.0,0.0,18.1
30/10/2021,new_zealand,wales,11.0,0.0,18.1
06/02/2016,france,italy,12.4,0.0,27.8
06/02/2016,italy,france,12.4,0.0,27.8
27/09/2015,australia,uruguay,13.6,0.0,8.6
27/09/2015,uruguay,australia,13.6,0.0,8.6
05/10/2019,england,argentina,25.4,0.0,17.3
05/10/2019,argentina,england,25.4,0.0,17.3
15/09/2023,new_zealand,namibia,21.9,0.0,25.5
15/09/2023,namibia,new_zealand,21.9,0.0,25.5
07/02/2021,wales,ireland,2.3,0.0,29.0
07/02/2021,ireland,wales,2.3,0.0,29.0
20/10/2019,wales,france,20.6,0.0,2.8
20/10/2019,france,wales,20.6,0.0,2.8
08/11/2025,ireland,japan,11.6,0.0,5.5
08/11/2025,japan,ireland,11.6,0.0,5.5
08/11/2025,france,south_africa,10.0,0.0,6.5
08/11/2025,south_africa,france,10.0,0.0,6.5
29/09/2018,south_africa,australia,17.1,0.0,22.1
29/09/2018,australia,south_africa,17.1,0.0,22.1
27/09/2025,south_africa,argentina,23.2,0.0,20.4
27/09/2025,argentina,south_africa,23.2,0.0,20.4
17/03/2018,italy,scotland,9.8,0.4,9.5
17/03/2018,scotland,italy,9.8,0.4,9.5
08/02/2020,scotland,england,7.0,0.0,34.2
08/02/2020,england,scotland,7.0,0.0,34.2
29/07/2023,scotland,italy,18.3,0.0,21.9
29/07/2023,italy,scotland,18.3,0.0,21.9
09/07/2022,south_africa,wales,14.8,0.0,9.5
09/07/2022,wales,south_africa,14.8,0.0,9.5
15/11/2025,france,fiji,12.2,0.4,6.4
15/11/2025,fiji,france,12.2,0.4,6.4
08/11/2025,england,fiji,13.4,0.0,7.4
08/11/2025,fiji,england,13.4,0.0,7.4
01/02/2020,ireland,scotland,9.6,0.0,31.0
01/02/2020,scotland,ireland,9.6,0.0,31.0
27/07/2024,uruguay,scotland,11.5,0.0,10.3
27/07/2024,scotland,uruguay,11.5,0.0,10.3
19/11/2016,england,fiji,7.6,0.0,14.7
19/11/2016,fiji,england,7.6,0.0,14.7
05/11/2016,wales,australia,8.5,0.0,21.0
05/11/2016,australia,wales,8.5,0.0,21.0
17/09/2023,england,japan,22.6,0.0,4.7
17/09/2023,japan,england,22.6,0.0,4.7
25/02/2023,wales,england,6.5,0.0,23.2
25/02/2023,england,wales,6.5,0.0,23.2
09/06/2018,new_zealand,france,13.4,0.0,5.1
09/06/2018,france,new_zealand,13.4,0.0,5.1
24/06/2017,australia,italy,22.9,0.0,4.5
24/06/2017,italy,australia,22.9,0.0,4.5
08/02/2025,italy,wales,7.5,0.0,11.1
08/02/2025,wales,italy,7.5,0.0,11.1
26/08/2023,ireland,samoa,19.3,0.4,11.2
26/08/2023,samoa,ireland,19.3,0.4,11.2
25/11/2017,france,japan,3.5,0.0,15.8
25/11/2017,japan,france,3.5,0.0,15.8
09/09/2023,ireland,romania,32.9,0.0,4.3
09/09/2023,romania,ireland,32.9,0.0,4.3
12/11/2016,france,samoa,13.1,0.0,3.4
12/11/2016,samoa,france,13.1,0.0,3.4
29/09/2023,new_zealand,italy,18.2,0.0,7.3
29/09/2023,italy,new_zealand,18.2,0.0,7.3
11/02/2023,scotland,wales,9.0,0.0,17.9
11/02/2023,wales,scotland,9.0,0.0,17.9
02/02/2019,scotland,italy,2.4,0.0,11.4
02/02/2019,italy,scotland,2.4,0.0,11.4
06/07/2025,australia,fiji,20.2,0.0,4.2
06/07/2025,fiji,australia,20.2,0.0,4.2
10/07/2021,wales,argentina,16.9,0.3,7.4
10/07/2021,argentina,wales,16.9,0.3,7.4
19/08/2017,australia,new_zealand,20.3,0.0,6.6
19/08/2017,new_zealand,australia,20.3,0.0,6.6
12/02/2017,france,scotland,7.3,0.2,14.4
12/02/2017,scotland,france,7.3,0.2,14.4
19/09/2015,ireland,canada,16.6,0.0,6.8
19/09/2015,canada,ireland,16.6,0.0,6.8
05/07/2025,new_zealand,france,6.9,0.1,3.6
05/07/2025,france,new_zealand,6.9,0.1,3.6
10/11/2018,england,new_zealand,12.5,0.0,16.6
10/11/2018,new_zealand,england,12.5,0.0,16.6
27/08/2022,australia,south_africa,16.6,0.0,13.5
27/08/2022,south_africa,australia,16.6,0.0,13.5
09/02/2019,italy,wales,12.2,0.0,3.3
09/02/2019,wales,italy,12.2,0.0,3.3
11/10/2020,new_zealand,australia,14.7,0.8,44.6
11/10/2020,australia,new_zealand,14.7,0.8,44.6
17/07/2021,wales,argentina,27.0,0.0,6.5
17/07/2021,argentina,wales,27.0,0.0,6.5
10/09/2016,australia,south_africa,17.9,1.8,4.5
10/09/2016,south_africa,australia,17.9,1.8,4.5
22/02/2026,france,italy,11.3,0.8,25.4
22/02/2026,italy,france,11.3,0.8,25.4
08/10/2023,japan,argentina,21.4,0.0,6.0
08/10/2023,argentina,japan,21.4,0.0,6.0
14/03/2026,wales,italy,10.2,0.0,10.1
14/03/2026,italy,wales,10.2,0.0,10.1
16/09/2023,wales,portugal,25.6,0.0,15.6
16/09/2023,portugal,wales,25.6,0.0,15.6
30/09/2023,scotland,romania,14.8,0.0,8.0
30/09/2023,romania,scotland,14.8,0.0,8.0
03/11/2018,wales,scotland,12.8,0.1,23.8
03/11/2018,scotland,wales,12.8,0.1,23.8
10/08/2019,australia,new_zealand,15.6,0.0,13.0
10/08/2019,new_zealand,australia,15.6,0.0,13.0
19/11/2022,italy,south_africa,13.1,0.0,11.2
19/11/2022,south_africa,italy,13.1,0.0,11.2
02/11/2024,scotland,fiji,12.0,0.0,15.2
02/11/2024,fiji,scotland,12.0,0.0,15.2
19/11/2022,ireland,australia,8.4,0.5,20.0
19/11/2022,australia,ireland,8.4,0.5,20.0
30/09/2017,argentina,new_zealand,17.3,0.1,16.2
30/09/2017,new_zealand,argentina,17.3,0.1,16.2
25/02/2017,ireland,france,12.2,0.1,23.6
25/02/2017,france,ireland,12.2,0.1,23.6
10/07/2021,ireland,usa,17.3,0.0,15.5
10/07/2021,usa,ireland,17.3,0.0,15.5
08/10/2019,south_africa,canada,19.4,0.0,12.0
08/10/2019,canada,south_africa,19.4,0.0,12.0
19/07/2025,south_africa,georgia,18.2,0.0,13.6
19/07/2025,georgia,south_africa,18.2,0.0,13.6
27/08/2023,france,australia,20.7,0.0,16.6
27/08/2023,australia,france,20.7,0.0,16.6
01/10/2023,australia,portugal,26.2,0.0,5.8
01/10/2023,portugal,australia,26.2,0.0,5.8
15/10/2023,france,south_africa,8.5,0.0,10.3
15/10/2023,south_africa,france,8.5,0.0,10.3
22/11/2020,scotland,france,6.2,0.0,21.1
22/11/2020,france,scotland,6.2,0.0,21.1
08/08/2026,japan,australia,30.5,0.0,10.3
08/08/2026,australia,japan,30.5,0.0,10.3
07/02/2015,france,scotland,3.9,0.0,16.3
07/02/2015,scotland,france,3.9,0.0,16.3
07/11/2020,australia,new_zealand,21.1,0.0,11.4
07/11/2020,new_zealand,australia,21.1,0.0,11.4
03/09/2022,australia,south_africa,14.6,0.0,27.6
03/09/2022,south_africa,australia,14.6,0.0,27.6
14/08/2021,south_africa,argentina,15.0,0.0,26.0
14/08/2021,argentina,south_africa,15.0,0.0,26.0
05/11/2016,japan,argentina,18.6,0.0,14.4
05/11/2016,argentina,japan,18.6,0.0,14.4
01/07/2017,new_zealand,british & irish lions,13.1,0.3,40.6
01/07/2017,british & irish lions,new_zealand,13.1,0.3,40.6
