date,team,opposition,temp_c,precip_mm,wind_kmh
09/02/2020,france,italy,11.8,1.1,38.8
09/02/2020,italy,france,11.8,1.1,38.8
06/11/2021,england,tonga,12.7,0.0,24.0
06/11/2021,tonga,england,12.7,0.0,24.0
27/09/2025,new_zealand,australia,15.4,0.0,8.1
27/09/2025,australia,new_zealand,15.4,0.0,8.1
25/06/2016,south_africa,ireland,16.2,0.0,8.7
25/06/2016,ireland,south_africa,16.2,0.0,8.7
08/08/2015,south_africa,argentina,21.7,0.0,8.8
08/08/2015,argentina,south_africa,21.7,0.0,8.8
20/03/2021,france,wales,3.0,0.0,9.7
20/03/2021,wales,france,3.0,0.0,9.7
07/03/2026,italy,england,15.4,0.0,9.4
07/03/2026,england,italy,15.4,0.0,9.4
22/02/2025,wales,ireland,11.9,0.0,21.0
22/02/2025,ireland,wales,11.9,0.0,21.0
26/02/2022,england,wales,9.1,0.0,16.5
26/02/2022,wales,england,9.1,0.0,16.5
11/03/2023,england,france,7.4,0.0,15.0
11/03/2023,france,england,7.4,0.0,15.0
10/11/2018,scotland,fiji,10.0,0.0,13.6
10/11/2018,fiji,scotland,10.0,0.0,13.6
01/11/2025,ireland,new_zealand,9.7,0.0,6.5
01/11/2025,new_zealand,ireland,9.7,0.0,6.5
05/11/2022,scotland,fiji,10.4,0.6,13.7
05/11/2022,fiji,scotland,10.4,0.6,13.7
21/10/2017,australia,new_zealand,15.4,0.0,10.8
21/10/2017,new_zealand,australia,15.4,0.0,10.8
25/09/2015,argentina,georgia,15.4,0.0,9.6
25/09/2015,georgia,argentina,15.4,0.0,9.6
05/08/2023,wales,england,16.7,0.0,27.8
05/08/2023,england,wales,16.7,0.0,27.8
06/10/2019,france,tonga,26.9,0.0,12.6
06/10/2019,tonga,france,26.9,0.0,12.6
06/02/2021,england,scotland,7.2,0.3,8.1
06/02/2021,scotland,england,7.2,0.3,8.1
19/09/2015,south_africa,japan,17.3,0.0,8.7
19/09/2015,japan,south_africa,17.3,0.0,8.7
08/09/2018,new_zealand,argentina,7.6,0.0,4.5
08/09/2018,argentina,new_zealand,7.6,0.0,4.5
10/03/2018,france,england,17.4,0.0,16.5
10/03/2018,england,france,17.4,0.0,16.5
22/09/2019,italy,namibia,27.5,0.0,23.1
22/09/2019,namibia,italy,27.5,0.0,23.1
10/07/2021,new_zealand,fiji,4.6,0.1,32.7
10/07/2021,fiji,new_zealand,4.6,0.1,32.7
27/07/2019,new_zealand,south_africa,12.2,0.0,19.4
27/07/2019,south_africa,new_zealand,12.2,0.0,19.4
07/08/2021,south_africa,british & irish lions,13.0,0.0,4.2
07/08/2021,british & irish lions,south_africa,13.0,0.0,4.2
07/10/2023,ireland,scotland,15.7,0.0,8.4
07/10/2023,scotland,ireland,15.7,0.0,8.4
08/11/2025,italy,australia,9.6,0.0,5.8
08/11/2025,australia,italy,9.6,0.0,5.8
04/07/2026,australia,ireland,12.3,0.0,3.2
04/07/2026,ireland,australia,12.3,0.0,3.2
23/09/2019,wales,georgia,23.5,0.0,15.6
23/09/2019,georgia,wales,23.5,0.0,15.6
24/06/2017,argentina,georgia,21.2,0.0,5.9
24/06/2017,georgia,argentina,21.2,0.0,5.9
28/09/2024,south_africa,argentina,28.4,0.0,12.7
28/09/2024,argentina,south_africa,28.4,0.0,12.7
05/07/2025,georgia,ireland,17.9,0.6,22.5
05/07/2025,ireland,georgia,17.9,0.6,22.5
16/07/2022,argentina,scotland,14.8,0.0,27.7
16/07/2022,scotland,argentina,14.8,0.0,27.7
17/10/2015,new_zealand,france,10.5,0.0,14.8
17/10/2015,france,new_zealand,10.5,0.0,14.8
24/11/2018,italy,new_zealand,13.2,0.0,9.1
24/11/2018,new_zealand,italy,13.2,0.0,9.1
20/08/2016,south_africa,argentina,21.3,0.0,9.4
20/08/2016,argentina,south_africa,21.3,0.0,9.4
08/08/2015,wales,ireland,20.0,0.0,10.9
08/08/2015,ireland,wales,20.0,0.0,10.9
25/11/2017,england,samoa,6.4,0.0,21.3
25/11/2017,samoa,england,6.4,0.0,21.3
03/02/2018,wales,scotland,5.7,0.1,13.0
03/02/2018,scotland,wales,5.7,0.1,13.0
18/11/2017,ireland,fiji,7.6,0.0,11.3
18/11/2017,fiji,ireland,7.6,0.0,11.3
14/10/2023,ireland,new_zealand,12.2,0.0,10.6
14/10/2023,new_zealand,ireland,12.2,0.0,10.6
16/09/2023,ireland,tonga,22.4,0.0,8.8
16/09/2023,tonga,ireland,22.4,0.0,8.8
02/06/2019,england,barbarians,24.3,0.0,23.8
02/06/2019,barbarians,england,24.3,0.0,23.8
23/09/2023,south_africa,ireland,12.8,0.0,5.6
23/09/2023,ireland,south_africa,12.8,0.0,5.6
15/07/2023,australia,argentina,17.1,0.0,12.8
15/07/2023,argentina,australia,17.1,0.0,12.8
23/02/2019,france,scotland,14.2,0.0,10.7
23/02/2019,scotland,france,14.2,0.0,10.7
23/06/2018,australia,ireland,11.2,0.0,11.0
23/06/2018,ireland,australia,11.2,0.0,11.0
26/10/2024,japan,new_zealand,22.0,0.0,16.1
26/10/2024,new_zealand,japan,22.0,0.0,16.1
29/05/2016,england,wales,18.7,0.0,21.7
29/05/2016,wales,england,18.7,0.0,21.7
11/07/2026,argentina,wales,12.9,0.0,15.9
11/07/2026,wales,argentina,12.9,0.0,15.9
26/08/2023,spain,argentina,29.6,0.0,29.3
26/08/2023,argentina,spain,29.6,0.0,29.3
17/06/2017,argentina,england,22.1,0.0,22.1
17/06/2017,england,argentina,22.1,0.0,22.1
06/09/2019,japan,south_africa,26.2,0.0,13.9
06/09/2019,south_africa,japan,26.2,0.0,13.9
06/11/2021,france,argentina,7.5,0.0,10.7
06/11/2021,argentina,france,7.5,0.0,10.7
31/10/2020,italy,england,15.6,0.0,4.7
31/10/2020,england,italy,15.6,0.0,4.7
18/06/2016,usa,italy,24.8,0.0,12.1
18/06/2016,italy,usa,24.8,0.0,12.1
05/09/2015,wales,italy,15.4,0.0,14.1
05/09/2015,italy,wales,15.4,0.0,14.1
23/02/2018,france,italy,6.4,0.0,11.3
23/02/2018,italy,france,6.4,0.0,11.3
04/07/2021,england,usa,19.7,1.3,18.8
04/07/2021,usa,england,19.7,1.3,18.8
10/07/2024,uruguay,france,7.3,0.0,12.9
10/07/2024,france,uruguay,7.3,0.0,12.9
16/08/2025,south_africa,australia,14.6,0.3,13.1
16/08/2025,australia,south_africa,14.6,0.3,13.1
23/11/2024,italy,new_zealand,21.1,0.0,15.1
23/11/2024,new_zealand,italy,21.1,0.0,15.1
21/10/2023,england,south_africa,12.4,0.8,29.1
21/10/2023,south_africa,england,12.4,0.8,29.1
04/10/2025,australia,new_zealand,17.2,1.1,15.2
04/10/2025,new_zealand,australia,17.2,1.1,15.2
01/10/2015,france,canada,12.2,0.0,14.0
01/10/2015,canada,france,12.2,0.0,14.0
11/02/2018,scotland,france,3.1,0.0,28.8
11/02/2018,france,scotland,3.1,0.0,28.8
11/07/2026,south_africa,scotland,18.0,0.0,7.9
11/07/2026,scotland,south_africa,18.0,0.0,7.9
31/08/2019,wales,ireland,17.9,0.0,20.9
31/08/2019,ireland,wales,17.9,0.0,20.9
10/08/2024,new_zealand,argentina,9.1,0.0,5.5
10/08/2024,argentina,new_zealand,9.1,0.0,5.5
26/08/2023,scotland,georgia,16.6,0.1,6.4
26/08/2023,georgia,scotland,16.6,0.1,6.4
05/07/2025,japan,wales,32.9,0.0,17.2
05/07/2025,wales,japan,32.9,0.0,17.2
04/02/2018,italy,england,8.7,0.0,7.7
04/02/2018,england,italy,8.7,0.0,7.7
24/09/2022,new_zealand,australia,13.9,0.0,22.4
24/09/2022,australia,new_zealand,13.9,0.0,22.4
14/11/2020,italy,scotland,17.5,0.0,4.7
14/11/2020,scotland,italy,17.5,0.0,4.7
18/06/2016,australia,england,10.1,0.0,7.3
18/06/2016,england,australia,10.1,0.0,7.3
19/08/2023,wales,south_africa,20.5,0.0,25.0
19/08/2023,south_africa,wales,20.5,0.0,25.0
16/06/2018,argentina,wales,12.1,0.0,10.4
16/06/2018,wales,argentina,12.1,0.0,10.4
19/03/2022,ireland,scotland,12.6,0.0,28.2
19/03/2022,scotland,ireland,12.6,0.0,28.2
16/03/2019,italy,france,17.7,0.0,8.2
16/03/2019,france,italy,17.7,0.0,8.2
19/03/2016,wales,italy,7.4,0.0,21.0
19/03/2016,italy,wales,7.4,0.0,21.0
13/11/2021,ireland,new_zealand,12.8,0.0,8.0
13/11/2021,new_zealand,ireland,12.8,0.0,8.0
19/10/2019,england,australia,22.4,0.0,16.4
19/10/2019,australia,england,22.4,0.0,16.4
04/10/2025,argentina,south_africa,20.9,0.0,14.5
04/10/2025,south_africa,argentina,20.9,0.0,14.5
03/02/2024,italy,england,10.6,0.0,2.9
03/02/2024,england,italy,10.6,0.0,2.9
29/10/2022,scotland,australia,12.0,0.0,13.6
29/10/2022,australia,scotland,12.0,0.0,13.6
19/07/2025,new_zealand,france,9.0,0.0,0.3
19/07/2025,france,new_zealand,9.0,0.0,0.3
01/12/2018,barbarians,argentina,12.1,0.1,25.3
01/12/2018,argentina,barbarians,12.1,0.1,25.3
16/09/2017,australia,argentina,5.9,0.0,6.2
16/09/2017,argentina,australia,5.9,0.0,6.2
14/03/2026,ireland,scotland,8.9,0.0,15.9
14/03/2026,scotland,ireland,8.9,0.0,15.9
22/06/2024,japan,england,27.7,0.0,27.0
22/06/2024,england,japan,27.7,0.0,27.0
31/10/2020,france,ireland,15.9,0.1,20.5
31/10/2020,ireland,france,15.9,0.1,20.5
10/09/2023,wales,fiji,26.9,0.0,8.5
10/09/2023,fiji,wales,26.9,0.0,8.5
04/11/2017,barbarians,new_zealand,11.6,0.1,16.9
04/11/2017,new_zealand,barbarians,11.6,0.1,16.9
26/08/2023,england,fiji,19.3,0.1,13.7
26/08/2023,fiji,england,19.3,0.1,13.7
10/10/2015,samoa,scotland,13.8,0.0,13.0
10/10/2015,scotland,samoa,13.8,0.0,13.0
26/11/2016,england,argentina,8.7,0.0,14.2
26/11/2016,argentina,england,8.7,0.0,14.2
13/11/2021,italy,argentina,13.0,0.0,1.4
13/11/2021,argentina,italy,13.0,0.0,1.4
05/11/2022,italy,samoa,15.2,0.0,14.5
05/11/2022,samoa,italy,15.2,0.0,14.5
19/08/2017,south_africa,argentina,16.3,0.0,38.7
19/08/2017,argentina,south_africa,16.3,0.0,38.7
24/10/2020,ireland,italy,11.9,0.1,18.1
24/10/2020,italy,ireland,11.9,0.1,18.1
20/09/2015,new_zealand,argentina,17.6,0.0,14.5
20/09/2015,argentina,new_zealand,17.6,0.0,14.5
21/07/2024,japan,italy,32.3,0.0,16.7
21/07/2024,italy,japan,32.3,0.0,16.7
18/10/2020,new_zealand,australia,15.7,0.0,11.8
18/10/2020,australia,new_zealand,15.7,0.0,11.8
14/10/2023,wales,argentina,24.9,0.0,19.8
14/10/2023,argentina,wales,24.9,0.0,19.8
22/06/2024,south_africa,wales,20.7,0.1,13.6
22/06/2024,wales,south_africa,20.7,0.1,13.6
12/11/2022,france,south_africa,14.7,0.0,5.9
12/11/2022,south_africa,france,14.7,0.0,5.9
20/11/2021,england,south_africa,10.5,0.0,11.9
20/11/2021,south_africa,england,10.5,0.0,11.9
26/08/2017,new_zealand,australia,13.1,0.0,12.5
26/08/2017,australia,new_zealand,13.1,0.0,12.5
20/11/2021,france,new_zealand,7.3,0.0,4.8
20/11/2021,new_zealand,france,7.3,0.0,4.8
10/11/2018,italy,georgia,18.9,0.0,4.2
10/11/2018,georgia,italy,18.9,0.0,4.2
22/08/2015,france,england,25.9,0.0,11.9
22/08/2015,england,france,25.9,0.0,11.9
02/08/2025,australia,british & irish lions,13.7,1.5,29.5
02/08/2025,british & irish lions,australia,13.7,1.5,29.5
05/11/2016,ireland,new_zealand,18.3,0.0,12.0
05/11/2016,new_zealand,ireland,18.3,0.0,12.0
27/02/2016,england,ireland,5.2,0.0,23.8
27/02/2016,ireland,england,5.2,0.0,23.8
27/08/2016,new_zealand,australia,10.6,0.0,19.2
27/08/2016,australia,new_zealand,10.6,0.0,19.2
17/06/2017,fiji,italy,23.6,0.1,15.0
17/06/2017,italy,fiji,23.6,0.1,15.0
12/11/2022,wales,argentina,14.7,0.0,15.6
12/11/2022,argentina,wales,14.7,0.0,15.6
06/08/2022,south_africa,new_zealand,24.2,0.0,8.7
06/08/2022,new_zealand,south_africa,24.2,0.0,8.7
15/03/2015,italy,france,11.8,0.0,25.5
15/03/2015,france,italy,11.8,0.0,25.5
30/10/2021,scotland,tonga,10.0,0.1,16.0
30/10/2021,tonga,scotland,10.0,0.1,16.0
23/09/2023,england,chile,17.5,0.0,13.3
23/09/2023,chile,england,17.5,0.0,13.3
07/02/2016,ireland,wales,5.9,0.2,29.2
07/02/2016,wales,ireland,5.9,0.2,29.2
04/07/2026,fiji,wales,20.7,0.0,22.8
04/07/2026,wales,fiji,20.7,0.0,22.8
11/10/2019,australia,georgia,22.0,0.8,17.7
11/10/2019,georgia,australia,22.0,0.8,17.7
24/02/2019,italy,ireland,9.0,0.0,4.3
24/02/2019,ireland,italy,9.0,0.0,4.3
18/10/2015,ireland,argentina,12.5,0.0,14.7
18/10/2015,argentina,ireland,12.5,0.0,14.7
07/11/2021,scotland,australia,9.7,0.0,30.4
07/11/2021,australia,scotland,9.7,0.0,30.4
10/03/2019,ireland,france,5.8,0.0,40.9
10/03/2019,france,ireland,5.8,0.0,40.9
14/11/2021,wales,fiji,11.5,0.0,11.4
14/11/2021,fiji,wales,11.5,0.0,11.4
07/09/2019,ireland,wales,16.2,0.0,11.7
07/09/2019,wales,ireland,16.2,0.0,11.7
07/09/2019,new_zealand,tonga,14.2,0.0,29.3
07/09/2019,tonga,new_zealand,14.2,0.0,29.3
09/09/2017,new_zealand,argentina,7.4,0.3,19.2
09/09/2017,argentina,new_zealand,7.4,0.3,19.2
20/11/2022,france,japan,9.0,0.0,6.5
20/11/2022,japan,france,9.0,0.0,6.5
13/02/2016,wales,scotland,5.3,0.0,19.9
13/02/2016,scotland,wales,5.3,0.0,19.9
18/09/2021,australia,south_africa,21.3,0.0,17.1
18/09/2021,south_africa,australia,21.3,0.0,17.1
12/02/2022,wales,scotland,8.0,0.0,23.2
12/02/2022,scotland,wales,8.0,0.0,23.2
12/08/2023,england,wales,20.3,0.0,29.3
12/08/2023,wales,england,20.3,0.0,29.3
31/07/2021,south_africa,british & irish lions,16.6,0.0,4.2
31/07/2021,british & irish lions,south_africa,16.6,0.0,4.2
28/09/2019,south_africa,namibia,23.3,0.0,5.9
28/09/2019,namibia,south_africa,23.3,0.0,5.9
21/11/2020,england,ireland,12.6,0.0,21.4
21/11/2020,ireland,england,12.6,0.0,21.4
12/11/2022,england,japan,16.5,0.0,10.8
12/11/2022,japan,england,16.5,0.0,10.8
20/07/2019,argentina,new_zealand,18.1,0.0,18.9
20/07/2019,new_zealand,argentina,18.1,0.0,18.9
09/03/2019,scotland,wales,6.4,0.3,29.8
09/03/2019,wales,scotland,6.4,0.3,29.8
18/11/2017,england,australia,7.7,0.5,14.7
18/11/2017,australia,england,7.7,0.5,14.7
17/11/2024,wales,australia,9.3,0.2,15.2
17/11/2024,australia,wales,9.3,0.2,15.2
10/11/2024,wales,fiji,14.1,0.0,7.6
10/11/2024,fiji,wales,14.1,0.0,7.6
18/09/2021,argentina,new_zealand,18.5,0.0,15.7
18/09/2021,new_zealand,argentina,18.5,0.0,15.7
29/08/2015,scotland,italy,16.7,0.0,21.9
29/08/2015,italy,scotland,16.7,0.0,21.9
23/05/2015,paraguay,argentina,24.5,1.3,8.2
23/05/2015,argentina,paraguay,24.5,1.3,8.2
23/10/2021,usa,new_zealand,18.3,0.2,12.9
23/10/2021,new_zealand,usa,18.3,0.2,12.9
26/11/2016,ireland,australia,8.1,0.0,8.4
26/11/2016,australia,ireland,8.1,0.0,8.4
28/06/2025,south_africa,barbarians,13.9,0.2,19.0
28/06/2025,barbarians,south_africa,13.9,0.2,19.0
17/10/2015,south_africa,wales,12.0,0.0,16.7
17/10/2015,wales,south_africa,12.0,0.0,16.7
24/08/2019,england,ireland,27.5,0.0,10.5
24/08/2019,ireland,england,27.5,0.0,10.5
12/11/2022,ireland,fiji,13.5,0.0,23.7
12/11/2022,fiji,ireland,13.5,0.0,23.7
02/07/2021,south_africa,georgia,12.6,0.0,8.1
02/07/2021,georgia,south_africa,12.6,0.0,8.1
18/07/2025,samoa,scotland,11.9,0.0,20.0
18/07/2025,scotland,samoa,11.9,0.0,20.0
10/02/2019,england,france,7.1,0.0,22.8
10/02/2019,france,england,7.1,0.0,22.8
26/06/2016,canada,italy,26.7,0.0,18.9
26/06/2016,italy,canada,26.7,0.0,18.9
19/08/2023,italy,romania,30.2,0.0,17.3
19/08/2023,romania,italy,30.2,0.0,17.3
19/11/2016,france,australia,7.8,0.0,20.3
19/11/2016,australia,france,7.8,0.0,20.3
24/11/2018,england,australia,8.6,0.0,18.0
24/11/2018,australia,england,8.6,0.0,18.0
21/02/2026,wales,scotland,11.2,1.4,27.7
21/02/2026,scotland,wales,11.2,1.4,27.7
18/06/2016,south_africa,ireland,14.6,0.0,13.4
18/06/2016,ireland,south_africa,14.6,0.0,13.4
18/11/2017,scotland,new_zealand,4.0,0.0,18.0
18/11/2017,new_zealand,scotland,4.0,0.0,18.0
23/06/2017,samoa,wales,24.8,0.0,14.1
23/06/2017,wales,samoa,24.8,0.0,14.1
10/03/2018,ireland,scotland,9.6,1.0,24.2
10/03/2018,scotland,ireland,9.6,1.0,24.2
09/07/2022,new_zealand,ireland,5.1,0.2,26.6
09/07/2022,ireland,new_zealand,5.1,0.2,26.6
27/06/2026,barbarians,wales,15.6,0.2,5.1
27/06/2026,wales,barbarians,15.6,0.2,5.1
23/09/2015,australia,fiji,15.3,0.0,22.2
23/09/2015,fiji,australia,15.3,0.0,22.2
12/07/2025,fiji,scotland,25.1,0.0,15.2
12/07/2025,scotland,fiji,25.1,0.0,15.2
17/08/2019,italy,russia,25.5,0.0,8.0
17/08/2019,russia,italy,25.5,0.0,8.0
09/06/2018,japan,italy,23.9,0.0,4.8
09/06/2018,italy,japan,23.9,0.0,4.8
11/07/2026,australia,france,16.7,0.0,4.7
11/07/2026,france,australia,16.7,0.0,4.7
27/10/2018,new_zealand,australia,22.2,0.0,29.5
27/10/2018,australia,new_zealand,22.2,0.0,29.5
25/02/2017,scotland,wales,10.4,0.1,33.9
25/02/2017,wales,scotland,10.4,0.1,33.9
11/03/2023,italy,wales,20.6,0.0,8.7
11/03/2023,wales,italy,20.6,0.0,8.7
17/11/2018,scotland,south_africa,6.9,0.0,9.9
17/11/2018,south_africa,scotland,6.9,0.0,9.9
18/11/2017,italy,argentina,13.7,0.0,14.7
18/11/2017,argentina,italy,13.7,0.0,14.7
18/07/2026,australia,italy,15.4,0.0,9.2
18/07/2026,italy,australia,15.4,0.0,9.2
04/07/2026,argentina,scotland,8.7,0.0,12.8
04/07/2026,scotland,argentina,8.7,0.0,12.8
04/02/2023,wales,ireland,9.4,0.0,15.0
04/02/2023,ireland,wales,9.4,0.0,15.0
20/07/2024,chile,scotland,7.9,0.0,8.3
20/07/2024,scotland,chile,7.9,0.0,8.3
10/02/2024,england,wales,11.0,0.0,8.9
10/02/2024,wales,england,11.0,0.0,8.9
14/02/2015,england,italy,7.3,0.0,11.4
14/02/2015,italy,england,7.3,0.0,11.4
19/10/2019,new_zealand,ireland,21.8,0.0,28.3
19/10/2019,ireland,new_zealand,21.8,0.0,28.3
18/07/2026,south_africa,wales,21.7,0.0,3.1
18/07/2026,wales,south_africa,21.7,0.0,3.1
17/11/2018,england,japan,10.6,0.0,18.1
17/11/2018,japan,england,10.6,0.0,18.1
18/10/2015,australia,scotland,14.0,0.0,10.3
18/10/2015,scotland,australia,14.0,0.0,10.3
29/11/2025,wales,south_africa,7.3,0.0,15.0
29/11/2025,south_africa,wales,7.3,0.0,15.0
11/08/2019,england,wales,20.7,0.1,25.7
11/08/2019,wales,england,20.7,0.1,25.7
09/07/2022,argentina,scotland,22.7,0.0,5.9
09/07/2022,scotland,argentina,22.7,0.0,5.9
23/08/2025,south_africa,australia,14.2,0.1,21.3
23/08/2025,australia,south_africa,14.2,0.1,21.3
12/07/2025,south_africa,italy,14.1,0.0,10.1
12/07/2025,italy,south_africa,14.1,0.0,10.1
06/10/2019,new_zealand,namibia,21.5,0.4,24.2
06/10/2019,namibia,new_zealand,21.5,0.4,24.2
14/11/2017,france xv,new_zealand,5.9,0.0,22.6
14/11/2017,new_zealand,france xv,5.9,0.0,22.6
16/05/2015,uruguay,argentina,22.8,0.0,12.6
16/05/2015,argentina,uruguay,22.8,0.0,12.6
18/07/2026,argentina,england,25.9,0.0,19.4
18/07/2026,england,argentina,25.9,0.0,19.4
10/08/2024,australia,south_africa,22.2,0.0,13.9
10/08/2024,south_africa,australia,22.2,0.0,13.9
07/10/2017,argentina,australia,23.3,0.0,10.3
07/10/2017,australia,argentina,23.3,0.0,10.3
05/07/2024,samoa,italy,27.9,0.0,15.5
05/07/2024,italy,samoa,27.9,0.0,15.5
10/11/2018,wales,australia,10.4,0.5,16.6
10/11/2018,australia,wales,10.4,0.5,16.6
14/03/2021,scotland,ireland,6.4,0.0,19.7
14/03/2021,ireland,scotland,6.4,0.0,19.7
11/07/2026,new_zealand,italy,8.8,0.0,15.7
11/07/2026,italy,new_zealand,8.8,0.0,15.7
13/07/2021,australia,france,11.3,0.0,18.7
13/07/2021,france,australia,11.3,0.0,18.7
02/10/2019,new_zealand,canada,23.4,0.2,13.9
02/10/2019,canada,new_zealand,23.4,0.2,13.9
01/10/2016,south_africa,australia,27.9,0.0,17.9
01/10/2016,australia,south_africa,27.9,0.0,17.9
05/02/2023,italy,france,8.0,0.0,13.3
05/02/2023,france,italy,8.0,0.0,13.3
11/10/2015,italy,romania,13.6,0.0,15.6
11/10/2015,romania,italy,13.6,0.0,15.6
26/07/2025,australia,british & irish lions,11.0,0.7,14.4
26/07/2025,british & irish lions,australia,11.0,0.7,14.4
18/03/2017,ireland,england,12.2,0.0,32.6
18/03/2017,england,ireland,12.2,0.0,32.6
20/11/2021,italy,uruguay,9.2,0.0,7.7
20/11/2021,uruguay,italy,9.2,0.0,7.7
07/10/2015,south_africa,usa,13.8,0.0,16.6
07/10/2015,usa,south_africa,13.8,0.0,16.6
29/09/2018,argentina,new_zealand,19.5,0.0,26.4
29/09/2018,new_zealand,argentina,19.5,0.0,26.4
05/10/2019,australia,uruguay,24.5,0.0,10.1
05/10/2019,uruguay,australia,24.5,0.0,10.1
01/11/2019,new_zealand,wales,17.1,0.0,26.2
01/11/2019,wales,new_zealand,17.1,0.0,26.2
02/06/2018,south_africa,wales,24.7,0.3,8.8
02/06/2018,wales,south_africa,24.7,0.3,8.8
15/08/2015,new_zealand,australia,11.2,0.0,14.7
15/08/2015,australia,new_zealand,11.2,0.0,14.7
12/07/2025,new_zealand,france,13.1,0.0,28.3
12/07/2025,france,new_zealand,13.1,0.0,28.3
25/11/2017,ireland,argentina,4.5,0.0,25.9
25/11/2017,argentina,ireland,4.5,0.0,25.9
03/11/2018,japan,new_zealand,18.5,0.0,6.8
03/11/2018,new_zealand,japan,18.5,0.0,6.8
19/07/2025,australia,british & irish lions,14.1,0.0,7.0
19/07/2025,british & irish lions,australia,14.1,0.0,7.0
17/07/2021,new_zealand,fiji,14.7,0.0,29.5
17/07/2021,fiji,new_zealand,14.7,0.0,29.5
12/02/2023,england,italy,9.3,0.0,8.9
12/02/2023,italy,england,9.3,0.0,8.9
16/11/2025,scotland,argentina,5.3,0.0,9.0
16/11/2025,argentina,scotland,5.3,0.0,9.0
17/08/2024,new_zealand,argentina,14.6,3.3,30.5
17/08/2024,argentina,new_zealand,14.6,3.3,30.5
19/11/2016,scotland,argentina,3.2,0.0,10.0
19/11/2016,argentina,scotland,3.2,0.0,10.0
04/10/2019,south_africa,italy,22.7,0.0,24.1
04/10/2019,italy,south_africa,22.7,0.0,24.1
07/10/2017,south_africa,new_zealand,16.1,0.0,12.5
07/10/2017,new_zealand,south_africa,16.1,0.0,12.5
09/10/2015,new_zealand,tonga,10.6,0.0,6.6
09/10/2015,tonga,new_zealand,10.6,0.0,6.6
02/07/2022,japan,france,30.3,0.0,18.8
02/07/2022,france,japan,30.3,0.0,18.8
18/03/2017,scotland,italy,7.9,0.2,14.0
18/03/2017,italy,scotland,7.9,0.2,14.0
18/03/2023,scotland,italy,11.2,0.5,12.0
18/03/2023,italy,scotland,11.2,0.5,12.0
26/11/2016,france,new_zealand,6.7,0.0,9.2
26/11/2016,new_zealand,france,6.7,0.0,9.2
11/07/2026,japan,ireland,12.8,0.0,11.2
11/07/2026,ireland,japan,12.8,0.0,11.2
16/07/2022,australia,england,13.1,0.0,17.6
16/07/2022,england,australia,13.1,0.0,17.6
17/09/2023,australia,fiji,26.8,0.0,22.7
17/09/2023,fiji,australia,26.8,0.0,22.7
13/11/2022,scotland,new_zealand,14.3,0.0,6.6
13/11/2022,new_zealand,scotland,14.3,0.0,6.6
21/11/2020,wales,georgia,11.5,0.5,25.0
21/11/2020,georgia,wales,11.5,0.5,25.0
09/03/2025,england,italy,25.3,0.0,18.3
09/03/2025,italy,england,25.3,0.0,18.3
17/08/2019,south_africa,argentina,25.8,0.0,7.1
17/08/2019,argentina,south_africa,25.8,0.0,7.1
04/07/2026,new_zealand,france,12.8,0.3,21.4
04/07/2026,france,new_zealand,12.8,0.3,21.4
13/03/2016,scotland,france,12.4,0.0,10.2
13/03/2016,france,scotland,12.4,0.0,10.2
20/07/2024,uruguay,argentina,11.5,0.1,17.1
20/07/2024,argentina,uruguay,11.5,0.1,17.1
25/08/2023,new_zealand,south_africa,17.3,0.1,14.2
25/08/2023,south_africa,new_zealand,17.3,0.1,14.2
03/10/2015,england,australia,12.3,0.0,7.7
03/10/2015,australia,england,12.3,0.0,7.7
01/02/2020,wales,italy,9.4,0.0,37.6
01/02/2020,italy,wales,9.4,0.0,37.6
04/07/2026,south_africa,england,14.7,0.0,4.9
04/07/2026,england,south_africa,14.7,0.0,4.9
17/11/2024,italy,georgia,8.4,0.0,1.9
17/11/2024,georgia,italy,8.4,0.0,1.9
18/06/2016,japan,scotland,25.1,0.0,8.4
18/06/2016,scotland,japan,25.1,0.0,8.4
06/02/2022,france,italy,10.3,0.3,36.5
06/02/2022,italy,france,10.3,0.3,36.5
27/02/2016,italy,scotland,7.5,0.9,22.2
27/02/2016,scotland,italy,7.5,0.9,22.2
05/09/2021,australia,new_zealand,20.4,0.0,11.0
05/09/2021,new_zealand,australia,20.4,0.0,11.0
13/03/2021,england,france,8.3,0.4,27.8
13/03/2021,france,england,8.3,0.4,27.8
06/02/2015,wales,england,1.7,0.0,24.9
06/02/2015,england,wales,1.7,0.0,24.9
05/11/2022,ireland,south_africa,12.0,0.0,9.5
05/11/2022,south_africa,ireland,12.0,0.0,9.5
13/09/2025,australia,argentina,18.4,0.0,12.3
13/09/2025,argentina,australia,18.4,0.0,12.3
16/08/2025,argentina,new_zealand,16.0,0.0,11.9
16/08/2025,new_zealand,argentina,16.0,0.0,11.9
28/09/2024,new_zealand,australia,11.1,0.0,10.3
28/09/2024,australia,new_zealand,11.1,0.0,10.3
18/08/2018,south_africa,argentina,16.7,0.0,6.3
18/08/2018,argentina,south_africa,16.7,0.0,6.3
28/02/2015,scotland,italy,7.1,0.2,25.7
28/02/2015,italy,scotland,7.1,0.2,25.7
13/02/2021,scotland,wales,-1.1,0.1,10.0
13/02/2021,wales,scotland,-1.1,0.1,10.0
17/11/2018,italy,australia,8.5,0.2,15.8
17/11/2018,australia,italy,8.5,0.2,15.8
28/02/2015,france,wales,7.5,0.0,22.0
28/02/2015,wales,france,7.5,0.0,22.0
11/06/2016,australia,england,15.1,0.0,8.1
