date,team,opposition,venue,city,country,kickoff_utc,gmt_offset
07/09/2019,argentina,randwick,Coogee Oval,Sydney,Australia,2019-09-07T04:30:00+00:00,10.0
09/09/2023,italy,namibia,Stade Geoffroy-Guichard,Saint-Étienne,France,2023-09-09T11:00:00+00:00,2.0
09/09/2023,namibia,italy,Stade Geoffroy-Guichard,Saint-Étienne,France,2023-09-09T11:00:00+00:00,2.0
23/06/2018,south_africa,england,DHL Newlands,Cape Town,South Africa,2018-06-23T15:05:00+00:00,2.0
23/06/2018,england,south_africa,DHL Newlands,Cape Town,South Africa,2018-06-23T15:05:00+00:00,2.0
28/11/2020,argentina,new_zealand,McDonald Jones Stadium,Newcastle,Australia,2020-11-28T08:45:00+00:00,11.0
28/11/2020,new_zealand,argentina,McDonald Jones Stadium,Newcastle,Australia,2020-11-28T08:45:00+00:00,11.0
06/07/2024,argentina,france,Estadio Malvinas Argentinas,Mendoza,Argentina,2024-07-06T19:00:00+00:00,-3.0
06/07/2024,france,argentina,Estadio Malvinas Argentinas,Mendoza,Argentina,2024-07-06T19:00:00+00:00,-3.0
21/09/2019,france,argentina,Tokyo Stadium,Tokyo,Japan,2019-09-21T07:15:00+00:00,9.0
21/09/2019,argentina,france,Tokyo Stadium,Tokyo,Japan,2019-09-21T07:15:00+00:00,9.0
21/11/2020,argentina,australia,McDonald Jones Stadium,Newcastle,Australia,2020-11-21T08:45:00+00:00,11.0
21/11/2020,australia,argentina,McDonald Jones Stadium,Newcastle,Australia,2020-11-21T08:45:00+00:00,11.0
16/06/2017,new_zealand,samoa,Eden Park,Auckland,New Zealand,2017-06-16T08:00:00+00:00,12.0
16/06/2017,samoa,new_zealand,Eden Park,Auckland,New Zealand,2017-06-16T08:00:00+00:00,12.0
10/10/2015,england,uruguay,Manchester City Stadium,Manchester,England,2015-10-10T19:00:00+00:00,1.0
10/10/2015,uruguay,england,Manchester City Stadium,Manchester,England,2015-10-10T19:00:00+00:00,1.0
09/09/2017,australia,south_africa,nib Stadium,Perth,Australia,2017-09-09T10:00:00+00:00,8.0
09/09/2017,south_africa,australia,nib Stadium,Perth,Australia,2017-09-09T10:00:00+00:00,8.0
05/10/2023,new_zealand,uruguay,OL Stadium,Lyon,France,2023-10-05T19:00:00+00:00,2.0
05/10/2023,uruguay,new_zealand,OL Stadium,Lyon,France,2023-10-05T19:00:00+00:00,2.0
17/11/2018,ireland,new_zealand,Aviva Stadium,Dublin,Ireland,2018-11-17T19:00:00+00:00,0.0
17/11/2018,new_zealand,ireland,Aviva Stadium,Dublin,Ireland,2018-11-17T19:00:00+00:00,0.0
10/07/2021,england,canada,Twickenham,London,England,2021-07-10T14:00:00+00:00,1.0
10/07/2021,canada,england,Twickenham,London,England,2021-07-10T14:00:00+00:00,1.0
31/08/2024,argentina,australia,Estadio Jorge Hirschi,Buenos Aires,Argentina,2024-08-31T22:00:00+00:00,-3.0
31/08/2024,australia,argentina,Estadio Jorge Hirschi,Buenos Aires,Argentina,2024-08-31T22:00:00+00:00,-3.0
15/10/2023,england,fiji,Stade de Marseille,Marseille,France,2023-10-15T15:00:00+00:00,2.0
15/10/2023,fiji,england,Stade de Marseille,Marseille,France,2023-10-15T15:00:00+00:00,2.0
08/02/2025,england,france,Allianz Stadium,London,England,2025-02-08T16:45:00+00:00,0.0
08/02/2025,france,england,Allianz Stadium,London,England,2025-02-08T16:45:00+00:00,0.0
25/09/2021,australia,argentina,Queensland Country Bank Stadium,Townsville,Australia,2021-09-25T10:05:00+00:00,10.0
25/09/2021,argentina,australia,Queensland Country Bank Stadium,Townsville,Australia,2021-09-25T10:05:00+00:00,10.0
23/02/2025,italy,france,Stadio Olimpico,Roma,Italy,2025-02-23T15:00:00+00:00,1.0
23/02/2025,france,italy,Stadio Olimpico,Roma,Italy,2025-02-23T15:00:00+00:00,1.0
18/03/2017,france,wales,Stade de France,Saint-Denis,France,2017-03-18T14:45:00+00:00,1.0
18/03/2017,wales,france,Stade de France,Saint-Denis,France,2017-03-18T14:45:00+00:00,1.0
26/11/2022,wales,australia,Principality Stadium,Cardiff,Wales,2022-11-26T15:15:00+00:00,0.0
26/11/2022,australia,wales,Principality Stadium,Cardiff,Wales,2022-11-26T15:15:00+00:00,0.0
24/11/2018,ireland,usa,Aviva Stadium,Dublin,Ireland,2018-11-24T18:30:00+00:00,0.0
24/11/2018,usa,ireland,Aviva Stadium,Dublin,Ireland,2018-11-24T18:30:00+00:00,0.0
26/09/2015,south_africa,samoa,Villa Park,Birmingham,England,2015-09-26T15:45:00+00:00,1.0
26/09/2015,samoa,south_africa,Villa Park,Birmingham,England,2015-09-26T15:45:00+00:00,1.0
03/10/2019,ireland,russia,Kobe Misaki Stadium,Kobe City,Japan,2019-10-03T10:15:00+00:00,9.0
03/10/2019,russia,ireland,Kobe Misaki Stadium,Kobe City,Japan,2019-10-03T10:15:00+00:00,9.0
05/09/2015,england,ireland,Twickenham,London,England,2015-09-05T13:30:00+00:00,1.0
05/09/2015,ireland,england,Twickenham,London,England,2015-09-05T13:30:00+00:00,1.0
02/11/2019,england,south_africa,International Stadium Yokohama,"Kanagawa Prefecture, Yokohama City",Japan,2019-11-02T09:00:00+00:00,9.0
02/11/2019,south_africa,england,International Stadium Yokohama,"Kanagawa Prefecture, Yokohama City",Japan,2019-11-02T09:00:00+00:00,9.0
10/07/2022,georgia,italy,Adjarabet Arena,Batumi,Georgia,2022-07-10T16:00:00+00:00,4.0
10/07/2022,italy,georgia,Adjarabet Arena,Batumi,Georgia,2022-07-10T16:00:00+00:00,4.0
20/06/2025,british & irish lions,argentina,Aviva Stadium,Dublin,Ireland,2025-06-20T19:00:00+00:00,1.0
20/06/2025,argentina,british & irish lions,Aviva Stadium,Dublin,Ireland,2025-06-20T19:00:00+00:00,1.0
11/03/2017,england,scotland,Twickenham,London,England,2017-03-11T16:00:00+00:00,0.0
11/03/2017,scotland,england,Twickenham,London,England,2017-03-11T16:00:00+00:00,0.0
07/09/2024,argentina,australia,Estadio Brigadier Estanislao López,Santa Fe,Argentina,2024-09-07T19:00:00+00:00,-3.0
07/09/2024,australia,argentina,Estadio Brigadier Estanislao López,Santa Fe,Argentina,2024-09-07T19:00:00+00:00,-3.0
22/02/2025,england,scotland,Allianz Stadium,London,England,2025-02-22T16:45:00+00:00,0.0
22/02/2025,scotland,england,Allianz Stadium,London,England,2025-02-22T16:45:00+00:00,0.0
11/02/2024,ireland,italy,Aviva Stadium,Dublin,Ireland,2024-02-11T15:00:00+00:00,0.0
11/02/2024,italy,ireland,Aviva Stadium,Dublin,Ireland,2024-02-11T15:00:00+00:00,0.0
09/09/2023,england,argentina,Stade de Marseille,Marseille,France,2023-09-09T19:00:00+00:00,2.0
09/09/2023,argentina,england,Stade de Marseille,Marseille,France,2023-09-09T19:00:00+00:00,2.0
18/07/2026,fiji,scotland,Murrayfield,Edinburgh,Scotland,2026-07-18T13:10:00+00:00,1.0
18/07/2026,scotland,fiji,Murrayfield,Edinburgh,Scotland,2026-07-18T13:10:00+00:00,1.0
06/09/2025,australia,argentina,Queensland Country Bank Stadium,Townsville,Australia,2025-09-06T04:30:00+00:00,10.0
06/09/2025,argentina,australia,Queensland Country Bank Stadium,Townsville,Australia,2025-09-06T04:30:00+00:00,10.0
08/03/2025,ireland,france,Aviva Stadium,Dublin,Ireland,2025-03-08T14:15:00+00:00,0.0
08/03/2025,france,ireland,Aviva Stadium,Dublin,Ireland,2025-03-08T14:15:00+00:00,0.0
29/10/2022,japan,new_zealand,National Kasumigaoka Stadium,Tokyo,Japan,2022-10-29T05:50:00+00:00,9.0
29/10/2022,new_zealand,japan,National Kasumigaoka Stadium,Tokyo,Japan,2022-10-29T05:50:00+00:00,9.0
14/02/2015,ireland,france,Aviva Stadium,Dublin,Ireland,2015-02-14T17:00:00+00:00,0.0
14/02/2015,france,ireland,Aviva Stadium,Dublin,Ireland,2015-02-14T17:00:00+00:00,0.0
11/11/2017,england,argentina,Twickenham,London,England,2017-11-11T14:30:00+00:00,0.0
11/11/2017,argentina,england,Twickenham,London,England,2017-11-11T14:30:00+00:00,0.0
24/09/2022,south_africa,argentina,Hollywoodbets Kings Park,Durban,South Africa,2022-09-24T15:05:00+00:00,2.0
24/09/2022,argentina,south_africa,Hollywoodbets Kings Park,Durban,South Africa,2022-09-24T15:05:00+00:00,2.0
09/03/2019,england,italy,Twickenham,London,England,2019-03-09T16:45:00+00:00,0.0
09/03/2019,italy,england,Twickenham,London,England,2019-03-09T16:45:00+00:00,0.0
12/09/2021,south_africa,australia,CBUS Super Stadium,Robina,Australia,2021-09-12T10:05:00+00:00,10.0
12/09/2021,australia,south_africa,CBUS Super Stadium,Robina,Australia,2021-09-12T10:05:00+00:00,10.0
15/11/2025,italy,south_africa,Allianz Stadium,Turin,Italy,2025-11-15T12:40:00+00:00,1.0
15/11/2025,south_africa,italy,Allianz Stadium,Turin,Italy,2025-11-15T12:40:00+00:00,1.0
17/09/2016,australia,argentina,nib Stadium,Perth,Australia,2016-09-17T10:05:00+00:00,8.0
17/09/2016,argentina,australia,nib Stadium,Perth,Australia,2016-09-17T10:05:00+00:00,8.0
02/02/2019,ireland,england,Aviva Stadium,Dublin,Ireland,2019-02-02T16:45:00+00:00,0.0
02/02/2019,england,ireland,Aviva Stadium,Dublin,Ireland,2019-02-02T16:45:00+00:00,0.0
23/11/2025,scotland,tonga,Murrayfield,Edinburgh,Scotland,2025-11-23T13:40:00+00:00,0.0
23/11/2025,tonga,scotland,Murrayfield,Edinburgh,Scotland,2025-11-23T13:40:00+00:00,0.0
10/09/2016,new_zealand,argentina,Waikato Stadium,Hamilton,New Zealand,2016-09-10T07:35:00+00:00,12.0
10/09/2016,argentina,new_zealand,Waikato Stadium,Hamilton,New Zealand,2016-09-10T07:35:00+00:00,12.0
04/02/2017,scotland,ireland,Murrayfield,Edinburgh,Scotland,2017-02-04T14:25:00+00:00,0.0
04/02/2017,ireland,scotland,Murrayfield,Edinburgh,Scotland,2017-02-04T14:25:00+00:00,0.0
03/07/2021,ireland,japan,Aviva Stadium,Dublin,Ireland,2021-07-03T12:00:00+00:00,1.0
03/07/2021,japan,ireland,Aviva Stadium,Dublin,Ireland,2021-07-03T12:00:00+00:00,1.0
05/08/2023,scotland,france,Murrayfield,Edinburgh,Scotland,2023-08-05T14:15:00+00:00,1.0
05/08/2023,france,scotland,Murrayfield,Edinburgh,Scotland,2023-08-05T14:15:00+00:00,1.0
21/09/2019,australia,fiji,Sapporo Dome,Sapporo,Japan,2019-09-21T04:45:00+00:00,9.0
21/09/2019,fiji,australia,Sapporo Dome,Sapporo,Japan,2019-09-21T04:45:00+00:00,9.0
07/03/2026,scotland,france,Murrayfield,Edinburgh,Scotland,2026-03-07T14:10:00+00:00,0.0
07/03/2026,france,scotland,Murrayfield,Edinburgh,Scotland,2026-03-07T14:10:00+00:00,0.0
17/06/2017,japan,ireland,Shizuoka Stadium Ecopa,Shizuoka Prefecture,Japan,2017-06-17T05:00:00+00:00,9.0
17/06/2017,ireland,japan,Shizuoka Stadium Ecopa,Shizuoka Prefecture,Japan,2017-06-17T05:00:00+00:00,9.0
30/11/2024,ireland,australia,Aviva Stadium,Dublin,Ireland,2024-11-30T15:10:00+00:00,0.0
30/11/2024,australia,ireland,Aviva Stadium,Dublin,Ireland,2024-11-30T15:10:00+00:00,0.0
14/11/2020,england,georgia,Twickenham,London,England,2020-11-14T15:00:00+00:00,0.0
14/11/2020,georgia,england,Twickenham,London,England,2020-11-14T15:00:00+00:00,0.0
06/10/2018,argentina,australia,Estadio Padre Ernesto Martearena,Salta,Argentina,2018-10-06T22:40:00+00:00,-3.0
06/10/2018,australia,argentina,Estadio Padre Ernesto Martearena,Salta,Argentina,2018-10-06T22:40:00+00:00,-3.0
29/09/2019,australia,wales,Tokyo Stadium,Tokyo,Japan,2019-09-29T07:45:00+00:00,9.0
29/09/2019,wales,australia,Tokyo Stadium,Tokyo,Japan,2019-09-29T07:45:00+00:00,9.0
07/10/2023,england,samoa,Stade Pierre-Mauroy,Lille,France,2023-10-07T15:45:00+00:00,2.0
07/10/2023,samoa,england,Stade Pierre-Mauroy,Lille,France,2023-10-07T15:45:00+00:00,2.0
23/06/2018,argentina,scotland,Estadio Centenario,"Resistencia, Chaco",Argentina,2018-06-23T19:40:00+00:00,-3.0
23/06/2018,scotland,argentina,Estadio Centenario,"Resistencia, Chaco",Argentina,2018-06-23T19:40:00+00:00,-3.0
12/07/2024,usa,scotland,Audi Field,Washington D.C.,United States,2024-07-12T22:30:00+00:00,-4.0
12/07/2024,scotland,usa,Audi Field,Washington D.C.,United States,2024-07-12T22:30:00+00:00,-4.0
15/07/2023,new_zealand,south_africa,Mount Smart Stadium,Auckland,New Zealand,2023-07-15T07:05:00+00:00,12.0
15/07/2023,south_africa,new_zealand,Mount Smart Stadium,Auckland,New Zealand,2023-07-15T07:05:00+00:00,12.0
23/10/2021,japan,australia,Showa Denco Dome,Oita Prefecture,Japan,2021-10-23T04:45:00+00:00,9.0
23/10/2021,australia,japan,Showa Denco Dome,Oita Prefecture,Japan,2021-10-23T04:45:00+00:00,9.0
29/11/2020,ireland,georgia,Aviva Stadium,Dublin,Ireland,2020-11-29T14:00:00+00:00,0.0
29/11/2020,georgia,ireland,Aviva Stadium,Dublin,Ireland,2020-11-29T14:00:00+00:00,0.0
13/11/2020,ireland,wales,Aviva Stadium,Dublin,Ireland,2020-11-13T19:00:00+00:00,0.0
13/11/2020,wales,ireland,Aviva Stadium,Dublin,Ireland,2020-11-13T19:00:00+00:00,0.0
02/07/2022,new_zealand,ireland,Eden Park,Auckland,New Zealand,2022-07-02T07:05:00+00:00,12.0
02/07/2022,ireland,new_zealand,Eden Park,Auckland,New Zealand,2022-07-02T07:05:00+00:00,12.0
24/10/2020,france,wales,Stade de France,Saint-Denis,France,2020-10-24T19:10:00+00:00,2.0
24/10/2020,wales,france,Stade de France,Saint-Denis,France,2020-10-24T19:10:00+00:00,2.0
18/07/2026,new_zealand,ireland,Eden Park,Auckland,New Zealand,2026-07-18T07:10:00+00:00,12.0
18/07/2026,ireland,new_zealand,Eden Park,Auckland,New Zealand,2026-07-18T07:10:00+00:00,12.0
05/02/2022,scotland,england,Murrayfield,Edinburgh,Scotland,2022-02-05T16:45:00+00:00,0.0
05/02/2022,england,scotland,Murrayfield,Edinburgh,Scotland,2022-02-05T16:45:00+00:00,0.0
17/06/2017,south_africa,france,King's Park,Durban,South Africa,2017-06-17T15:00:00+00:00,2.0
17/06/2017,france,south_africa,King's Park,Durban,South Africa,2017-06-17T15:00:00+00:00,2.0
18/08/2018,australia,new_zealand,ANZ Stadium,Sydney,Australia,2018-08-18T09:45:00+00:00,10.0
18/08/2018,new_zealand,australia,ANZ Stadium,Sydney,Australia,2018-08-18T09:45:00+00:00,10.0
26/11/2016,wales,south_africa,Principality Stadium,Cardiff,Wales,2016-11-26T17:30:00+00:00,0.0
26/11/2016,south_africa,wales,Principality Stadium,Cardiff,Wales,2016-11-26T17:30:00+00:00,0.0
15/11/2024,ireland,argentina,Aviva Stadium,Dublin,Ireland,2024-11-15T20:10:00+00:00,0.0
15/11/2024,argentina,ireland,Aviva Stadium,Dublin,Ireland,2024-11-15T20:10:00+00:00,0.0
24/11/2018,france,fiji,Stade de France,Saint-Denis,France,2018-11-24T20:05:00+00:00,1.0
24/11/2018,fiji,france,Stade de France,Saint-Denis,France,2018-11-24T20:05:00+00:00,1.0
19/11/2022,wales,georgia,Principality Stadium,Cardiff,Wales,2022-11-19T13:00:00+00:00,0.0
19/11/2022,georgia,wales,Principality Stadium,Cardiff,Wales,2022-11-19T13:00:00+00:00,0.0
08/11/2024,ireland,new_zealand,Aviva Stadium,Dublin,Ireland,2024-11-08T20:10:00+00:00,0.0
08/11/2024,new_zealand,ireland,Aviva Stadium,Dublin,Ireland,2024-11-08T20:10:00+00:00,0.0
05/12/2020,ireland,scotland,Aviva Stadium,Dublin,Ireland,2020-12-05T14:15:00+00:00,0.0
05/12/2020,scotland,ireland,Aviva Stadium,Dublin,Ireland,2020-12-05T14:15:00+00:00,0.0
09/03/2024,italy,scotland,Stadio Olimpico,Roma,Italy,2024-03-09T14:15:00+00:00,1.0
09/03/2024,scotland,italy,Stadio Olimpico,Roma,Italy,2024-03-09T14:15:00+00:00,1.0
14/11/2021,france,georgia,Matmut-Atlantique,Bordeaux,France,2021-11-14T13:00:00+00:00,1.0
14/11/2021,georgia,france,Matmut-Atlantique,Bordeaux,France,2021-11-14T13:00:00+00:00,1.0
26/08/2017,argentina,south_africa,Estadio Padre Ernesto Martearena,Salta,Argentina,2017-08-26T19:40:00+00:00,-3.0
26/08/2017,south_africa,argentina,Estadio Padre Ernesto Martearena,Salta,Argentina,2017-08-26T19:40:00+00:00,-3.0
19/11/2016,italy,south_africa,Stadio Artemio Franchi,Florence,Italy,2016-11-19T14:00:00+00:00,1.0
19/11/2016,south_africa,italy,Stadio Artemio Franchi,Florence,Italy,2016-11-19T14:00:00+00:00,1.0
15/11/2025,wales,japan,Principality Stadium,Cardiff,Wales,2025-11-15T17:40:00+00:00,0.0
15/11/2025,japan,wales,Principality Stadium,Cardiff,Wales,2025-11-15T17:40:00+00:00,0.0
12/02/2022,france,ireland,Stade de France,Saint-Denis,France,2022-02-12T16:45:00+00:00,1.0
12/02/2022,ireland,france,Stade de France,Saint-Denis,France,2022-02-12T16:45:00+00:00,1.0
04/10/2015,argentina,tonga,Leicester City Stadium,Leicester,England,2015-10-04T13:30:00+00:00,1.0
04/10/2015,tonga,argentina,Leicester City Stadium,Leicester,England,2015-10-04T13:30:00+00:00,1.0
23/02/2020,england,ireland,Twickenham,London,England,2020-02-23T15:00:00+00:00,0.0
23/02/2020,ireland,england,Twickenham,London,England,2020-02-23T15:00:00+00:00,0.0
10/10/2015,australia,wales,Twickenham,London,England,2015-10-10T15:45:00+00:00,1.0
10/10/2015,wales,australia,Twickenham,London,England,2015-10-10T15:45:00+00:00,1.0
04/02/2017,england,france,Twickenham,London,England,2017-02-04T16:50:00+00:00,0.0
04/02/2017,france,england,Twickenham,London,England,2017-02-04T16:50:00+00:00,0.0
06/07/2024,south_africa,ireland,Loftus Versfeld,Pretoria,South Africa,2024-07-06T15:00:00+00:00,2.0
06/07/2024,ireland,south_africa,Loftus Versfeld,Pretoria,South Africa,2024-07-06T15:00:00+00:00,2.0
22/09/2019,england,tonga,Sapporo Dome,Sapporo,Japan,2019-09-22T10:15:00+00:00,9.0
22/09/2019,tonga,england,Sapporo Dome,Sapporo,Japan,2019-09-22T10:15:00+00:00,9.0
05/09/2015,france,scotland,Stade de France,Saint-Denis,France,2015-09-05T19:00:00+00:00,2.0
05/09/2015,scotland,france,Stade de France,Saint-Denis,France,2015-09-05T19:00:00+00:00,2.0
17/06/2017,australia,scotland,Allianz Stadium,Sydney,Australia,2017-06-17T05:00:00+00:00,10.0
17/06/2017,scotland,australia,Allianz Stadium,Sydney,Australia,2017-06-17T05:00:00+00:00,10.0
25/08/2018,argentina,south_africa,Estadio Malvinas Argentinas,Mendoza,Argentina,2018-08-25T19:10:00+00:00,-3.0
25/08/2018,south_africa,argentina,Estadio Malvinas Argentinas,Mendoza,Argentina,2018-08-25T19:10:00+00:00,-3.0
22/02/2020,wales,france,Principality Stadium,Cardiff,Wales,2020-02-22T16:45:00+00:00,0.0
22/02/2020,france,wales,Principality Stadium,Cardiff,Wales,2020-02-22T16:45:00+00:00,0.0
24/02/2018,ireland,wales,Aviva Stadium,Dublin,Ireland,2018-02-24T14:15:00+00:00,0.0
24/02/2018,wales,ireland,Aviva Stadium,Dublin,Ireland,2018-02-24T14:15:00+00:00,0.0
07/02/2026,england,wales,Allianz Stadium,London,England,2026-02-07T16:40:00+00:00,0.0
07/02/2026,wales,england,Allianz Stadium,London,England,2026-02-07T16:40:00+00:00,0.0
11/07/2026,fiji,england,Hill Dickinson Stadium,Liverpool,England,2026-07-11T13:10:00+00:00,1.0
11/07/2026,england,fiji,Hill Dickinson Stadium,Liverpool,England,2026-07-11T13:10:00+00:00,1.0
26/09/2019,italy,canada,Fukuoka Hakatanomori Stadium,"Fukuoka Prefecture, Fukuoka City",Japan,2019-09-26T07:45:00+00:00,9.0
26/09/2019,canada,italy,Fukuoka Hakatanomori Stadium,"Fukuoka Prefecture, Fukuoka City",Japan,2019-09-26T07:45:00+00:00,9.0
09/10/2019,scotland,russia,Shizuoka Stadium Ecopa,Shizuoka Prefecture,Japan,2019-10-09T07:15:00+00:00,9.0
09/10/2019,russia,scotland,Shizuoka Stadium Ecopa,Shizuoka Prefecture,Japan,2019-10-09T07:15:00+00:00,9.0
03/09/2022,new_zealand,argentina,FMG Stadium,Hamilton,New Zealand,2022-09-03T07:05:00+00:00,12.0
03/09/2022,argentina,new_zealand,FMG Stadium,Hamilton,New Zealand,2022-09-03T07:05:00+00:00,12.0
20/08/2016,australia,new_zealand,ANZ Stadium,Sydney,Australia,2016-08-20T10:05:00+00:00,10.0
20/08/2016,new_zealand,australia,ANZ Stadium,Sydney,Australia,2016-08-20T10:05:00+00:00,10.0
06/07/2024,new_zealand,england,Forsyth Barr Stadium,Dunedin,New Zealand,2024-07-06T07:05:00+00:00,12.0
06/07/2024,england,new_zealand,Forsyth Barr Stadium,Dunedin,New Zealand,2024-07-06T07:05:00+00:00,12.0
12/07/2025,portugal,ireland,Estadio Nacional,Lisbon,Portugal,2025-07-12T18:00:00+00:00,1.0
12/07/2025,ireland,portugal,Estadio Nacional,Lisbon,Portugal,2025-07-12T18:00:00+00:00,1.0
24/11/2024,scotland,australia,Murrayfield,Edinburgh,Scotland,2024-11-24T13:40:00+00:00,0.0
24/11/2024,australia,scotland,Murrayfield,Edinburgh,Scotland,2024-11-24T13:40:00+00:00,0.0
19/09/2015,france,italy,Twickenham,London,England,2015-09-19T19:00:00+00:00,1.0
19/09/2015,italy,france,Twickenham,London,England,2015-09-19T19:00:00+00:00,1.0
06/09/2019,scotland,georgia,Murrayfield,Edinburgh,Scotland,2019-09-06T18:30:00+00:00,1.0
06/09/2019,georgia,scotland,Murrayfield,Edinburgh,Scotland,2019-09-06T18:30:00+00:00,1.0
09/11/2024,england,australia,Allianz Stadium,London,England,2024-11-09T15:10:00+00:00,0.0
09/11/2024,australia,england,Allianz Stadium,London,England,2024-11-09T15:10:00+00:00,0.0
12/11/2016,ireland,canada,Aviva Stadium,Dublin,Ireland,2016-11-12T19:15:00+00:00,0.0
12/11/2016,canada,ireland,Aviva Stadium,Dublin,Ireland,2016-11-12T19:15:00+00:00,0.0
20/11/2021,wales,australia,Principality Stadium,Cardiff,Wales,2021-11-20T17:30:00+00:00,0.0
20/11/2021,australia,wales,Principality Stadium,Cardiff,Wales,2021-11-20T17:30:00+00:00,0.0
17/03/2018,wales,france,Principality Stadium,Cardiff,Wales,2018-03-17T17:00:00+00:00,0.0
17/03/2018,france,wales,Principality Stadium,Cardiff,Wales,2018-03-17T17:00:00+00:00,0.0
02/11/2024,england,new_zealand,Allianz Stadium,London,England,2024-11-02T15:10:00+00:00,0.0
02/11/2024,new_zealand,england,Allianz Stadium,London,England,2024-11-02T15:10:00+00:00,0.0
16/03/2024,ireland,scotland,Aviva Stadium,Dublin,Ireland,2024-03-16T16:45:00+00:00,0.0
16/03/2024,scotland,ireland,Aviva Stadium,Dublin,Ireland,2024-03-16T16:45:00+00:00,0.0
20/10/2023,argentina,new_zealand,Stade de France,Saint-Denis,France,2023-10-20T19:00:00+00:00,2.0
20/10/2023,new_zealand,argentina,Stade de France,Saint-Denis,France,2023-10-20T19:00:00+00:00,2.0
22/08/2015,italy,scotland,Stadio Olimpico,Turin,Italy,2015-08-22T18:00:00+00:00,2.0
22/08/2015,scotland,italy,Stadio Olimpico,Turin,Italy,2015-08-22T18:00:00+00:00,2.0
17/08/2019,new_zealand,australia,Eden Park,Auckland,New Zealand,2019-08-17T07:35:00+00:00,12.0
17/08/2019,australia,new_zealand,Eden Park,Auckland,New Zealand,2019-08-17T07:35:00+00:00,12.0
03/12/2016,england,australia,Twickenham,London,England,2016-12-03T14:30:00+00:00,0.0
03/12/2016,australia,england,Twickenham,London,England,2016-12-03T14:30:00+00:00,0.0
06/10/2023,france,italy,OL Stadium,Lyon,France,2023-10-06T19:00:00+00:00,2.0
06/10/2023,italy,france,OL Stadium,Lyon,France,2023-10-06T19:00:00+00:00,2.0
11/06/2016,argentina,italy,Estadio Brigadier Estanislao López,Santa Fe,Argentina,2016-06-11T18:45:00+00:00,-3.0
11/06/2016,italy,argentina,Estadio Brigadier Estanislao López,Santa Fe,Argentina,2016-06-11T18:45:00+00:00,-3.0
20/10/2019,japan,south_africa,Tokyo Stadium,Tokyo,Japan,2019-10-20T10:15:00+00:00,9.0
20/10/2019,south_africa,japan,Tokyo Stadium,Tokyo,Japan,2019-10-20T10:15:00+00:00,9.0
15/08/2015,argentina,south_africa,Velez Sarsfield Stadium,Buenos Aires,Argentina,2015-08-15T19:40:00+00:00,-3.0
15/08/2015,south_africa,argentina,Velez Sarsfield Stadium,Buenos Aires,Argentina,2015-08-15T19:40:00+00:00,-3.0
24/06/2017,japan,ireland,Tokyo Stadium,Tokyo,Japan,2017-06-24T05:40:00+00:00,9.0
24/06/2017,ireland,japan,Tokyo Stadium,Tokyo,Japan,2017-06-24T05:40:00+00:00,9.0
19/11/2016,ireland,new_zealand,Aviva Stadium,Dublin,Ireland,2016-11-19T17:30:00+00:00,0.0
19/11/2016,new_zealand,ireland,Aviva Stadium,Dublin,Ireland,2016-11-19T17:30:00+00:00,0.0
13/07/2024,argentina,france,Estadio José Amalfitani,Buenos Aires,Argentina,2024-07-13T19:00:00+00:00,-3.0
13/07/2024,france,argentina,Estadio José Amalfitani,Buenos Aires,Argentina,2024-07-13T19:00:00+00:00,-3.0
05/08/2023,new_zealand,australia,Forsyth Barr Stadium,Dunedin,New Zealand,2023-08-05T02:35:00+00:00,12.0
05/08/2023,australia,new_zealand,Forsyth Barr Stadium,Dunedin,New Zealand,2023-08-05T02:35:00+00:00,12.0
14/02/2021,ireland,france,Aviva Stadium,Dublin,Ireland,2021-02-14T15:00:00+00:00,0.0
14/02/2021,france,ireland,Aviva Stadium,Dublin,Ireland,2021-02-14T15:00:00+00:00,0.0
09/11/2024,italy,argentina,Bluenergy Stadium,Udine,Italy,2024-11-09T17:40:00+00:00,1.0
09/11/2024,argentina,italy,Bluenergy Stadium,Udine,Italy,2024-11-09T17:40:00+00:00,1.0
03/10/2015,south_africa,scotland,St James Park,Newcastle upon Tyne,England,2015-10-03T15:45:00+00:00,1.0
03/10/2015,scotland,south_africa,St James Park,Newcastle upon Tyne,England,2015-10-03T15:45:00+00:00,1.0
02/10/2015,new_zealand,georgia,Millennium Stadium,Cardiff,Wales,2015-10-02T19:00:00+00:00,1.0
02/10/2015,georgia,new_zealand,Millennium Stadium,Cardiff,Wales,2015-10-02T19:00:00+00:00,1.0
17/09/2022,argentina,south_africa,Estadio Libertadores de América,"Avellaneda, Buenos Aires",Argentina,2022-09-17T19:10:00+00:00,-3.0
17/09/2022,south_africa,argentina,Estadio Libertadores de América,"Avellaneda, Buenos Aires",Argentina,2022-09-17T19:10:00+00:00,-3.0
19/07/2024,queensland reds,wales,Suncorp Stadium,Brisbane,Australia,2024-07-19T09:55:00+00:00,11.0
19/07/2024,wales,queensland reds,Suncorp Stadium,Brisbane,Australia,2024-07-19T09:55:00+00:00,11.0
02/07/2022,australia,england,Optus Stadium,Perth,Australia,2022-07-02T09:55:00+00:00,8.0
02/07/2022,england,australia,Optus Stadium,Perth,Australia,2022-07-02T09:55:00+00:00,8.0
29/08/2015,ireland,wales,Aviva Stadium,Dublin,Ireland,2015-08-29T13:30:00+00:00,1.0
