url,match_id,competition,season,team,home_away,player,Tries,Metres_Gained,Carries,Defenders_Beaten,Clean_Breaks,Passes,Offloads,Turnovers_Conceded,Try_Assists,Points_Scored,Tackles_Attempted,Missed_Tackles,Turnovers_Won,Kicks_In_Play,Conversions,Penalty_Goals,Drop_Goals,Throws_Won,Lineouts_Won,Lineout_Steals,Penalties_Conceded,Red_Cards,Yellow_Cards
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Lawrence,1,27,14,6,1,3,0,1,0,5,8,3,0,0,0,0,0,0,0,0,1,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Dingwall,1,23,10,1,0,17,1,3,0,5,9,3,0,0,0,0,0,0,0,0,1,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Arundell,0,62,12,1,1,6,2,3,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Ford,0,84,13,1,1,38,0,3,0,6,8,0,0,6,3,0,0,0,0,0,0,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Mitchell,0,8,4,0,0,36,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Pollock,0,28,10,4,0,4,1,2,0,0,9,1,1,1,0,0,0,0,0,0,1,0,1
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Earl,0,31,20,0,0,3,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Curry,0,1,2,0,0,3,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Chessum,0,5,3,0,0,5,0,2,0,0,10,4,0,0,0,0,0,0,6,0,1,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Itoje,0,5,4,1,0,3,0,0,0,0,12,1,0,0,0,0,0,0,4,0,0,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Heyes,0,6,6,2,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Cowan-Dickie,0,3,4,0,0,1,0,1,0,0,6,2,0,0,0,0,0,4,0,0,0,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Genge,0,6,7,2,0,2,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,George,0,5,5,0,0,1,1,0,0,0,8,1,0,0,0,0,0,10,0,0,2,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Rodd,0,1,1,0,0,2,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Davison,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Coles,0,6,3,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Pepper,0,10,2,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,Underhill,1,6,1,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.englandrugby.com/fixtures-and-results/match-centre/six-nations-2026-england-v-ireland-match-centre,947110,209,2026,England,home,van Poortvliet,0,17,3,1,0,48,0,0,1,0,1,2,0,6,0,0,0,0,0,0,1,0,0
