date,tournament,home_team,away_team,home_score,away_score,result,elo_home,elo_away,elo_diff,form5_home,form5_away,pdiff5_home,pdiff5_away,rest_days_home,rest_days_away,rank_prev_home,rank_prev_away,coach_tenure_home,coach_tenure_away,avg_age_home,avg_age_away,n_hist_home,n_hist_away,combo_avg_home,combo_avg_away,combo_min_home,combo_min_away,combo_front_row_home,combo_locks_home,combo_back_row_home,combo_lineout_unit_home,combo_halfbacks_home,combo_inside_backs_home,combo_back_three_home,combo_spine_home,combo_front_row_away,combo_locks_away,combo_back_row_away,combo_lineout_unit_away,combo_halfbacks_away,combo_inside_backs_away,combo_back_three_away,combo_spine_away,cards5_home,cards5_away
2022-08-13,rc,south_africa,new_zealand,23.0,35.0,l,1795.9,1787.6,8.3,0.6,0.2,6.6,-5.8,7,7,3,4,17,25,29.39,27.36,79,87,8.375,4.875,0.0,0.0,0,31,10,0,2,23,1,0,0,16,5,1,15,1,1,0,0.6,1.2
2022-08-27,rc,australia,south_africa,25.0,17.0,w,1597.0,1765.4,-168.4,0.4,0.6,-5.2,4.4,14,14,6,3,25,18,27.5,29.9,35,80,1.625,11.5,0.0,0.0,3,0,2,0,4,2,2,0,1,32,11,1,23,24,0,0,1.0,0.6
2022-08-27,rc,new_zealand,argentina,18.0,25.0,l,1818.1,1499.0,319.0,0.4,0.6,-0.4,0.8,14,14,5,9,26,5,27.15,27.3,88,78,5.875,4.0,1.0,0.0,1,17,6,2,16,2,2,1,0,17,5,4,5,1,0,0,1.2,0.4
2022-09-03,rc,australia,south_africa,8.0,24.0,l,1623.5,1738.8,-115.2,0.4,0.4,-4.0,2.2,7,7,7,3,26,19,27.75,29.94,36,81,2.625,5.75,1.0,0.0,4,1,3,1,5,3,3,1,9,33,3,1,0,0,0,0,0.8,0.8
2022-09-03,rc,new_zealand,argentina,53.0,3.0,w,1785.5,1531.7,253.8,0.2,0.6,-6.4,0.6,7,7,4,9,27,6,27.89,27.82,89,79,6.875,4.875,2.0,0.0,2,18,7,3,17,3,3,2,1,26,1,1,4,2,4,0,1.2,0.4
2022-09-15,rc,australia,new_zealand,37.0,39.0,l,1600.9,1795.4,-194.5,0.4,0.4,-5.6,5.8,12,12,6,5,27,28,27.92,27.65,37,90,0.125,8.0,0.0,0.0,0,0,1,0,0,0,0,0,3,35,0,0,18,4,4,0,0.6,0.6
2022-09-17,rc,argentina,south_africa,20.0,36.0,l,1521.7,1761.5,-239.7,0.6,0.6,-4.8,5.6,14,14,7,3,7,20,28.88,29.38,80,82,4.875,6.75,0.0,1.0,0,18,6,5,6,2,1,1,10,34,4,2,1,1,1,1,0.4,1.2
2022-09-24,rc,new_zealand,australia,40.0,14.0,w,1801.8,1594.5,207.3,0.6,0.4,8.2,-5.2,9,9,4,8,29,28,27.68,27.56,91,38,8.25,0.5,0.0,0.0,0,36,3,8,19,0,0,0,1,0,0,0,1,1,1,0,0.8,1.2
2022-09-24,rc,south_africa,argentina,38.0,21.0,w,1774.9,1508.3,266.5,0.6,0.4,5.6,-8.6,7,7,3,6,21,8,29.9,28.81,83,81,6.75,5.75,0.0,1.0,11,35,3,3,0,0,2,0,1,19,7,6,7,4,1,1,1.6,0.8
2022-11-05,eoyt,ireland,south_africa,19.0,16.0,w,1855.9,1781.7,74.3,0.8,0.6,7.2,5.8,112,42,2,3,27,22,29.13,29.92,27,84,4.375,7.5,0.0,0.0,4,11,8,4,8,0,0,0,12,36,4,4,2,2,0,0,0.4,1.6
2022-11-05,eoyt,france,australia,30.0,29.0,w,1777.9,1599.7,178.2,1.0,0.4,11.8,-7.0,119,6,3,9,27,30,27.01,28.53,27,40,3.25,0.875,0.0,0.0,6,0,2,0,13,5,0,0,1,1,1,1,1,2,0,0,0.0,1.6
2022-11-05,eoyt,wales,new_zealand,23.0,55.0,l,1569.5,1815.3,-245.8,0.2,0.8,-4.6,15.6,112,7,8,4,30,31,28.54,27.77,95,93,1.125,5.375,0.0,0.0,0,9,0,0,0,0,0,0,1,19,0,2,20,1,0,0,1.0,1.0
2022-11-06,tour,england,argentina,29.0,30.0,l,1727.3,1501.5,225.8,0.4,0.4,-3.8,-9.0,113,43,5,8,27,9,27.42,27.71,27,82,0.875,6.75,0.0,0.0,2,0,0,0,4,0,1,0,4,20,8,7,8,5,0,2,1.0,1.4
2022-11-12,eoyt,france,south_africa,30.0,26.0,w,1780.5,1773.2,7.3,1.0,0.6,8.2,7.6,7,7,2,3,28,23,27.27,30.3,28,85,4.25,3.5,1.0,0.0,7,1,3,1,14,6,1,1,1,20,2,2,0,3,0,0,0.0,1.6
2022-11-12,eoyt,italy,australia,28.0,27.0,w,1352.4,1597.1,-244.8,0.8,0.2,12.6,-8.8,7,7,14,6,12,31,26.3,26.15,82,41,0.75,0.5,0.0,0.0,1,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.6,1.4
2022-11-12,eoyt,wales,argentina,20.0,13.0,w,1553.4,1512.0,41.4,0.2,0.4,-10.2,-15.0,7,6,7,8,31,10,28.78,28.1,96,83,2.125,5.75,0.0,0.0,0,10,3,1,3,0,0,0,0,21,9,0,9,6,1,0,1.0,1.4
2022-11-13,eoyt,scotland,new_zealand,23.0,31.0,l,1579.9,1831.4,-251.5,0.4,1.0,5.4,23.4,8,8,9,4,88,32,28.83,27.53,88,94,5.875,3.875,0.0,0.0,0,2,10,0,23,2,10,0,0,20,4,4,0,3,0,0,0.6,0.8
2022-11-19,tour,england,new_zealand,25.0,25.0,d,1721.4,1841.2,-119.8,0.6,1.0,9.6,15.0,7,6,5,3,29,33,28.38,28.38,29,95,2.25,9.0,0.0,0.0,4,9,0,1,2,1,1,0,2,37,0,9,21,2,0,1,0.8,0.8
2022-11-19,eoyt,ireland,australia,13.0,10.0,w,1866.7,1587.8,278.8,0.8,0.2,3.8,-5.8,7,7,1,7,29,32,28.21,27.94,29,42,3.875,1.5,0.0,0.0,5,12,9,5,0,0,0,0,3,2,2,2,2,1,0,0,0.4,1.2
2022-11-19,eoyt,scotland,argentina,52.0,29.0,w,1570.0,1497.4,72.6,0.4,0.2,5.4,-17.8,6,7,8,6,89,11,27.69,27.86,89,84,7.25,7.125,0.0,0.0,1,19,0,0,24,3,11,0,0,22,10,8,10,3,1,3,0.8,1.4
2022-11-19,eoyt,italy,south_africa,21.0,63.0,l,1361.6,1760.2,-398.6,0.8,0.6,12.6,8.4,7,7,12,4,13,24,26.04,29.27,83,86,1.5,1.125,0.0,0.0,2,6,1,0,1,1,1,0,2,0,5,0,1,0,1,0,0.6,2.0
2022-11-26,tour,england,south_africa,13.0,27.0,l,1723.1,1768.2,-45.1,0.7,0.6,10.0,13.6,7,7,5,4,30,25,27.98,28.57,30,87,3.375,1.375,0.0,0.0,6,10,0,5,3,2,0,1,3,2,0,0,2,4,0,0,0.4,1.6
2022-11-26,eoyt,wales,australia,34.0,39.0,l,1557.3,1584.8,-27.4,0.4,0.2,-8.2,-6.0,7,7,7,8,33,33,28.7,26.69,98,43,2.875,1.0,0.0,0.0,2,13,0,4,4,0,0,0,5,3,0,0,0,0,0,0,0.6,1.4
2023-02-04,6n,england,scotland,23.0,29.0,l,1695.4,1589.6,105.8,0.5,0.4,5.6,5.4,70,77,5,9,31,90,27.15,29.34,31,90,0.875,0.5,0.0,0.0,2,0,0,0,4,1,0,0,0,3,0,1,0,0,0,0,0.4,1.2
2023-02-04,6n,wales,ireland,10.0,34.0,l,1538.0,1869.7,-331.7,0.2,1.0,-9.4,9.0,70,77,9,1,34,30,29.29,29.46,99,30,4.0,5.5,0.0,0.0,1,14,1,5,11,0,0,0,0,13,10,6,9,1,4,1,0.8,0.4
2023-02-05,6n,italy,france,24.0,29.0,l,1353.7,1795.7,-442.0,0.6,1.0,2.8,9.4,78,77,11,2,14,30,26.87,26.67,84,30,2.0,3.75,0.0,0.0,1,7,2,1,2,2,0,1,8,1,5,0,15,1,0,0,0.2,0.4
2023-02-11,6n,ireland,france,32.0,19.0,w,1879.4,1798.7,80.7,1.0,1.0,11.6,6.6,7,6,1,2,31,31,29.51,27.12,31,31,5.375,4.75,0.0,1.0,1,14,11,0,10,2,5,0,9,2,6,1,16,2,1,1,0.2,0.6
2023-02-11,6n,scotland,wales,35.0,7.0,w,1616.4,1528.3,88.1,0.6,0.2,7.2,-11.0,7,7,7,9,91,1,29.14,28.01,91,100,2.125,2.125,1.0,0.0,6,4,1,2,1,1,1,1,3,0,0,0,12,1,1,0,1.2,1.0
2023-02-12,6n,england,italy,31.0,14.0,w,1668.6,1350.7,317.9,0.3,0.4,3.6,-4.6,8,7,5,12,1,15,26.67,26.66,32,85,1.125,2.75,0.0,0.0,3,1,0,1,0,3,1,0,0,8,3,2,3,3,1,2,0.4,0.2
2023-02-25,6n,wales,england,10.0,20.0,l,1509.0,1673.8,-164.8,0.2,0.5,-10.2,7.2,14,13,9,6,2,2,28.04,27.29,101,33,3.0,1.875,0.0,0.0,2,15,0,6,0,0,1,0,4,2,1,2,1,4,0,1,1.4,0.4
2023-02-25,6n,italy,ireland,20.0,34.0,l,1345.6,1895.1,-549.5,0.4,1.0,-6.2,12.2,13,14,12,1,16,32,26.68,28.14,86,32,3.75,2.375,0.0,0.0,2,9,4,3,11,0,1,0,0,7,5,1,0,0,6,0,0.4,0.0
2023-02-26,6n,france,scotland,32.0,21.0,w,1783.0,1635.8,147.3,0.8,0.8,3.0,13.0,15,15,2,5,32,92,26.99,29.33,32,92,5.875,4.25,2.0,2.0,11,3,7,2,17,3,2,2,7,5,11,3,2,2,2,2,0.8,1.2
2023-03-11,6n,england,france,10.0,53.0,l,1689.5,1793.9,-104.4,0.5,0.8,1.4,5.0,14,13,6,2,3,33,27.05,27.4,34,33,2.5,5.25,0.0,0.0,5,3,2,3,5,1,1,0,0,4,6,3,18,8,3,0,0.2,1.2
2023-03-11,6n,italy,wales,17.0,29.0,l,1343.1,1493.2,-150.0,0.2,0.0,-15.4,-13.6,14,14,13,9,17,3,26.67,28.06,87,102,4.375,2.0,0.0,0.0,3,10,5,4,12,1,0,0,10,1,2,0,0,1,2,0,0.4,1.2
2023-03-12,6n,scotland,ireland,7.0,22.0,l,1624.9,1897.5,-272.6,0.6,1.0,7.6,14.4,14,15,5,1,93,33,29.07,29.17,93,33,4.5,6.5,0.0,0.0,8,18,1,0,3,3,3,0,6,8,12,0,11,8,7,0,1.2,0.0
2023-03-18,6n,ireland,england,29.0,16.0,w,1908.7,1658.0,250.7,1.0,0.4,13.8,-7.2,6,7,1,6,34,4,29.28,27.55,34,35,5.625,1.375,0.0,0.0,7,1,13,0,11,5,8,0,6,0,3,0,2,0,0,0,0.0,0.2
2023-03-18,6n,france,wales,41.0,28.0,w,1825.4,1511.1,314.3,0.8,0.2,12.8,-11.0,7,7,2,10,34,4,27.6,29.39,34,103,6.125,7.625,0.0,0.0,10,0,7,0,19,9,4,0,11,16,4,7,20,3,0,0,0.8,1.0
2023-03-18,6n,scotland,italy,26.0,14.0,w,1613.7,1325.2,288.5,0.6,0.0,6.2,-18.0,6,7,5,13,94,18,27.59,26.33,94,88,1.25,1.25,0.0,0.0,9,0,0,0,1,0,0,0,1,0,6,0,0,3,0,0,1.0,0.8
2023-07-08,rc,south_africa,australia,43.0,12.0,w,1795.9,1604.1,191.7,0.6,0.4,13.2,0.2,224,224,4,8,26,34,29.66,28.39,88,44,0.5,1.125,0.0,0.0,4,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,1.6,1.2
2023-07-08,rc,argentina,new_zealand,12.0,41.0,l,1477.9,1839.5,-361.6,0.2,0.9,-12.4,14.6,231,231,6,3,12,34,28.08,28.47,85,96,4.375,1.125,0.0,0.0,0,23,0,1,11,0,0,0,0,0,8,0,1,0,0,0,2.2,0.8
2023-07-15,rc,australia,argentina,31.0,34.0,l,1592.0,1469.1,122.9,0.2,0.2,-6.2,-15.0,7,7,7,8,1,13,28.02,29.05,45,86,2.375,5.125,0.0,0.0,5,0,4,0,6,4,0,0,5,24,0,0,12,0,0,0,1.2,2.0
2023-07-15,rc,new_zealand,south_africa,35.0,20.0,w,1848.3,1808.0,40.3,0.9,0.6,15.2,16.0,7,7,3,4,35,27,28.07,30.6,97,89,5.875,7.375,0.0,0.0,3,7,9,3,22,3,0,0,5,37,0,3,3,0,11,0,0.8,1.2
2023-07-29,rc,australia,new_zealand,7.0,38.0,l,1572.5,1867.8,-295.3,0.2,0.9,-6.6,16.8,14,14,7,3,2,36,27.85,28.6,46,98,0.375,5.75,0.0,1.0,1,1,0,1,0,0,0,0,4,8,1,4,23,4,1,1,1.4,0.4
2023-07-29,tour,scotland,italy,25.0,13.0,w,1619.1,1319.8,299.3,0.6,0.0,4.0,-12.0,133,133,5,14,95,19,26.94,26.35,95,89,0.125,0.25,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6,1.0
2023-07-29,rc,south_africa,argentina,22.0,21.0,w,1788.4,1488.6,299.8,0.6,0.4,13.6,-11.0,14,14,4,8,28,14,30.5,27.64,90,87,2.375,1.375,0.0,0.0,13,3,1,0,0,0,2,0,6,0,1,0,1,3,0,0,1.0,1.2
2023-08-05,friendly,wales,england,20.0,9.0,w,1506.3,1651.2,-144.9,0.2,0.4,-12.6,-7.0,140,140,9,6,5,5,26.84,26.57,104,36,0.0,0.375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.6,0.6
2023-08-05,friendly,ireland,italy,33.0,17.0,w,1915.5,1314.8,600.8,1.0,0.0,15.8,-13.4,140,7,1,14,35,20,28.3,26.24,35,90,0.0,2.125,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,13,2,0,0,0.0,1.0
2023-08-05,friendly,scotland,france,25.0,21.0,w,1624.2,1830.2,-206.1,0.6,0.8,5.2,11.8,7,140,5,2,96,35,28.3,25.96,96,35,1.875,0.125,0.0,0.0,0,6,0,0,4,4,1,0,0,0,0,0,1,0,0,0,0.6,0.8
2023-08-05,rc,new_zealand,australia,23.0,20.0,w,1880.4,1560.0,320.4,0.9,0.2,16.6,-12.6,7,7,3,8,37,3,28.23,27.16,99,47,4.75,0.375,0.0,0.0,0,38,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.4,1.6
2023-08-05,rc,argentina,south_africa,13.0,24.0,l,1487.2,1789.8,-302.5,0.2,0.8,-11.4,14.6,7,7,7,4,15,29,28.12,29.28,88,91,3.25,0.375,0.0,0.0,7,0,2,0,13,4,0,0,0,1,0,0,1,1,0,0,1.2,0.6
2023-08-12,friendly,england,wales,19.0,17.0,w,1622.3,1535.2,87.1,0.4,0.4,-8.0,-5.6,7,7,6,9,6,6,28.18,27.81,37,105,0.375,0.125,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0.6,0.4
2023-08-12,friendly,france,scotland,30.0,27.0,w,1809.7,1644.7,164.9,0.6,0.6,10.0,0.4,7,7,3,5,36,97,27.56,29.17,36,97,4.625,4.75,0.0,0.0,1,2,0,2,20,10,0,2,1,7,0,0,25,5,0,0,0.6,0.8
2023-08-19,friendly,ireland,england,29.0,10.0,w,1916.5,1628.6,287.8,1.0,0.4,14.2,-11.0,14,7,1,6,36,7,29.13,28.86,36,38,4.25,2.25,0.0,0.0,8,15,0,0,1,1,9,0,7,1,1,0,9,0,0,0,0.0,1.6
2023-08-19,friendly,wales,south_africa,16.0,52.0,l,1528.9,1798.4,-269.6,0.4,0.8,-0.4,8.4,7,14,9,4,7,30,26.45,29.66,106,92,0.625,2.5,0.0,0.0,0,3,0,2,0,0,0,0,14,0,5,0,0,1,0,0,0.4,0.8
2023-08-25,rc,new_zealand,south_africa,7.0,35.0,l,1882.8,1813.3,69.6,0.9,0.8,15.6,12.8,20,6,2,4,38,31,27.78,30.31,100,93,6.75,6.5,0.0,0.0,1,21,0,1,24,5,2,0,15,21,12,3,0,0,1,0,0.2,0.6
2023-08-27,friendly,france,australia,41.0,17.0,w,1818.1,1557.6,260.5,0.8,0.2,14.4,-12.6,8,22,3,8,38,4,27.99,26.03,38,48,3.125,0.5,0.0,0.0,0,5,8,4,7,0,1,0,1,0,1,0,2,0,0,0,0.0,1.4
2023-09-08,wc,france,new_zealand,27.0,13.0,w,1826.0,1838.5,-12.6,0.8,0.8,10.6,10.0,12,14,4,2,39,39,27.43,28.58,39,101,3.25,6.625,0.0,0.0,1,3,9,3,8,0,2,0,0,22,0,3,25,0,3,0,0.0,0.8
2023-09-09,wc,argentina,england,10.0,27.0,l,1528.4,1588.9,-60.4,0.4,0.2,4.2,-9.8,14,14,7,6,17,9,28.32,28.55,90,40,8.25,0.875,0.0,0.0,8,25,11,1,14,5,2,0,0,5,0,0,1,1,0,0,0.2,2.0
2023-09-10,wc,scotland,south_africa,3.0,18.0,l,1644.8,1857.5,-212.7,0.8,0.8,10.4,12.2,15,16,5,3,99,32,28.6,30.48,99,94,4.5,5.875,0.0,0.0,10,8,2,1,6,7,2,0,16,22,6,0,1,2,0,0,0.6,0.8
2023-09-23,wc,ireland,south_africa,13.0,8.0,w,1929.7,1876.9,52.9,1.0,1.0,31.2,33.2,7,6,1,2,40,34,29.77,30.66,40,96,9.375,5.375,0.0,0.0,6,17,15,2,13,11,11,0,6,23,7,1,2,3,1,0,0.2,0.6
2023-09-24,wc,australia,wales,6.0,40.0,l,1539.3,1560.6,-21.3,0.2,0.6,-9.0,-0.2,7,8,7,8,7,10,26.94,28.75,51,109,0.625,7.625,0.0,1.0,1,1,0,1,0,0,2,0,2,12,1,5,27,5,8,1,1.2,1.2
2023-09-29,wc,italy,new_zealand,17.0,96.0,l,1451.1,1820.5,-369.4,0.8,0.6,24.0,12.0,9,14,12,4,25,41,26.89,29.55,95,103,5.375,6.75,1.0,0.0,4,2,10,2,16,6,2,1,0,9,2,5,26,6,4,2,0.8,1.4
2023-10-06,wc,france,italy,60.0,7.0,w,1853.5,1440.2,413.3,1.0,0.8,33.2,11.4,15,7,3,11,42,26,27.75,27.35,42,96,2.5,3.875,0.0,0.0,2,5,8,0,2,2,1,0,0,13,11,0,4,1,2,0,0.2,0.6
2023-10-07,wc,ireland,scotland,36.0,14.0,w,1941.7,1658.8,283.0,1.0,0.6,29.0,24.2,14,7,1,5,41,102,30.15,28.57,41,102,8.375,8.0,0.0,1.0,9,4,16,0,14,12,12,0,11,9,4,2,26,8,3,1,0.2,0.2
2023-10-14,wc,ireland,new_zealand,28.0,24.0,w,1948.5,1836.8,111.7,1.0,0.6,29.6,35.6,7,9,1,4,42,43,29.78,29.06,42,105,9.375,8.5,1.0,0.0,10,5,17,1,15,13,13,1,5,10,10,6,27,7,0,3,0.2,1.4
2023-10-14,wc,argentina,wales,29.0,17.0,w,1566.7,1610.7,-44.0,0.8,0.8,23.4,9.6,6,7,9,7,21,12,29.22,27.51,94,111,7.25,7.625,0.0,0.0,10,28,1,2,5,7,5,0,3,13,0,2,28,6,9,0,0.4,1.0
2023-10-15,wc,france,south_africa,28.0,29.0,l,1857.7,1868.4,-10.7,1.0,0.8,40.4,29.0,9,14,2,3,43,36,27.98,31.33,43,98,4.25,6.75,0.0,0.0,3,6,9,1,10,3,2,0,7,24,13,2,2,4,2,0,0.2,0.2
2023-10-20,wc,argentina,new_zealand,6.0,44.0,l,1590.7,1828.5,-237.8,0.8,0.6,14.0,40.4,6,6,8,4,22,44,29.04,28.73,95,106,9.5,10.75,0.0,1.0,11,29,2,3,17,8,6,0,6,23,11,4,28,8,5,1,0.4,1.0
2023-10-21,wc,england,south_africa,15.0,16.0,l,1671.7,1876.3,-204.5,1.0,0.8,23.4,23.6,6,6,6,3,14,37,29.27,31.34,45,99,1.0,7.75,0.0,1.0,0,1,3,0,1,1,2,0,8,25,14,3,3,5,3,1,0.4,0.2
2023-10-27,wc,argentina,england,23.0,26.0,l,1573.2,1667.9,-94.7,0.8,0.8,9.8,19.8,7,6,7,5,23,15,29.18,28.01,96,46,3.875,2.0,0.0,0.0,12,2,3,0,6,1,7,0,0,9,0,1,4,2,0,0,0.2,0.0
2023-10-28,wc,new_zealand,south_africa,11.0,12.0,l,1845.9,1880.1,-34.2,0.8,0.8,50.8,20.8,8,7,2,1,45,38,29.12,31.32,107,100,10.625,11.75,4.0,0.0,7,11,12,7,29,9,6,4,9,26,15,4,24,12,4,0,1.0,0.2
2024-02-02,6n,france,ireland,17.0,38.0,l,1849.8,1956.8,-107.0,0.8,1.0,35.4,29.6,110,111,2,1,44,43,27.68,29.39,44,43,3.0,3.75,0.0,0.0,4,0,10,0,3,4,3,0,11,0,18,0,1,0,0,0,0.2,0.2
2024-02-03,6n,italy,england,24.0,27.0,l,1436.1,1679.9,-243.7,0.6,0.8,-9.2,16.0,120,99,11,5,27,16,25.66,27.52,97,47,4.0,2.25,0.0,0.0,2,14,12,1,0,3,0,0,1,10,0,3,4,0,0,0,0.4,0.0
2024-02-03,6n,wales,scotland,26.0,27.0,l,1586.7,1652.0,-65.3,0.8,0.6,14.4,20.4,112,119,7,5,13,103,25.95,28.34,112,103,0.375,4.0,0.0,0.0,0,2,0,0,1,0,0,0,12,1,2,0,8,9,0,0,0.6,0.2
2024-02-10,6n,england,wales,16.0,14.0,w,1686.3,1580.0,106.2,0.8,0.6,2.4,13.0,7,7,5,8,17,14,27.53,26.38,48,113,3.25,0.5,1.0,0.0,2,11,1,4,5,1,1,1,0,3,0,0,0,0,1,0,0.2,0.4
2024-02-10,6n,scotland,france,16.0,20.0,l,1658.6,1824.3,-165.7,0.6,0.6,15.2,28.4,7,8,6,4,104,45,27.76,27.64,104,45,4.25,3.5,0.0,0.0,13,2,0,0,9,10,0,0,5,0,11,0,4,5,3,0,0.6,0.8
2024-02-11,6n,ireland,italy,36.0,0.0,w,1982.3,1429.7,552.7,1.0,0.4,19.0,-14.0,9,8,2,11,44,1,27.88,25.55,44,98,0.875,5.0,0.0,0.0,1,1,1,0,1,2,1,0,3,15,0,0,17,4,1,0,0.4,0.6
2024-02-24,6n,scotland,england,30.0,21.0,w,1648.1,1692.1,-44.0,0.6,0.8,17.4,2.6,14,14,6,5,105,18,28.25,27.86,105,49,5.75,2.75,0.0,0.0,14,3,5,1,10,11,2,0,3,12,2,5,0,0,0,0,0.6,0.6
2024-02-24,6n,ireland,wales,31.0,7.0,w,1984.0,1574.2,409.7,1.0,0.4,17.6,8.6,13,14,2,8,45,15,29.45,26.42,45,114,4.5,1.375,0.0,0.0,12,1,19,1,2,1,0,0,1,4,1,1,1,1,2,0,0.2,0.4
2024-02-25,6n,france,italy,13.0,13.0,d,1834.8,1428.0,406.8,0.6,0.2,26.2,-30.0,15,14,4,11,46,2,27.96,25.21,46,99,2.625,2.125,0.0,0.0,6,0,0,0,5,6,4,0,0,16,0,0,0,1,0,0,0.8,0.8
2024-03-09,6n,england,ireland,23.0,22.0,w,1670.6,1987.4,-316.8,0.6,1.0,-0.4,21.4,14,14,5,2,19,46,27.85,29.68,50,46,1.75,5.625,0.0,1.0,4,2,0,1,6,1,0,0,13,2,20,2,3,2,2,1,0.6,0.6
2024-03-09,6n,italy,scotland,31.0,29.0,w,1436.7,1669.6,-232.8,0.1,0.6,-34.2,13.6,13,14,11,6,3,106,25.43,28.51,100,106,3.625,3.0,0.0,0.0,5,17,0,1,1,5,0,0,15,4,0,2,0,0,3,0,0.4,0.8
2024-03-10,6n,wales,france,24.0,45.0,l,1570.8,1826.1,-255.3,0.2,0.5,-3.0,7.0,15,14,8,4,16,47,25.97,27.36,115,47,2.625,2.875,0.0,0.0,2,14,0,0,2,0,3,0,11,0,12,0,0,0,0,0,0.4,1.2
2024-03-16,6n,france,england,33.0,31.0,w,1839.7,1680.4,159.3,0.5,0.8,0.6,0.0,6,7,4,5,48,20,27.37,28.56,48,51,3.875,2.75,1.0,1.0,12,1,13,1,1,1,1,1,5,3,1,2,7,2,1,1,1.2,0.6
2024-03-16,6n,ireland,scotland,17.0,13.0,w,1977.5,1655.1,322.4,0.8,0.4,16.8,-3.6,7,7,2,6,47,107,29.47,28.17,47,107,6.625,5.0,2.0,0.0,14,3,21,3,4,3,3,2,16,5,1,3,11,0,4,0,0.8,0.8
2024-03-16,6n,wales,italy,21.0,24.0,l,1557.2,1451.3,106.0,0.0,0.3,-12.0,-18.0,6,7,8,10,17,4,25.91,25.28,116,101,2.375,8.5,0.0,0.0,0,5,2,2,3,2,4,1,6,18,13,7,18,6,0,0,0.2,0.4
2024-06-22,tour,south_africa,wales,41.0,13.0,w,1887.4,1538.1,349.3,0.8,0.0,5.8,-10.2,238,98,1,8,39,18,29.51,25.63,101,117,3.375,0.0,0.0,0.0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2
2024-07-06,tour,new_zealand,england,16.0,15.0,w,1838.6,1683.7,154.9,0.6,0.6,37.0,5.4,252,14,2,5,46,22,28.58,26.9,108,53,1.625,2.5,0.0,1.0,8,3,0,0,1,1,0,0,3,5,1,4,1,3,2,1,1.2,1.0
2024-07-06,tour,south_africa,ireland,27.0,20.0,w,1892.5,1980.3,-87.8,1.0,0.8,12.4,16.8,14,112,1,2,1,48,30.62,29.16,102,48,10.0,6.375,1.0,0.0,4,28,3,3,25,13,3,1,15,4,22,4,2,4,0,0,0.8,1.0
2024-07-06,tour,argentina,france,13.0,28.0,l,1561.2,1844.2,-283.0,0.6,0.7,7.4,1.2,253,112,7,4,24,49,27.84,25.02,97,49,3.375,0.0,0.0,0.0,2,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0.2,1.2
2024-07-06,tour,australia,wales,25.0,16.0,w,1529.7,1533.1,-3.4,0.4,0.0,-5.0,-15.6,279,14,10,10,9,19,26.43,25.62,53,118,0.125,0.125,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.8,0.6
2024-07-13,tour,new_zealand,england,24.0,17.0,w,1841.5,1680.8,160.7,0.6,0.4,21.4,4.8,7,7,3,5,1,23,28.2,26.3,109,54,2.375,2.375,0.0,0.0,9,4,1,1,1,2,1,0,0,6,2,5,2,4,0,0,1.2,0.6
2024-07-13,tour,south_africa,ireland,24.0,25.0,l,1914.1,1958.7,-44.6,1.0,0.6,7.6,11.2,7,7,1,2,2,49,30.64,29.65,103,49,11.0,1.375,2.0,0.0,5,29,4,4,26,14,4,2,7,2,0,0,1,0,1,0,1.0,1.0
2024-07-13,tour,argentina,france,33.0,25.0,w,1550.6,1857.9,-307.3,0.4,0.9,-6.4,10.6,7,3,7,4,25,51,27.58,25.39,98,51,0.5,0.5,0.0,0.0,0,0,1,0,2,1,0,0,1,0,0,0,1,1,1,0,0.0,0.4
2024-07-13,tour,australia,wales,36.0,28.0,w,1548.9,1513.8,35.1,0.6,0.0,1.6,-17.0,7,7,9,10,1,20,26.93,25.41,54,119,0.75,0.75,0.0,0.0,1,1,0,0,2,1,1,0,1,2,0,0,1,1,1,0,0.8,0.6
2024-08-10,rc,australia,south_africa,7.0,33.0,l,1570.1,1909.4,-339.2,0.8,0.8,2.8,15.6,21,21,9,1,3,4,26.37,30.26,56,105,1.0,2.375,0.0,0.0,0,0,0,0,3,5,0,0,6,8,0,0,0,0,5,0,0.6,1.6
2024-08-10,rc,new_zealand,argentina,30.0,38.0,l,1856.8,1601.2,255.6,0.8,0.4,17.4,5.2,22,21,3,7,3,27,27.71,27.25,111,100,1.75,5.5,0.0,0.0,10,0,2,0,2,0,0,0,1,1,14,0,19,9,0,0,0.8,0.0
2024-08-17,rc,australia,south_africa,12.0,30.0,l,1560.6,1918.9,-358.3,0.8,0.8,4.4,20.6,7,7,9,1,4,5,26.61,28.81,57,106,1.875,0.125,0.0,0.0,0,0,1,0,6,6,2,0,1,0,0,0,0,0,0,0,0.8,1.8
