date,tournament,home_team,away_team,home_score,away_score,result,elo_home,elo_away,elo_diff,form5_home,form5_away,pdiff5_home,pdiff5_away,rest_days_home,rest_days_away,rank_prev_home,rank_prev_away,coach_tenure_home,coach_tenure_away,avg_age_home,avg_age_away,n_hist_home,n_hist_away,combo_avg_home,combo_avg_away,combo_min_home,combo_min_away,combo_front_row_home,combo_locks_home,combo_back_row_home,combo_lineout_unit_home,combo_halfbacks_home,combo_inside_backs_home,combo_back_three_home,combo_spine_home,combo_front_row_away,combo_locks_away,combo_back_row_away,combo_lineout_unit_away,combo_halfbacks_away,combo_inside_backs_away,combo_back_three_away,combo_spine_away,cards5_home,cards5_away
2020-03-08,6n,scotland,france,28.0,17.0,w,1567.1,1587.5,-20.3,0.4,1.0,11.4,8.0,15,15,9,6,63,3,27.22,24.85,63,3,1.875,1.75,0.0,0.0,2,0,1,0,6,1,5,0,0,3,3,3,3,1,0,1,0.0,0.6666666666666666
2020-10-11,rc,new_zealand,australia,16.0,16.0,d,1889.0,1624.4,264.6,0.8,0.6,33.6,8.8,345,358,3,6,62,10,26.9,26.6,62,10,1.375,0.0,0.0,0.0,0,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0
2020-10-18,rc,new_zealand,australia,27.0,7.0,w,1881.7,1631.7,250.0,0.7,0.5,21.0,5.2,7,7,2,7,1,1,27.01,26.47,63,11,1.625,0.5,0.0,0.0,0,0,3,0,7,3,0,0,0,1,0,0,1,1,1,0,0.6,0.0
2020-10-24,6n,ireland,italy,50.0,17.0,w,1726.7,1325.3,401.4,0.6666666666666666,0.2,1.6666666666666667,-15.4,244,245,4,13,3,3,28.08,26.17,3,60,0.5,1.25,0.0,0.0,0,0,0,0,3,1,0,0,0,0,8,0,0,0,2,0,0.3333333333333333,0.6
2020-10-24,6n,france,wales,38.0,21.0,w,1565.6,1671.5,-105.8,0.75,0.2,3.25,0.4,230,231,5,6,4,4,25.91,27.98,4,69,3.0,4.5,1.0,0.0,3,4,4,4,4,1,2,2,1,8,2,0,19,0,6,0,1.25,0.0
2020-10-31,6n,england,italy,34.0,5.0,w,1735.9,1321.4,414.4,0.75,0.0,3.75,-30.2,238,7,3,14,4,4,26.66,25.91,4,61,0.125,1.75,0.0,0.0,1,0,0,0,0,0,0,0,1,1,9,1,1,1,0,0,0.75,0.6
2020-10-31,6n,france,ireland,35.0,27.0,w,1596.8,1730.6,-133.8,0.8,0.75,6.0,9.5,7,7,6,4,5,4,25.76,28.18,5,4,3.5,1.5,0.0,1.0,4,5,5,5,5,2,0,2,1,1,1,1,4,2,1,1,1.0,0.5
2020-10-31,rc,australia,new_zealand,5.0,43.0,l,1623.9,1889.6,-265.7,0.5,0.7,2.0,12.6,13,13,5,2,2,2,25.79,27.1,12,64,0.5,2.125,0.0,0.0,0,2,1,1,0,0,0,0,0,4,0,0,8,4,1,0,0.0,0.2
2020-10-31,6n,wales,scotland,10.0,14.0,l,1640.3,1597.0,43.3,0.2,0.6,1.6,11.0,7,8,7,8,5,65,28.15,27.3,70,65,2.625,2.25,0.0,0.0,0,0,0,0,20,1,0,0,4,3,0,0,11,0,0,0,0.0,0.0
2020-11-07,rc,australia,new_zealand,24.0,22.0,w,1608.6,1904.9,-296.3,0.3,0.7,-12.6,13.8,7,7,6,2,3,3,25.23,26.25,13,65,0.125,3.125,0.0,0.0,1,0,0,0,0,0,0,0,1,11,0,1,10,2,0,0,0.2,0.4
2020-11-13,tour,ireland,wales,32.0,9.0,w,1705.6,1619.9,85.6,0.6,0.0,6.0,-7.6,13,13,4,7,5,6,28.19,28.32,5,71,0.0,3.5,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,21,2,1,1,0.6,0.0
2020-11-14,eoyt,italy,scotland,17.0,28.0,l,1317.9,1617.3,-299.4,0.0,0.8,-26.8,13.2,14,14,14,8,5,66,25.58,27.5,62,66,2.375,0.75,0.0,0.0,2,2,10,2,2,0,0,1,1,4,1,0,0,0,0,0,0.4,0.0
2020-11-14,tour,argentina,new_zealand,25.0,15.0,w,1409.7,1889.5,-479.8,0.4,0.7,1.8,15.8,402,7,10,2,57,4,26.91,27.21,57,66,3.625,3.125,0.0,0.0,0,15,0,1,13,0,0,0,0,5,4,0,9,5,2,0,0.4,1.0
2020-11-21,,england,ireland,18.0,7.0,w,1742.6,1724.1,18.6,1.0,0.6,18.2,9.2,7,8,3,5,6,6,27.1,28.1,6,6,1.0,0.375,0.0,0.0,2,0,1,0,2,1,2,0,1,1,0,1,0,0,0,0,0.8,0.6
2020-11-21,rc,australia,argentina,15.0,15.0,d,1624.0,1445.8,178.1,0.3,0.6,-16.0,5.0,14,7,6,10,4,58,25.32,26.97,14,58,1.0,3.75,0.0,0.0,0,1,2,1,1,1,1,1,1,16,1,2,8,1,1,0,0.8,0.4
2020-11-22,eoyt,scotland,france,15.0,22.0,l,1626.1,1621.9,4.3,1.0,0.8,16.8,6.2,8,22,7,5,67,6,27.61,25.38,67,6,1.0,0.0,0.0,0.0,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1.2
2020-11-28,eoyt,wales,england,13.0,24.0,l,1607.0,1761.8,-154.7,0.2,1.0,-5.8,19.0,7,7,9,2,8,7,27.15,27.34,73,7,2.625,1.625,0.0,0.0,0,21,0,0,0,0,0,0,3,1,2,1,3,0,3,0,0.0,0.8
2020-11-28,tour,france,italy,36.0,5.0,w,1646.4,1309.1,337.3,0.8,0.0,5.0,-20.6,6,14,4,14,7,6,25.03,25.19,7,63,0.0,1.25,0.0,0.0,0,0,0,0,0,0,0,0,3,3,0,0,3,1,0,0,1.2,0.4
2020-11-28,tour,argentina,new_zealand,0.0,38.0,l,1451.8,1853.3,-401.5,0.7,0.5,5.4,9.2,7,14,8,2,59,5,26.32,27.31,59,67,0.5,4.625,0.0,0.0,1,0,0,0,1,1,1,0,5,12,1,0,10,6,3,0,0.6,1.0
2020-12-05,tour,ireland,scotland,31.0,16.0,w,1707.6,1601.6,106.0,0.6,0.8,10.0,12.0,6,13,5,7,8,68,28.43,27.97,8,68,2.0,1.625,0.0,0.0,2,3,1,1,5,3,1,0,5,6,0,1,0,0,1,0,0.4,0.0
2020-12-05,rc,australia,argentina,16.0,16.0,d,1618.0,1444.2,173.8,0.4,0.5,-11.2,-5.4,14,7,6,8,5,60,25.81,26.65,15,60,1.125,2.5,0.0,0.0,0,2,3,2,2,0,0,0,2,2,0,0,2,14,0,0,0.8,0.6
2020-12-05,eoyt,wales,italy,38.0,18.0,w,1590.0,1303.6,286.4,0.2,0.0,-7.4,-24.2,7,7,9,14,9,7,27.37,25.38,74,64,0.375,1.5,0.0,0.0,0,2,0,0,1,0,0,0,4,4,1,1,0,2,0,0,0.0,0.6
2020-12-06,,england,france,22.0,19.0,w,1778.8,1652.0,126.8,1.0,0.8,18.8,10.4,8,8,2,4,8,8,27.16,24.69,8,8,2.25,0.125,1.0,0.0,4,2,3,2,4,1,1,1,0,1,0,0,0,0,0,0,0.8,0.8
2021-02-06,6n,england,scotland,6.0,11.0,l,1785.5,1586.9,198.6,1.0,0.6,18.8,6.8,62,63,2,7,9,69,27.45,27.76,9,69,1.25,2.625,0.0,0.0,1,1,0,1,3,2,2,0,0,7,2,0,12,0,0,0,0.2,0.2
2021-02-06,6n,italy,france,10.0,50.0,l,1297.1,1645.3,-348.2,0.0,0.8,-24.8,12.0,63,62,14,4,8,9,25.0,25.83,65,9,0.25,2.5,0.0,0.0,0,0,0,0,1,0,1,0,5,6,1,6,1,0,1,0,0.4,0.2
2021-02-07,6n,wales,ireland,21.0,16.0,w,1596.5,1722.3,-125.8,0.4,0.6,0.0,6.4,64,64,9,5,10,9,28.6,28.57,75,9,2.25,2.0,0.0,0.0,5,7,2,0,4,0,0,0,3,2,2,2,6,0,1,0,0.2,0.2
2021-02-13,6n,england,italy,41.0,18.0,w,1758.7,1286.9,471.8,0.8,0.0,12.0,-26.2,7,7,2,14,10,9,27.44,25.23,10,66,1.5,0.875,0.0,0.0,0,2,0,0,5,2,3,0,0,1,1,1,2,0,2,0,0.2,0.4
2021-02-13,6n,scotland,wales,24.0,25.0,l,1613.7,1616.6,-2.9,0.6,0.6,-0.4,1.8,7,6,7,9,70,11,27.85,28.07,70,76,3.25,5.0,0.0,0.0,1,8,0,1,13,1,2,0,6,8,3,1,22,0,0,0,0.4,0.2
2021-02-14,6n,ireland,france,13.0,15.0,l,1702.1,1655.6,46.6,0.6,0.8,7.0,16.6,7,8,5,4,10,10,27.59,26.34,10,10,0.75,3.0,0.0,0.0,4,0,0,0,0,0,2,0,6,7,0,7,2,1,0,1,0.4,0.2
2021-02-27,6n,wales,england,40.0,24.0,w,1624.6,1761.0,-136.4,0.8,0.8,6.6,8.6,14,14,8,3,12,11,28.6,27.26,77,11,2.5,3.0,0.0,0.0,7,9,1,2,0,0,1,0,5,3,1,2,6,3,4,0,0.2,0.2
2021-02-27,6n,italy,ireland,10.0,48.0,l,1284.5,1688.2,-403.7,0.0,0.4,-25.0,2.0,14,13,14,5,10,11,25.77,27.79,67,11,1.375,0.875,0.0,0.0,1,2,2,2,0,1,3,0,0,4,1,0,1,1,0,0,0.2,0.4
2021-03-13,6n,england,france,23.0,20.0,w,1728.6,1669.5,59.0,0.6,0.8,3.2,15.4,14,27,3,4,12,11,27.37,25.93,12,11,1.875,1.625,0.0,0.0,1,1,2,0,7,4,0,0,7,0,2,0,3,1,0,0,0.2,0.2
2021-03-13,6n,italy,wales,7.0,48.0,l,1277.0,1657.1,-380.1,0.0,0.8,-30.4,6.2,14,14,14,7,11,13,25.78,28.85,68,78,1.625,5.75,0.0,0.0,5,0,3,0,3,2,0,0,8,9,2,1,23,1,2,0,0.6,0.2
2021-03-14,6n,scotland,ireland,24.0,27.0,l,1605.7,1695.7,-90.0,0.4,0.6,-1.4,11.8,29,15,7,6,71,12,28.21,28.26,71,12,3.875,2.375,0.0,0.0,0,9,3,2,14,2,1,0,3,5,2,2,2,2,3,0,0.8,0.4
2021-03-20,6n,ireland,england,32.0,18.0,w,1707.9,1737.6,-29.7,0.6,0.6,9.8,1.6,6,7,7,4,13,13,28.72,27.05,13,13,1.75,2.625,0.0,0.0,0,1,0,0,7,4,2,0,2,2,3,1,8,0,5,0,0.4,0.2
2021-03-20,6n,france,wales,32.0,30.0,w,1660.5,1665.8,-5.3,0.6,1.0,13.4,16.6,7,7,3,5,12,14,26.06,28.6,12,79,2.625,6.75,1.0,0.0,8,1,3,1,4,2,1,1,9,10,3,3,24,2,3,0,0.2,0.2
2021-03-20,6n,scotland,italy,52.0,10.0,w,1593.5,1268.3,325.2,0.2,0.0,-4.2,-32.4,6,7,8,15,72,12,27.69,25.13,72,69,0.625,1.0,0.0,0.0,0,1,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0.8,0.8
2021-03-26,6n,france,scotland,23.0,27.0,l,1669.7,1599.9,69.8,0.6,0.4,7.6,5.6,6,6,4,9,13,73,26.51,27.86,13,73,2.375,3.375,0.0,0.0,9,0,1,0,6,3,0,0,2,2,2,0,15,3,3,0,0.8,0.8
2021-07-07,tour,australia,france,23.0,21.0,w,1612.1,1648.6,-36.4,0.4,0.6,-11.2,7.4,214,103,6,3,6,14,25.43,25.13,16,14,1.125,0.0,0.0,0.0,2,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1.4,1.0
2021-07-10,tour,wales,argentina,20.0,20.0,d,1664.7,1475.1,189.6,0.8,0.6,22.4,-4.2,7,7,6,9,16,62,26.6,28.07,81,62,1.0,3.5,0.0,0.0,2,1,1,1,2,1,0,0,3,0,0,0,15,10,0,0,0.4,0.8
2021-07-13,tour,australia,france,26.0,28.0,l,1622.2,1638.5,-16.3,0.6,0.4,-6.8,-1.0,6,6,7,5,7,15,25.45,25.36,17,15,1.875,0.375,1.0,0.0,1,4,1,3,1,1,3,1,0,0,0,0,1,1,1,0,1.4,1.0
2021-07-17,tour,australia,france,33.0,30.0,w,1609.9,1650.7,-40.8,0.6,0.4,0.4,-1.0,4,4,7,6,8,16,25.86,25.4,18,16,0.625,0.0,0.0,0.0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1.2,0.8
2021-07-17,tour,wales,argentina,11.0,33.0,l,1658.5,1481.3,177.3,0.7,0.5,22.2,-6.2,7,7,6,9,17,63,26.78,28.34,82,63,0.25,2.875,0.0,0.0,0,2,0,0,0,0,0,0,4,1,1,1,16,0,0,0,0.6,1.4
2021-08-07,rc,new_zealand,australia,33.0,25.0,w,1870.6,1622.8,247.8,0.8,0.6,42.2,0.6,21,21,2,5,9,9,27.83,25.26,71,19,5.625,1.125,0.0,0.0,2,28,0,2,12,1,0,0,4,1,2,0,1,1,0,0,0.4,1.0
2021-08-14,rc,new_zealand,australia,57.0,22.0,w,1876.4,1617.1,259.3,1.0,0.5,45.8,-1.0,7,7,2,6,10,10,27.64,26.22,72,20,6.375,1.125,0.0,0.0,3,29,1,3,13,0,1,1,5,0,0,0,2,2,0,0,0.4,1.0
2021-08-14,rc,south_africa,argentina,32.0,12.0,w,1748.0,1527.5,220.5,0.8,0.6,13.4,-1.8,7,28,1,9,4,64,28.17,28.42,66,64,3.0,2.0,0.0,0.0,0,22,0,0,2,0,0,0,5,2,2,2,3,1,1,0,0.2,1.2
2021-08-21,rc,south_africa,argentina,29.0,10.0,w,1757.2,1518.3,238.9,0.8,0.6,13.4,1.8,7,7,1,7,5,65,28.43,27.04,67,65,3.375,2.25,0.0,0.0,0,0,1,0,2,14,10,0,6,12,0,0,0,0,0,0,0.2,1.2
2021-09-05,rc,australia,new_zealand,21.0,38.0,l,1608.3,1885.2,-276.9,0.4,1.0,-8.0,45.2,22,22,6,2,11,11,25.9,27.25,21,73,0.875,1.0,0.0,0.0,1,1,1,0,3,0,1,0,4,2,2,0,0,0,0,0,0.4,0.4
2021-09-12,rc,australia,south_africa,28.0,26.0,w,1596.8,1765.4,-168.6,0.2,0.8,-11.8,11.0,7,22,6,1,12,6,26.65,28.84,22,68,0.5,8.625,0.0,0.0,0,0,2,0,0,0,2,0,3,23,0,5,18,15,1,4,0.4,0.0
2021-09-12,rc,argentina,new_zealand,0.0,39.0,l,1510.1,1896.6,-386.5,0.5,1.0,-2.0,28.2,22,7,6,2,66,12,27.43,26.62,66,74,5.25,2.125,0.0,0.0,0,17,2,3,9,11,0,0,0,3,1,0,11,1,1,0,1.2,0.8
2021-09-18,rc,australia,south_africa,30.0,17.0,w,1610.1,1752.1,-142.0,0.4,0.8,-11.0,11.6,6,6,7,1,13,7,26.63,29.12,23,69,1.25,4.75,0.0,0.0,1,1,3,1,0,1,3,0,0,0,1,0,19,16,2,0,0.8,0.4
2021-09-18,rc,argentina,new_zealand,13.0,36.0,l,1501.8,1904.9,-403.1,0.3,1.0,-11.2,29.2,6,6,6,2,67,13,26.63,26.52,67,75,1.75,0.125,0.0,0.0,1,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4,0.6
2021-09-25,rc,australia,argentina,27.0,8.0,w,1640.6,1495.3,145.4,0.4,0.2,-9.0,-15.8,7,7,5,7,14,68,26.82,25.35,24,68,1.125,2.75,0.0,1.0,2,2,0,2,1,2,0,0,2,14,1,1,1,1,1,1,0.6,0.8
2021-09-25,rc,new_zealand,south_africa,19.0,17.0,w,1911.5,1721.6,189.9,1.0,0.6,24.4,5.4,7,7,2,1,14,8,27.47,29.85,76,70,3.0,9.5,0.0,0.0,4,4,0,1,12,2,1,0,1,24,0,6,20,17,3,5,0.6,0.8
2021-10-02,rc,new_zealand,south_africa,29.0,31.0,l,1915.3,1717.7,197.6,1.0,0.4,23.2,4.4,7,7,1,2,15,9,27.84,29.67,77,71,1.75,10.5,0.0,1.0,5,5,1,0,1,1,1,0,2,25,1,7,21,18,4,6,0.6,1.0
2021-10-30,eoyt,wales,new_zealand,16.0,54.0,l,1612.3,1903.2,-290.9,0.5,0.8,14.6,30.4,105,7,7,2,18,17,27.94,27.48,83,79,1.625,7.0,0.0,0.0,0,11,0,0,2,0,0,0,6,30,0,4,13,2,1,0,0.8,0.0
2021-11-06,eoyt,france,argentina,29.0,20.0,w,1637.9,1461.7,176.2,0.4,0.0,-1.0,-23.0,112,35,6,8,17,70,25.84,26.97,17,70,2.125,3.125,0.0,0.0,10,0,0,0,5,0,2,0,0,23,1,1,0,0,0,0,0.8,1.2
2021-11-06,eoyt,wales,south_africa,18.0,23.0,l,1598.8,1734.1,-135.4,0.3,0.4,-1.2,0.8,7,35,9,2,19,10,27.45,29.54,84,72,1.0,7.25,0.0,0.0,2,0,0,0,5,1,0,0,3,26,2,8,0,19,0,0,0.8,1.0
2021-11-06,eoyt,italy,new_zealand,9.0,47.0,l,1261.8,1916.7,-654.9,0.0,0.8,-36.8,30.2,231,7,15,2,13,18,25.9,26.48,70,80,0.75,0.25,0.0,0.0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,1.4,0.2
2021-11-07,eoyt,scotland,australia,15.0,13.0,w,1630.9,1674.2,-43.3,0.6,0.8,17.6,6.4,8,5,7,3,75,16,27.06,26.77,75,26,4.25,1.625,0.0,0.0,1,3,6,0,16,4,4,0,2,7,1,0,3,0,0,0,1.2,0.6
2021-11-13,tour,england,australia,32.0,15.0,w,1728.6,1663.9,64.7,0.8,0.8,25.0,9.4,7,6,4,3,17,17,26.74,27.0,17,27,1.125,2.0,0.0,0.0,0,5,3,1,0,0,0,0,0,8,2,1,4,1,0,0,0.2,0.8
2021-11-13,eoyt,ireland,new_zealand,29.0,20.0,w,1746.0,1918.5,-172.5,1.0,0.8,28.2,33.2,7,7,5,1,17,19,29.36,27.78,17,81,2.125,7.25,0.0,0.0,1,6,1,0,4,3,2,0,7,31,1,5,14,0,0,0,0.6,0.2
2021-11-13,eoyt,scotland,south_africa,15.0,30.0,l,1641.2,1747.4,-106.2,0.8,0.4,18.2,-2.0,6,7,7,2,76,11,27.35,29.94,76,73,2.625,3.625,0.0,0.0,0,4,0,0,17,0,0,0,4,19,3,1,2,0,0,0,0.8,1.2
2021-11-13,eoyt,italy,argentina,16.0,37.0,l,1260.1,1453.0,-192.9,0.0,0.0,-36.4,-21.0,7,7,14,8,1,71,25.68,27.1,71,71,0.875,0.5,0.0,0.0,0,1,0,0,6,0,0,0,1,1,0,0,1,1,0,0,1.4,1.0
2021-11-20,tour,england,south_africa,27.0,26.0,w,1747.0,1770.4,-23.3,0.8,0.6,27.8,1.4,7,7,4,2,18,12,26.27,29.96,18,74,1.375,8.625,0.0,0.0,0,6,4,0,1,0,0,0,5,27,4,9,3,20,1,0,0.2,0.8
2021-11-20,eoyt,france,new_zealand,40.0,25.0,w,1651.2,1890.5,-239.3,0.6,0.6,6.4,31.0,6,7,6,1,19,20,25.88,28.1,19,82,1.25,7.125,0.0,0.0,0,0,0,0,7,0,3,0,6,32,2,0,14,1,2,0,0.2,0.4
2021-11-20,eoyt,wales,australia,29.0,28.0,w,1596.6,1645.5,-48.9,0.3,0.6,-10.0,5.6,6,7,9,3,21,18,27.27,26.99,86,28,1.5,2.0,0.0,0.0,1,0,1,0,6,0,4,0,0,9,0,0,5,2,0,0,0.6,1.2
2021-11-21,eoyt,ireland,argentina,53.0,7.0,w,1774.0,1471.1,302.9,1.0,0.2,29.4,-9.0,8,8,5,8,18,72,26.94,27.2,18,72,1.0,3.75,0.0,0.0,2,4,2,0,0,0,0,0,2,24,0,0,2,2,0,0,0.6,0.6
2022-02-05,6n,scotland,england,20.0,17.0,w,1623.9,1753.2,-129.2,0.8,1.0,9.2,30.8,77,77,7,3,78,19,28.02,26.94,78,19,7.0,0.25,0.0,0.0,3,15,7,0,19,6,6,0,0,0,0,0,2,0,0,0,1.0,0.4
2022-02-05,6n,ireland,wales,29.0,7.0,w,1781.4,1603.1,178.3,1.0,0.4,35.8,-9.8,76,77,4,9,19,22,28.17,27.14,19,87,2.625,1.875,0.0,0.0,3,5,2,1,5,4,0,1,2,2,2,1,7,0,1,0,0.0,0.6
2022-02-06,6n,france,italy,37.0,10.0,w,1688.0,1266.7,421.3,0.8,0.2,9.8,-27.0,78,78,6,14,20,3,26.18,25.17,20,73,1.875,1.25,0.0,0.0,1,1,0,0,8,1,4,0,0,1,0,0,7,2,0,0,0.2,1.2
2022-02-12,6n,france,ireland,30.0,24.0,w,1691.3,1793.2,-101.9,0.8,1.0,14.8,38.6,6,7,5,4,21,20,26.0,28.43,21,20,2.5,2.125,0.0,0.0,2,2,1,1,9,0,5,0,4,6,3,2,1,0,1,0,0.2,0.0
2022-02-12,6n,wales,scotland,20.0,17.0,w,1591.4,1639.6,-48.2,0.4,0.8,-9.8,9.0,7,7,8,7,23,79,27.4,27.61,88,79,2.0,5.375,0.0,0.0,3,3,0,0,8,1,1,0,0,16,0,0,20,0,7,0,0.6,0.4
2022-02-13,6n,italy,england,0.0,33.0,l,1263.4,1737.5,-474.1,0.2,0.8,-24.2,27.4,7,8,14,3,4,20,25.35,26.76,74,20,1.875,0.5,0.0,0.0,0,2,0,1,8,3,0,1,2,0,0,0,2,0,0,0,0.8,0.6
2022-02-26,6n,england,wales,23.0,19.0,w,1742.4,1604.5,137.9,0.8,0.6,22.8,-1.6,13,14,4,8,21,24,27.3,27.92,21,89,1.125,2.375,0.0,0.0,1,3,0,0,3,1,1,0,4,4,0,0,9,2,0,0,0.4,0.6
2022-02-26,6n,scotland,france,17.0,36.0,l,1626.5,1712.2,-85.6,0.6,1.0,-0.8,16.6,14,14,6,5,80,22,27.8,26.17,80,22,4.5,2.875,0.0,0.0,1,5,0,0,21,1,8,0,3,3,2,2,10,2,0,1,0.4,0.2
2022-02-27,6n,ireland,italy,57.0,6.0,w,1772.4,1258.5,513.8,0.8,0.2,25.2,-22.4,15,14,3,14,21,5,27.84,25.47,21,75,0.75,2.0,0.0,0.0,0,0,3,0,2,1,0,0,1,3,0,2,9,0,1,0,0.0,0.2
2022-03-11,6n,wales,france,9.0,13.0,l,1597.2,1738.9,-141.7,0.6,1.0,-1.4,18.6,13,13,8,4,25,23,28.11,26.05,90,23,2.5,3.75,0.0,0.0,0,5,0,1,10,3,1,0,4,4,3,3,11,3,0,2,0.6,0.0
2022-03-12,6n,england,ireland,15.0,32.0,l,1749.8,1774.6,-24.9,0.8,0.8,10.4,24.4,14,13,3,5,22,22,27.44,29.71,22,22,1.5,3.125,0.0,0.0,1,4,0,0,4,1,2,0,0,7,4,0,6,5,3,0,0.4,0.0
2022-03-12,6n,italy,scotland,22.0,33.0,l,1256.3,1599.8,-343.5,0.2,0.4,-25.0,-5.0,13,14,14,7,6,81,26.17,28.02,76,81,1.25,4.875,0.0,0.0,0,4,1,0,2,1,2,0,2,6,0,1,22,7,0,1,0.8,0.4
2022-03-19,6n,france,england,25.0,13.0,w,1750.5,1718.3,32.2,1.0,0.6,14.2,3.6,8,7,3,4,24,23,26.6,26.96,24,23,5.375,1.125,3.0,0.0,5,5,4,4,12,4,6,3,3,1,0,0,3,2,0,0,0.0,0.8
2022-03-19,6n,ireland,scotland,26.0,5.0,w,1806.1,1606.8,199.3,0.8,0.6,26.0,0.2,7,7,5,8,23,82,29.47,28.2,23,82,2.5,3.0,0.0,0.0,1,2,4,0,7,6,0,0,3,17,1,1,1,0,1,0,0.0,0.4
2022-03-19,6n,wales,italy,21.0,22.0,l,1585.5,1249.2,336.3,0.4,0.2,-5.2,-23.0,8,7,7,14,26,7,28.23,26.35,91,77,4.875,1.125,0.0,0.0,0,12,1,0,25,0,1,0,1,1,2,0,3,2,0,0,0.6,0.8
2022-07-02,tour,australia,england,30.0,28.0,w,1647.8,1699.6,-51.8,0.4,0.4,0.8,1.0,221,105,5,5,20,24,27.96,26.9,30,24,1.25,1.875,0.0,0.0,0,0,4,0,1,1,4,0,4,7,1,3,0,0,0,0,1.4,0.6
2022-07-02,tour,new_zealand,ireland,42.0,19.0,w,1853.6,1816.5,37.1,0.6,0.8,28.4,21.0,224,105,2,4,21,24,28.24,29.38,83,24,8.125,3.375,0.0,0.0,0,33,0,6,26,0,0,0,1,8,5,1,8,3,1,0,0.6,0.0
2022-07-02,tour,south_africa,wales,32.0,29.0,w,1764.2,1574.6,189.6,0.6,0.2,3.8,-5.6,224,105,1,8,13,27,29.21,28.55,75,92,5.125,1.875,0.0,0.0,0,28,2,1,9,1,0,0,0,6,0,2,2,0,5,0,0.6,0.4
2022-07-02,tour,argentina,scotland,26.0,18.0,w,1463.6,1596.4,-132.8,0.2,0.4,-13.6,-5.8,223,105,8,7,73,83,29.14,26.72,73,83,6.75,3.25,0.0,0.0,7,18,2,0,10,15,2,0,4,18,0,2,2,0,0,0,1.2,0.4
2022-07-09,tour,australia,england,17.0,25.0,l,1658.3,1689.1,-30.8,0.4,0.4,-1.8,1.2,7,7,6,5,21,25,27.6,26.58,31,25,0.875,2.125,0.0,0.0,0,0,5,0,2,0,0,0,5,8,0,4,0,0,0,0,1.8,0.8
2022-07-09,tour,new_zealand,ireland,12.0,23.0,l,1876.3,1793.8,82.6,0.6,0.6,15.0,12.0,7,7,3,4,22,25,27.75,29.28,84,25,4.75,4.375,0.0,1.0,1,6,0,2,27,1,1,0,2,9,6,2,9,4,2,1,0.8,0.0
2022-07-09,tour,south_africa,wales,12.0,13.0,l,1769.1,1569.7,199.4,0.8,0.2,4.8,-1.8,7,7,1,9,14,28,27.9,28.85,76,93,0.25,2.375,0.0,1.0,0,1,0,0,0,1,0,0,1,7,1,3,3,1,2,1,0.4,1.0
2022-07-09,tour,argentina,scotland,6.0,29.0,l,1488.6,1571.4,-82.8,0.4,0.2,-8.2,-8.0,7,7,8,7,1,84,28.98,27.02,74,84,4.375,1.5,0.0,0.0,8,19,1,4,3,0,0,0,0,7,2,1,0,1,1,0,1.0,0.4
2022-07-16,tour,australia,england,17.0,21.0,l,1634.8,1712.6,-77.8,0.4,0.4,-3.0,-3.8,7,7,5,6,22,26,26.77,26.42,32,26,1.0,1.125,0.0,0.0,0,0,3,0,3,1,1,0,6,0,0,0,1,1,1,0,2.0,1.0
2022-07-16,tour,new_zealand,ireland,22.0,32.0,l,1843.1,1827.0,16.1,0.4,0.8,5.2,15.4,7,7,2,4,23,26,28.63,29.62,85,26,10.125,5.5,0.0,1.0,5,34,3,7,28,3,1,0,3,10,7,3,10,7,3,1,1.4,0.2
2022-07-16,tour,south_africa,wales,30.0,14.0,w,1758.7,1580.1,178.6,0.6,0.2,4.2,-2.2,7,7,1,9,15,29,29.43,28.11,77,94,7.125,2.75,0.0,0.0,2,29,1,2,1,21,1,0,2,8,0,0,4,2,6,0,0.4,1.2
2022-07-16,tour,argentina,scotland,34.0,31.0,w,1460.0,1600.0,-140.1,0.4,0.4,-9.8,-2.8,7,7,7,8,2,85,27.5,26.47,75,85,3.25,2.0,0.0,0.0,0,25,0,1,0,0,0,0,0,10,3,0,3,0,0,0,1.0,0.2
2022-08-06,rc,argentina,australia,26.0,41.0,l,1476.0,1620.0,-144.1,0.6,0.4,-7.4,-0.4,21,21,9,6,3,23,28.73,27.13,76,33,4.5,1.0,0.0,0.0,9,15,3,2,3,1,3,0,0,2,0,0,4,1,1,0,0.8,1.8
2022-08-06,rc,south_africa,new_zealand,26.0,10.0,w,1769.3,1814.1,-44.8,0.6,0.2,6.4,-4.4,21,21,3,4,16,24,29.44,27.97,78,86,9.5,6.5,0.0,0.0,0,30,2,0,22,22,0,0,0,15,4,0,29,4,0,0,0.2,1.4
2022-08-13,rc,argentina,australia,48.0,17.0,w,1456.1,1639.9,-183.8,0.4,0.6,-14.6,2.8,7,7,9,6,4,24,28.94,26.78,77,34,4.125,1.125,0.0,0.0,3,16,4,3,4,3,0,0,0,0,1,0,6,0,2,0,1.0,1.4
